"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01355!!Estimate","ZCTA5 01355!!Margin of Error","ZCTA5 01355!!Percent","ZCTA5 01355!!Percent Margin of Error"
"        With a disability","64,995","±2,247","4.7%","±0.2","12","±13","7.5%","±8.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","683","±195","683","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","76","±32","11.1%","±5.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","168","±34","168","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","45","±17","26.8%","±7.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,010","±223","1,010","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","926","±205","91.7%","±7.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","84","±77","8.3%","±7.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","84","±77","8.3%","±7.2"
"                Same county","446,141","±8,933","6.4%","±0.1","21","±19","2.1%","±1.9"
"                Different county","354,693","±6,215","5.1%","±0.1","63","±63","6.2%","±5.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","15","±17","1.5%","±1.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","48","±61","4.8%","±5.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±3.9"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,010","±223","1,010","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","996","±220","98.6%","±1.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","987","±221","97.7%","±1.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","657","±176","65.0%","±10.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","330","±131","32.7%","±10.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","9","±10","0.9%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","14","±10","1.4%","±1.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","14","±10","14","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","6","±8","42.9%","±40.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","8","±7","57.1%","±40.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","23","±14","23","(X)"
"        Native","209,292","±4,176","209,292","(X)","9","±10","9","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","4","±6","44.4%","±41.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","5","±6","55.6%","±41.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","14","±10","14","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±87.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","14","±10","100.0%","±87.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","14","±10","14","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","2","±3","14.3%","±22.2"
"        Asia","372,717","±3,581","30.8%","±0.3","5","±6","35.7%","±37.1"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±87.9"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±87.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","4","±7","28.6%","±39.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","3","±4","21.4%","±28.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","998","±221","998","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","976","±219","97.8%","±1.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","22","±12","2.2%","±1.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±3.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","10","±8","1.0%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±3.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","7","±6","0.7%","±0.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±3.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","5","±6","0.5%","±0.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±3.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±3.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±3.9"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,010","±223","1,010","(X)"
"        American","260,364","±6,504","3.7%","±0.1","74","±35","7.3%","±3.6"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±3.9"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±3.9"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±3.9"
"        Dutch","34,354","±1,922","0.5%","±0.1","27","±28","2.7%","±2.8"
"        English","655,283","±8,406","9.4%","±0.1","192","±98","19.0%","±8.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","92","±40","9.1%","±4.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","72","±43","7.1%","±3.6"
"        German","387,135","±7,027","5.5%","±0.1","110","±78","10.9%","±7.2"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±3.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±3.9"
"        Irish","1,345,219","±11,619","19.2%","±0.2","341","±169","33.8%","±11.3"
"        Italian","815,794","±9,186","11.7%","±0.1","77","±34","7.6%","±3.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","8","±7","0.8%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","7","±7","0.7%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","42","±19","4.2%","±1.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","3","±4","0.3%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","14","±15","1.4%","±1.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","20","±15","2.0%","±1.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","57","±33","5.6%","±3.4"
"        Slovak","7,069","±828","0.1%","±0.1","2","±3","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±3.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","2","±4","0.2%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±3.9"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±3.9"
"        Welsh","23,388","±1,506","0.3%","±0.1","6","±7","0.6%","±0.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±3.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","413","±75","413","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","389","±74","94.2%","±3.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","372","±74","90.1%","±5.0"
