"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01527!!Estimate","ZCTA5 01527!!Margin of Error","ZCTA5 01527!!Percent","ZCTA5 01527!!Percent Margin of Error"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","66","±45","19.0%","±13.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","21","±26","6.1%","±7.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","7","±10","2.0%","±3.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","20","±36","5.8%","±9.7"
"            5 or more years","13,647","±1,024","10.9%","±0.8","18","±20","5.2%","±6.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","66","±45","66","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","25","±16","37.9%","±24.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","66","±45","100.0%","±40.5"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,735","±363","2,735","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","236","±180","8.6%","±6.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","127","±116","4.6%","±4.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,017","±231","37.2%","±8.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","774","±210","28.3%","±6.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","581","±183","21.2%","±6.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","10,318","±342","10,318","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","237","±126","2.3%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","461","±191","4.5%","±1.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,134","±425","30.4%","±3.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,037","±306","19.7%","±3.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,158","±301","11.2%","±2.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,922","±342","18.6%","±3.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,369","±270","13.3%","±2.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","9,620","±431","93.2%","±2.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,291","±455","31.9%","±4.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","11,065","±324","11,065","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","612","±187","5.5%","±1.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","13,669","±87","13,669","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,682","±331","12.3%","±2.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,730","±320","2,730","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","41","±30","1.5%","±1.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,544","±358","8,544","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","849","±227","9.9%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,395","±349","2,395","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","792","±218","33.1%","±7.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","13,746","±87","13,746","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","12,592","±354","91.6%","±2.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,154","±363","8.4%","±2.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,125","±367","8.2%","±2.7"
"                Same county","446,141","±8,933","6.4%","±0.1","658","±286","4.8%","±2.1"
"                Different county","354,693","±6,215","5.1%","±0.1","467","±248","3.4%","±1.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","289","±200","2.1%","±1.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","178","±113","1.3%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","29","±36","0.2%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,827","±53","13,827","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","12,474","±439","90.2%","±3.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","12,248","±566","88.6%","±4.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","10,505","±631","76.0%","±4.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,743","±334","12.6%","±2.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","226","±246","1.6%","±1.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,353","±447","9.8%","±3.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,353","±447","1,353","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","768","±323","56.8%","±15.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","585","±275","43.2%","±15.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,579","±573","1,579","(X)"
"        Native","209,292","±4,176","209,292","(X)","226","±246","226","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","148","±232","65.5%","±51.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","78","±83","34.5%","±51.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,353","±447","1,353","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","321","±217","23.7%","±14.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,032","±384","76.3%","±14.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,353","±447","1,353","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","343","±302","25.4%","±21.2"
"        Asia","372,717","±3,581","30.8%","±0.3","410","±243","30.3%","±17.2"
"        Africa","113,823","±3,313","9.4%","±0.3","59","±52","4.4%","±4.2"
"        Oceania","4,098","±490","0.3%","±0.1","41","±62","3.0%","±4.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","480","±364","35.5%","±23.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","20","±35","1.5%","±2.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","13,181","±224","13,181","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","11,728","±527","89.0%","±3.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,453","±461","11.0%","±3.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","743","±380","5.6%","±2.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","174","±99","1.3%","±0.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","16","±27","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,074","±447","8.1%","±3.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","615","±357","4.7%","±2.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","59","±53","0.4%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","15","±25","0.1%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","146","±102","1.1%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","97","±86","0.7%","±0.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,827","±53","13,827","(X)"
"        American","260,364","±6,504","3.7%","±0.1","762","±305","5.5%","±2.2"
"        Arab","72,487","±3,641","1.0%","±0.1","69","±74","0.5%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","12","±18","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±21","0.0%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","58","±48","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,087","±285","7.9%","±2.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,373","±577","17.2%","±4.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","849","±342","6.1%","±2.5"
"        German","387,135","±7,027","5.5%","±0.1","488","±212","3.5%","±1.5"
"        Greek","76,566","±3,218","1.1%","±0.1","21","±29","0.2%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","15","±24","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,394","±507","17.3%","±3.7"
"        Italian","815,794","±9,186","11.7%","±0.1","1,860","±421","13.5%","±3.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","327","±127","2.4%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","63","±64","0.5%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","1,364","±405","9.9%","±2.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","553","±367","4.0%","±2.7"
"        Russian","91,511","±3,161","1.3%","±0.1","15","±24","0.1%","±0.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","111","±127","0.8%","±0.9"
"        Scottish","134,503","±3,385","1.9%","±0.1","143","±85","1.0%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","113","±100","0.8%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","602","±208","4.4%","±1.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±21","0.0%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","137","±206","1.0%","±1.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1","±2","0.0%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,165","±286","5,165","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","4,918","±269","95.2%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,798","±253","92.9%","±2.8"
