"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01001!!Estimate","ZCTA5 01001!!Margin of Error","ZCTA5 01001!!Percent","ZCTA5 01001!!Percent Margin of Error"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,132","±306","16.4%","±4.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","186","±104","186","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","71","±76","38.2%","±32.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","45","±48","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","61","±36","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±290","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","83","±65","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","44","±44","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","113","±107","113","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±21","0.0%","±29.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±29.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±29.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±29.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±29.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±21","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±21","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,238","±462","3,238","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","479","±152","14.8%","±4.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","150","±109","4.6%","±3.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,107","±244","34.2%","±5.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","408","±157","12.6%","±4.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,094","±254","33.8%","±6.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","12,509","±687","12,509","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","247","±142","2.0%","±1.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","694","±235","5.5%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,438","±442","27.5%","±3.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,139","±328","17.1%","±2.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,394","±364","11.1%","±2.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,808","±427","22.4%","±3.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,789","±328","14.3%","±2.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","11,568","±636","92.5%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","4,597","±507","36.7%","±3.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","13,263","±742","13,263","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","985","±191","7.4%","±1.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","15,626","±836","15,626","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,028","±405","13.0%","±2.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,797","±417","2,797","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","88","±65","3.1%","±2.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","9,567","±670","9,567","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","844","±256","8.8%","±2.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,262","±392","3,262","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,096","±296","33.6%","±7.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","15,846","±839","15,846","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","14,394","±826","90.8%","±2.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,452","±436","9.2%","±2.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,430","±436","9.0%","±2.7"
"                Same county","446,141","±8,933","6.4%","±0.1","1,181","±426","7.5%","±2.6"
"                Different county","354,693","±6,215","5.1%","±0.1","249","±125","1.6%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","157","±93","1.0%","±0.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","92","±69","0.6%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","22","±31","0.1%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","16,088","±845","16,088","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","14,511","±866","90.2%","±2.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","14,258","±882","88.6%","±2.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,373","±835","70.7%","±3.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,885","±520","17.9%","±3.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","253","±124","1.6%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,577","±434","9.8%","±2.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,577","±434","1,577","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,147","±392","72.7%","±13.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","430","±231","27.3%","±13.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,830","±462","1,830","(X)"
"        Native","209,292","±4,176","209,292","(X)","253","±124","253","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","50","±61","19.8%","±22.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","203","±116","80.2%","±22.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,577","±434","1,577","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","275","±202","17.4%","±11.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,302","±373","82.6%","±11.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,577","±434","1,577","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","651","±335","41.3%","±16.0"
"        Asia","372,717","±3,581","30.8%","±0.3","584","±281","37.0%","±14.3"
"        Africa","113,823","±3,313","9.4%","±0.3","76","±79","4.8%","±5.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±2.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","152","±102","9.6%","±6.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","114","±62","7.2%","±4.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","15,128","±808","15,128","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","12,887","±857","85.2%","±3.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,241","±597","14.8%","±3.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","714","±310","4.7%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","283","±181","1.9%","±1.2"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","195","±170","1.3%","±1.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,527","±573","10.1%","±3.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","465","±242","3.1%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","311","±175","2.1%","±1.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","51","±48","0.3%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","120","±101","0.8%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","3","±8","0.0%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","16,088","±845","16,088","(X)"
"        American","260,364","±6,504","3.7%","±0.1","703","±246","4.4%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","50","±50","0.3%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","29","±35","0.2%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","37","±37","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","27","±44","0.2%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,227","±322","7.6%","±2.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,829","±407","11.4%","±2.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,086","±324","6.8%","±2.0"
"        German","387,135","±7,027","5.5%","±0.1","715","±196","4.4%","±1.2"
"        Greek","76,566","±3,218","1.1%","±0.1","158","±116","1.0%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","19","±28","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,364","±692","20.9%","±4.2"
"        Italian","815,794","±9,186","11.7%","±0.1","3,030","±612","18.8%","±3.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","32","±37","0.2%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","40","±37","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","1,795","±446","11.2%","±2.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","94","±66","0.6%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","601","±336","3.7%","±2.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","22","±26","0.1%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","163","±88","1.0%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","127","±148","0.8%","±0.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","219","±197","1.4%","±1.2"
"        Swiss","10,126","±912","0.1%","±0.1","52","±67","0.3%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","312","±287","1.9%","±1.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","52","±74","0.3%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","162","±135","1.0%","±0.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,791","±345","6,791","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","6,102","±316","89.9%","±3.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,781","±331","85.1%","±4.0"
