"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02066!!Estimate","ZCTA5 02066!!Margin of Error","ZCTA5 02066!!Percent","ZCTA5 02066!!Percent Margin of Error"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±21","0.0%","±26.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±21","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","36","±18","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±50","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","70","±43","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","29","±24","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","552","±247","552","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","366","±257","66.3%","±25.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±7.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","50","±78","9.1%","±13.9"
"            3 or 4 years","5,630","±671","4.5%","±0.5","7","±12","1.3%","±2.3"
"            5 or more years","13,647","±1,024","10.9%","±0.8","309","±241","56.0%","±27.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","366","±257","366","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","279","±231","76.2%","±20.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","114","±123","31.1%","±36.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","4,398","±463","4,398","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","261","±115","5.9%","±2.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","180","±95","4.1%","±2.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,784","±307","40.6%","±6.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,219","±296","27.7%","±5.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","954","±317","21.7%","±6.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","13,601","±453","13,601","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","248","±236","1.8%","±1.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","161","±81","1.2%","±0.6"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,835","±279","13.5%","±2.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,534","±276","11.3%","±2.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,263","±350","9.3%","±2.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,071","±474","37.3%","±3.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,489","±415","25.7%","±2.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","13,192","±452","97.0%","±2.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","8,560","±583","62.9%","±3.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","14,978","±409","14,978","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","847","±204","5.7%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","18,636","±176","18,636","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,456","±311","7.8%","±1.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,803","±406","3,803","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","118","±71","3.1%","±1.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","10,678","±524","10,678","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","453","±213","4.2%","±2.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,155","±479","4,155","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","885","±180","21.3%","±4.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","18,664","±190","18,664","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","16,365","±708","87.7%","±3.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,299","±692","12.3%","±3.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,265","±688","12.1%","±3.7"
"                Same county","446,141","±8,933","6.4%","±0.1","982","±429","5.3%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","1,283","±593","6.9%","±3.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,079","±590","5.8%","±3.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","204","±123","1.1%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","34","±71","0.2%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,781","±181","18,781","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","17,588","±335","93.6%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","17,479","±345","93.1%","±1.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","13,643","±612","72.6%","±3.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,836","±503","20.4%","±2.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","109","±75","0.6%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,193","±298","6.4%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,193","±298","1,193","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","820","±286","68.7%","±14.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","373","±182","31.3%","±14.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,302","±306","1,302","(X)"
"        Native","209,292","±4,176","209,292","(X)","109","±75","109","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","15","±26","13.8%","±18.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","94","±60","86.2%","±18.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,193","±298","1,193","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","227","±161","19.0%","±13.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","966","±297","81.0%","±13.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,193","±298","1,193","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","269","±137","22.5%","±10.8"
"        Asia","372,717","±3,581","30.8%","±0.3","261","±224","21.9%","±17.7"
"        Africa","113,823","±3,313","9.4%","±0.3","419","±211","35.1%","±15.3"
"        Oceania","4,098","±490","0.3%","±0.1","14","±22","1.2%","±1.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","96","±146","8.0%","±12.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","134","±129","11.2%","±11.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","18,135","±258","18,135","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","16,919","±356","93.3%","±1.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,216","±337","6.7%","±1.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","433","±220","2.4%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","75","±63","0.4%","±0.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","26","±33","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,048","±339","5.8%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","407","±211","2.2%","±1.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","64","±52","0.4%","±0.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±21","0.0%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","29","±47","0.2%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,781","±181","18,781","(X)"
"        American","260,364","±6,504","3.7%","±0.1","347","±146","1.8%","±0.8"
"        Arab","72,487","±3,641","1.0%","±0.1","89","±92","0.5%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","49","±45","0.3%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±21","0.0%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","100","±104","0.5%","±0.6"
"        English","655,283","±8,406","9.4%","±0.1","2,672","±575","14.2%","±3.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","448","±117","2.4%","±0.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","464","±226","2.5%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","2,311","±651","12.3%","±3.5"
"        Greek","76,566","±3,218","1.1%","±0.1","75","±54","0.4%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","27","±42","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","7,549","±807","40.2%","±4.3"
"        Italian","815,794","±9,186","11.7%","±0.1","2,627","±786","14.0%","±4.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","161","±117","0.9%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","59","±46","0.3%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","572","±201","3.0%","±1.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","339","±153","1.8%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","114","±82","0.6%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","204","±106","1.1%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","510","±199","2.7%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","36","±43","0.2%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","706","±393","3.8%","±2.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","426","±192","2.3%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","44","±40","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","159","±106","0.8%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±21","0.0%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,412","±377","7,412","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,060","±368","95.3%","±2.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,894","±385","93.0%","±2.8"
