"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02116!!Estimate","ZCTA5 02116!!Margin of Error","ZCTA5 02116!!Percent","ZCTA5 02116!!Percent Margin of Error"
"        Never married","1,113,128","±7,242","39.3%","±0.3","5,164","±618","53.7%","±4.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,641","±340","37.9%","±3.8"
"        Separated","37,600","±1,670","1.3%","±0.1","135","±63","1.4%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","85","±61","0.9%","±0.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","589","±237","6.1%","±2.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","11,309","±678","11,309","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","6,204","±615","54.9%","±3.4"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,519","±304","31.1%","±3.0"
"        Separated","55,256","±1,859","1.8%","±0.1","184","±129","1.6%","±1.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","665","±172","5.9%","±1.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","737","±204","6.5%","±1.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","192","±96","192","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","41","±58","21.4%","±25.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","7","±10","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","25","±13","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±38","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","22","±13","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","53","±43","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","91","±63","91","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","26","±27","28.6%","±29.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","10","±16","11.0%","±19.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","16","±22","17.6%","±24.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±33.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±25","0.0%","±33.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","26","±27","26","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","26","±27","100.0%","±64.5"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±25","0.0%","±64.5"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,965","±627","5,965","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","268","±185","4.5%","±3.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","35","±35","0.6%","±0.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","764","±200","12.8%","±3.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","296","±124","5.0%","±2.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","4,602","±576","77.2%","±3.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","16,578","±773","16,578","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","852","±247","5.1%","±1.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","327","±168","2.0%","±1.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,127","±267","6.8%","±1.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","882","±244","5.3%","±1.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","317","±110","1.9%","±0.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,461","±425","32.9%","±2.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","7,612","±553","45.9%","±2.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","15,399","±785","92.9%","±1.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","13,073","±737","78.9%","±2.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","20,674","±979","20,674","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","349","±107","1.7%","±0.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","22,535","±1,087","22,535","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,924","±370","8.5%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,908","±367","1,908","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","86","±92","4.5%","±4.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","17,348","±894","17,348","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","991","±265","5.7%","±1.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,279","±361","3,279","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","847","±193","25.8%","±5.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","22,369","±1,056","22,369","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","16,007","±933","71.6%","±2.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","6,362","±735","28.4%","±2.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","5,683","±698","25.4%","±2.8"
"                Same county","446,141","±8,933","6.4%","±0.1","2,156","±595","9.6%","±2.6"
"                Different county","354,693","±6,215","5.1%","±0.1","3,527","±529","15.8%","±2.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,329","±332","5.9%","±1.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","2,198","±435","9.8%","±1.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","679","±251","3.0%","±1.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","22,587","±1,089","22,587","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","17,623","±999","78.0%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","17,161","±999","76.0%","±2.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","6,951","±710","30.8%","±2.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","10,210","±841","45.2%","±3.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","462","±161","2.0%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","4,964","±522","22.0%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","4,964","±522","4,964","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,515","±331","50.7%","±5.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,449","±425","49.3%","±5.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","5,426","±547","5,426","(X)"
"        Native","209,292","±4,176","209,292","(X)","462","±161","462","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","192","±106","41.6%","±18.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","270","±128","58.4%","±18.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","4,964","±522","4,964","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,046","±422","41.2%","±6.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,918","±369","58.8%","±6.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","4,964","±522","4,964","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,154","±237","23.2%","±4.4"
"        Asia","372,717","±3,581","30.8%","±0.3","2,532","±349","51.0%","±5.5"
"        Africa","113,823","±3,313","9.4%","±0.3","279","±142","5.6%","±2.8"
"        Oceania","4,098","±490","0.3%","±0.1","113","±101","2.3%","±2.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","731","±256","14.7%","±4.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","155","±72","3.1%","±1.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","21,738","±1,012","21,738","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","15,833","±871","72.8%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","5,905","±620","27.2%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,981","±306","9.1%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,393","±323","6.4%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","382","±193","1.8%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,848","±374","8.5%","±1.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","258","±150","1.2%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","2,260","±359","10.4%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1,241","±215","5.7%","±1.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","404","±165","1.9%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","100","±68","0.5%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","22,587","±1,089","22,587","(X)"
"        American","260,364","±6,504","3.7%","±0.1","444","±152","2.0%","±0.7"
"        Arab","72,487","±3,641","1.0%","±0.1","332","±170","1.5%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","92","±69","0.4%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","38","±29","0.2%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","120","±78","0.5%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","2,116","±375","9.4%","±1.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","645","±228","2.9%","±1.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","347","±126","1.5%","±0.6"
"        German","387,135","±7,027","5.5%","±0.1","2,144","±459","9.5%","±1.9"
"        Greek","76,566","±3,218","1.1%","±0.1","599","±352","2.7%","±1.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","123","±134","0.5%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,067","±453","13.6%","±2.0"
"        Italian","815,794","±9,186","11.7%","±0.1","1,933","±400","8.6%","±1.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","105","±74","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","191","±88","0.8%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","778","±253","3.4%","±1.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","185","±99","0.8%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","500","±144","2.2%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","82","±54","0.4%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","575","±180","2.5%","±0.8"
"        Slovak","7,069","±828","0.1%","±0.1","88","±74","0.4%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","363","±228","1.6%","±1.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","211","±92","0.9%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","174","±83","0.8%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","68","±46","0.3%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","180","±122","0.8%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","218","±130","1.0%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,707","±597","11,707","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","11,198","±585","95.7%","±1.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","10,910","±597","93.2%","±1.9"
