"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01532!!Estimate","ZCTA5 01532!!Margin of Error","ZCTA5 01532!!Percent","ZCTA5 01532!!Percent Margin of Error"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,277","±266","11.6%","±2.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","641","±186","5.8%","±1.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,443","±464","31.2%","±3.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","4,001","±417","36.3%","±3.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","10,773","±301","97.7%","±1.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","7,444","±390","67.5%","±2.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","12,045","±307","12,045","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","596","±162","4.9%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","15,467","±91","15,467","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,347","±373","8.7%","±2.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,560","±302","3,560","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","139","±84","3.9%","±2.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","9,897","±386","9,897","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","782","±381","7.9%","±3.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,010","±238","2,010","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","426","±122","21.2%","±5.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","15,497","±70","15,497","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","13,709","±556","88.5%","±3.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,788","±555","11.5%","±3.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,788","±555","11.5%","±3.6"
"                Same county","446,141","±8,933","6.4%","±0.1","855","±346","5.5%","±2.2"
"                Different county","354,693","±6,215","5.1%","±0.1","933","±443","6.0%","±2.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","790","±431","5.1%","±2.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","143","±118","0.9%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±21","0.0%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,605","±36","15,605","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","13,211","±418","84.7%","±2.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","12,907","±434","82.7%","±2.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","9,194","±493","58.9%","±3.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,713","±409","23.8%","±2.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","304","±122","1.9%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","2,394","±421","15.3%","±2.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","2,394","±421","2,394","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,424","±335","59.5%","±9.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","970","±287","40.5%","±9.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,698","±439","2,698","(X)"
"        Native","209,292","±4,176","209,292","(X)","304","±122","304","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","11","±18","3.6%","±6.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","293","±122","96.4%","±6.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","2,394","±421","2,394","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","722","±328","30.2%","±11.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,672","±341","69.8%","±11.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","2,394","±421","2,394","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","530","±221","22.1%","±7.8"
"        Asia","372,717","±3,581","30.8%","±0.3","1,206","±311","50.4%","±10.6"
"        Africa","113,823","±3,313","9.4%","±0.3","174","±119","7.3%","±5.1"
"        Oceania","4,098","±490","0.3%","±0.1","19","±28","0.8%","±1.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","397","±197","16.6%","±7.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","68","±56","2.8%","±2.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","14,959","±168","14,959","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","12,543","±440","83.8%","±2.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,416","±434","16.2%","±2.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","627","±249","4.2%","±1.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","291","±167","1.9%","±1.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","106","±82","0.7%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,178","±341","7.9%","±2.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","345","±235","2.3%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","768","±292","5.1%","±1.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","151","±87","1.0%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","179","±115","1.2%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","25","±25","0.2%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,605","±36","15,605","(X)"
"        American","260,364","±6,504","3.7%","±0.1","698","±299","4.5%","±1.9"
"        Arab","72,487","±3,641","1.0%","±0.1","215","±132","1.4%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","53","±45","0.3%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","48","±60","0.3%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","98","±91","0.6%","±0.6"
"        English","655,283","±8,406","9.4%","±0.1","1,532","±353","9.8%","±2.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","618","±226","4.0%","±1.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","712","±198","4.6%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","1,052","±247","6.7%","±1.6"
"        Greek","76,566","±3,218","1.1%","±0.1","212","±179","1.4%","±1.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","43","±68","0.3%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,019","±449","19.3%","±2.9"
"        Italian","815,794","±9,186","11.7%","±0.1","1,881","±443","12.1%","±2.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","154","±97","1.0%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","184","±134","1.2%","±0.9"
"        Polish","283,050","±4,814","4.0%","±0.1","750","±311","4.8%","±2.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","87","±52","0.6%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","252","±168","1.6%","±1.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","52","±41","0.3%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","345","±179","2.2%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","11","±18","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","349","±281","2.2%","±1.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","280","±146","1.8%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","28","±34","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","96","±70","0.6%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","79","±86","0.5%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","193","±238","1.2%","±1.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,662","±223","5,662","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,582","±225","98.6%","±0.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,549","±224","98.0%","±1.0"
