"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02140!!Estimate","ZCTA5 02140!!Margin of Error","ZCTA5 02140!!Percent","ZCTA5 02140!!Percent Margin of Error"
"        Norwegian","35,032","±1,997","0.5%","±0.1","132","±91","0.7%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","485","±134","2.4%","±0.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","305","±256","1.5%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","448","±205","2.2%","±1.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","203","±99","1.0%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","269","±121","1.3%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","39","±34","0.2%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","756","±342","3.8%","±1.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","325","±185","1.6%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","171","±143","0.9%","±0.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","106","±83","0.5%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","41","±51","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","793","±419","4.0%","±2.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,437","±554","9,437","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","9,030","±535","95.7%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,662","±561","91.8%","±2.0"
