"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01860!!Estimate","ZCTA5 01860!!Margin of Error","ZCTA5 01860!!Percent","ZCTA5 01860!!Percent Margin of Error"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","161","±169","161","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","139","±167","86.3%","±32.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","180","±204","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","127","±131","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±152","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","338","±293","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±71","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","49","±63","49","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","38","±60","77.6%","±49.9"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±47.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±47.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±47.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","38","±60","77.6%","±49.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","38","±60","38","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","19","±30","50.0%","±5.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","38","±60","100.0%","±53.4"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,298","±246","1,298","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","167","±114","12.9%","±8.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","20","±36","1.5%","±2.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","501","±187","38.6%","±11.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","364","±155","28.0%","±11.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","246","±128","19.0%","±9.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","4,776","±270","4,776","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","44","±61","0.9%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","145","±91","3.0%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,360","±246","28.5%","±5.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,126","±225","23.6%","±4.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","478","±230","10.0%","±4.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,199","±283","25.1%","±5.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","424","±154","8.9%","±3.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,587","±246","96.0%","±2.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,623","±326","34.0%","±6.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","5,371","±267","5,371","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","292","±107","5.4%","±1.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","6,678","±29","6,678","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","749","±256","11.2%","±3.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,319","±268","1,319","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","11","±18","0.8%","±1.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,019","±332","4,019","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","408","±175","10.2%","±4.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,340","±349","1,340","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","330","±181","24.6%","±13.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","6,698","±21","6,698","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","6,397","±170","95.5%","±2.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","301","±171","4.5%","±2.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","301","±171","4.5%","±2.6"
"                Same county","446,141","±8,933","6.4%","±0.1","249","±159","3.7%","±2.4"
"                Different county","354,693","±6,215","5.1%","±0.1","52","±60","0.8%","±0.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","7","±17","0.1%","±0.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","45","±58","0.7%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,698","±21","6,698","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","6,387","±271","95.4%","±4.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","6,345","±283","94.7%","±4.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","5,275","±382","78.8%","±5.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,070","±303","16.0%","±4.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","42","±40","0.6%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","311","±269","4.6%","±4.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","311","±269","311","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","267","±205","85.9%","±13.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","44","±68","14.1%","±13.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","353","±281","353","(X)"
"        Native","209,292","±4,176","209,292","(X)","42","±40","42","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±50.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","42","±40","100.0%","±50.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","311","±269","311","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±19","0.0%","±12.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","311","±269","100.0%","±12.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","311","±269","311","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","248","±265","79.7%","±26.9"
"        Asia","372,717","±3,581","30.8%","±0.3","39","±47","12.5%","±20.9"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±12.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±12.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","9","±15","2.9%","±5.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","15","±25","4.8%","±9.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","6,268","±325","6,268","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,864","±432","93.6%","±5.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","404","±338","6.4%","±5.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","77","±78","1.2%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","38","±35","0.6%","±0.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","17","±28","0.3%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","330","±333","5.3%","±5.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","60","±73","1.0%","±1.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","36","±57","0.6%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±19","0.0%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,698","±21","6,698","(X)"
"        American","260,364","±6,504","3.7%","±0.1","373","±338","5.6%","±5.0"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±19","0.0%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±19","0.0%","±0.6"
"        English","655,283","±8,406","9.4%","±0.1","1,187","±390","17.7%","±5.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,207","±736","18.0%","±11.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","256","±133","3.8%","±2.0"
"        German","387,135","±7,027","5.5%","±0.1","339","±186","5.1%","±2.8"
"        Greek","76,566","±3,218","1.1%","±0.1","122","±143","1.8%","±2.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,864","±653","27.8%","±9.7"
"        Italian","815,794","±9,186","11.7%","±0.1","1,125","±423","16.8%","±6.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","21","±24","0.3%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","47","±39","0.7%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","228","±138","3.4%","±2.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","29","±44","0.4%","±0.7"
"        Russian","91,511","±3,161","1.3%","±0.1","58","±58","0.9%","±0.9"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","54","±53","0.8%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","224","±194","3.3%","±2.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","195","±122","2.9%","±1.8"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","14","±22","0.2%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","25","±42","0.4%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,589","±201","2,589","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,389","±214","92.3%","±4.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,319","±223","89.6%","±5.1"
