"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01085!!Estimate","ZCTA5 01085!!Margin of Error","ZCTA5 01085!!Percent","ZCTA5 01085!!Percent Margin of Error"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,114","±277","4.0%","±1.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,830","±328","6.5%","±1.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","7,565","±780","27.0%","±2.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","5,131","±591","18.3%","±2.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","3,198","±486","11.4%","±1.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,992","±681","21.4%","±2.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,183","±386","11.4%","±1.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","25,069","±720","89.5%","±1.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","9,175","±745","32.8%","±2.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","33,651","±686","33,651","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","2,135","±311","6.3%","±0.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","41,273","±188","41,273","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","5,681","±586","13.8%","±1.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","7,948","±692","7,948","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","347","±129","4.4%","±1.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","26,331","±622","26,331","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,984","±489","11.3%","±1.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","6,994","±522","6,994","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","2,350","±299","33.6%","±4.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","41,285","±267","41,285","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","35,836","±949","86.8%","±2.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","5,449","±836","13.2%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","5,399","±840","13.1%","±2.1"
"                Same county","446,141","±8,933","6.4%","±0.1","3,185","±729","7.7%","±1.8"
"                Different county","354,693","±6,215","5.1%","±0.1","2,214","±552","5.4%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,676","±562","4.1%","±1.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","538","±213","1.3%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","50","±57","0.1%","±0.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","41,715","±155","41,715","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","37,563","±683","90.0%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","36,038","±812","86.4%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","28,490","±1,038","68.3%","±2.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","7,548","±816","18.1%","±1.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,525","±558","3.7%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","4,152","±682","10.0%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","4,152","±682","4,152","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,419","±462","58.3%","±8.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,733","±517","41.7%","±8.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","5,677","±817","5,677","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,525","±558","1,525","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","881","±434","57.8%","±15.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","644","±289","42.2%","±15.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","4,152","±682","4,152","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,454","±454","35.0%","±8.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,698","±521","65.0%","±8.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","4,152","±682","4,152","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,938","±461","46.7%","±8.7"
"        Asia","372,717","±3,581","30.8%","±0.3","1,629","±476","39.2%","±8.4"
"        Africa","113,823","±3,313","9.4%","±0.3","145","±116","3.5%","±2.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±28","0.0%","±1.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","351","±192","8.5%","±4.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","89","±67","2.1%","±1.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","39,987","±437","39,987","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","33,467","±1,131","83.7%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","6,520","±965","16.3%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3,278","±589","8.2%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,220","±721","5.6%","±1.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,074","±410","2.7%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","3,717","±727","9.3%","±1.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,908","±518","4.8%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","421","±206","1.1%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","265","±168","0.7%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","162","±109","0.4%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","31","±41","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","41,715","±155","41,715","(X)"
"        American","260,364","±6,504","3.7%","±0.1","2,122","±611","5.1%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","123","±57","0.3%","±0.1"
"        Czech","12,119","±1,098","0.2%","±0.1","164","±114","0.4%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","49","±37","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","159","±93","0.4%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","3,763","±580","9.0%","±1.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","4,170","±836","10.0%","±2.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","2,481","±510","5.9%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","3,112","±613","7.5%","±1.5"
"        Greek","76,566","±3,218","1.1%","±0.1","288","±117","0.7%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","24","±27","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","7,511","±997","18.0%","±2.4"
"        Italian","815,794","±9,186","11.7%","±0.1","4,769","±787","11.4%","±1.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","186","±90","0.4%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","132","±83","0.3%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","5,337","±824","12.8%","±2.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","456","±211","1.1%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","833","±409","2.0%","±1.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","162","±140","0.4%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","1,046","±263","2.5%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","161","±89","0.4%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","192","±131","0.5%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","297","±119","0.7%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","2","±4","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","978","±453","2.3%","±1.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","208","±136","0.5%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","147","±153","0.4%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","15,608","±509","15,608","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","14,473","±512","92.7%","±1.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","13,742","±526","88.0%","±1.8"
