"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01053!!Estimate","ZCTA5 01053!!Margin of Error","ZCTA5 01053!!Percent","ZCTA5 01053!!Percent Margin of Error"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,435","±247","97.9%","±1.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","699","±182","47.7%","±9.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,845","±581","1,845","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","191","±122","10.4%","±7.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,752","±580","1,752","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","343","±116","19.6%","±8.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","171","±62","171","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","10","±15","5.8%","±8.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,165","±485","1,165","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","197","±110","16.9%","±11.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","416","±128","416","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","136","±52","32.7%","±13.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,016","±587","2,016","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,828","±580","90.7%","±4.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","188","±86","9.3%","±4.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","184","±82","9.1%","±4.7"
"                Same county","446,141","±8,933","6.4%","±0.1","92","±68","4.6%","±3.8"
"                Different county","354,693","±6,215","5.1%","±0.1","92","±74","4.6%","±3.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","77","±56","3.8%","±2.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","15","±34","0.7%","±1.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","4","±10","0.2%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,016","±587","2,016","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,897","±583","94.1%","±4.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,888","±581","93.7%","±5.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,378","±485","68.4%","±7.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","510","±148","25.3%","±5.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","9","±19","0.4%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","119","±96","5.9%","±4.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","119","±96","119","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","114","±96","95.8%","±9.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","5","±10","4.2%","±9.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","128","±98","128","(X)"
"        Native","209,292","±4,176","209,292","(X)","9","±19","9","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","9","±19","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","119","±96","119","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","8","±19","6.7%","±16.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","111","±93","93.3%","±16.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","119","±96","119","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","28","±25","23.5%","±25.3"
"        Asia","372,717","±3,581","30.8%","±0.3","2","±4","1.7%","±4.1"
"        Africa","113,823","±3,313","9.4%","±0.3","74","±89","62.2%","±35.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±27.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","15","±22","12.6%","±20.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±27.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,016","±587","2,016","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,925","±589","95.5%","±4.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","91","±90","4.5%","±4.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","9","±19","0.4%","±1.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","82","±88","4.1%","±4.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±2.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±2.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,016","±587","2,016","(X)"
"        American","260,364","±6,504","3.7%","±0.1","88","±75","4.4%","±4.0"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.0"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±2.0"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±2.0"
"        Dutch","34,354","±1,922","0.5%","±0.1","9","±14","0.4%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","517","±566","25.6%","±22.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","151","±87","7.5%","±4.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","117","±91","5.8%","±4.6"
"        German","387,135","±7,027","5.5%","±0.1","168","±129","8.3%","±4.7"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±2.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","7","±10","0.3%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","223","±101","11.1%","±6.6"
"        Italian","815,794","±9,186","11.7%","±0.1","589","±463","29.2%","±16.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","14","±17","0.7%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±2.0"
"        Polish","283,050","±4,814","4.0%","±0.1","73","±43","3.6%","±2.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","24","±35","1.2%","±1.8"
"        Russian","91,511","±3,161","1.3%","±0.1","63","±71","3.1%","±3.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","8","±12","0.4%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","0","±13","0.0%","±2.0"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.0"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","60","±84","3.0%","±4.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","8","±12","0.4%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±2.0"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±2.0"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±2.0"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","712","±156","712","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","661","±161","92.8%","±7.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","604","±149","84.8%","±7.9"
