"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01524!!Estimate","ZCTA5 01524!!Margin of Error","ZCTA5 01524!!Percent","ZCTA5 01524!!Percent Margin of Error"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","219","±170","12.1%","±6.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","39","±42","2.2%","±2.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","605","±243","33.4%","±7.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","369","±186","20.4%","±6.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","580","±144","32.0%","±12.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","4,312","±418","4,312","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","79","±51","1.8%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","185","±91","4.3%","±2.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,210","±231","28.1%","±4.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,041","±365","24.1%","±8.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","553","±201","12.8%","±4.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","774","±236","17.9%","±5.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","470","±177","10.9%","±4.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,048","±409","93.9%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,244","±308","28.8%","±6.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","5,000","±418","5,000","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","450","±177","9.0%","±3.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","6,261","±700","6,261","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","708","±225","11.3%","±3.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,266","±542","1,266","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","80","±76","6.3%","±6.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,144","±387","4,144","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","401","±150","9.7%","±3.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","851","±195","851","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","227","±98","26.7%","±10.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","6,296","±699","6,296","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","5,802","±725","92.2%","±2.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","494","±171","7.8%","±2.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","494","±171","7.8%","±2.9"
"                Same county","446,141","±8,933","6.4%","±0.1","303","±156","4.8%","±2.6"
"                Different county","354,693","±6,215","5.1%","±0.1","191","±64","3.0%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","81","±69","1.3%","±1.1"
"                    Different state","148,941","±3,990","2.2%","±0.1","110","±64","1.7%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,296","±699","6,296","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","6,003","±712","95.3%","±2.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","5,986","±705","95.1%","±2.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","4,993","±707","79.3%","±5.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","993","±256","15.8%","±4.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","17","±20","0.3%","±0.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","293","±142","4.7%","±2.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","293","±142","293","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","234","±135","79.9%","±17.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","59","±48","20.1%","±17.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","310","±143","310","(X)"
"        Native","209,292","±4,176","209,292","(X)","17","±20","17","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±79.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","17","±20","100.0%","±79.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","293","±142","293","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","76","±57","25.9%","±20.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","217","±133","74.1%","±20.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","293","±142","293","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","162","±131","55.3%","±26.5"
"        Asia","372,717","±3,581","30.8%","±0.3","44","±48","15.0%","±16.8"
"        Africa","113,823","±3,313","9.4%","±0.3","34","±40","11.6%","±15.0"
"        Oceania","4,098","±490","0.3%","±0.1","10","±19","3.4%","±6.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","28","±25","9.6%","±9.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","15","±23","5.1%","±8.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","6,094","±684","6,094","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,748","±736","94.3%","±3.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","346","±217","5.7%","±3.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","98","±135","1.6%","±2.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","29","±28","0.5%","±0.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","6","±13","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","236","±205","3.9%","±3.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","92","±135","1.5%","±2.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","10","±19","0.2%","±0.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","71","±79","1.2%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,296","±699","6,296","(X)"
"        American","260,364","±6,504","3.7%","±0.1","382","±194","6.1%","±3.2"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±19","0.0%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","28","±33","0.4%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","721","±278","11.5%","±4.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","844","±343","13.4%","±4.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","510","±229","8.1%","±3.7"
"        German","387,135","±7,027","5.5%","±0.1","272","±123","4.3%","±2.0"
"        Greek","76,566","±3,218","1.1%","±0.1","43","±54","0.7%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,290","±397","20.5%","±6.1"
"        Italian","815,794","±9,186","11.7%","±0.1","581","±228","9.2%","±3.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","186","±167","3.0%","±2.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±19","0.0%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","469","±202","7.4%","±3.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","45","±54","0.7%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","72","±68","1.1%","±1.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","65","±77","1.0%","±1.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","132","±107","2.1%","±1.8"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","206","±181","3.3%","±2.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","260","±147","4.1%","±2.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","17","±28","0.3%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","107","±114","1.7%","±1.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","30","±34","0.5%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,180","±240","2,180","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,043","±242","93.7%","±4.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,936","±232","88.8%","±4.7"
