"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01605!!Estimate","ZCTA5 01605!!Margin of Error","ZCTA5 01605!!Percent","ZCTA5 01605!!Percent Margin of Error"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","12,745","±751","12,745","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","6,199","±748","48.6%","±4.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,371","±352","26.4%","±3.1"
"        Separated","55,256","±1,859","1.8%","±0.1","441","±155","3.5%","±1.2"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,179","±268","9.3%","±1.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,555","±334","12.2%","±2.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","367","±174","367","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","135","±73","36.8%","±18.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","24","±13","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","47","±22","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±48","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","64","±36","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","37","±25","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","636","±227","636","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","96","±103","15.1%","±13.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","19","±30","3.0%","±4.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","7","±19","1.1%","±3.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±28","0.0%","±6.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","70","±91","11.0%","±12.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","96","±103","96","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","96","±103","100.0%","±32.7"
"        Who are married","19,550","±1,487","64.5%","±2.5","70","±91","72.9%","±32.8"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","8,543","±993","8,543","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","201","±111","2.4%","±1.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","438","±126","5.1%","±1.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,649","±637","42.7%","±5.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,693","±391","19.8%","±3.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,562","±530","30.0%","±5.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","19,662","±1,100","19,662","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,439","±353","7.3%","±1.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,644","±349","8.4%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","6,285","±746","32.0%","±3.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,277","±527","16.7%","±2.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,649","±362","8.4%","±1.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,332","±533","16.9%","±2.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,036","±349","10.4%","±1.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","16,579","±1,059","84.3%","±2.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,368","±616","27.3%","±2.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","22,958","±1,290","22,958","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,091","±321","4.8%","±1.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","29,564","±1,799","29,564","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","5,237","±809","17.7%","±2.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","7,356","±939","7,356","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","579","±247","7.9%","±3.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","18,404","±1,232","18,404","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,915","±610","15.8%","±2.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,804","±556","3,804","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,743","±436","45.8%","±8.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","30,120","±1,810","30,120","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","25,304","±1,728","84.0%","±2.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","4,816","±862","16.0%","±2.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","4,401","±843","14.6%","±2.6"
"                Same county","446,141","±8,933","6.4%","±0.1","3,310","±812","11.0%","±2.5"
"                Different county","354,693","±6,215","5.1%","±0.1","1,091","±306","3.6%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","609","±232","2.0%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","482","±211","1.6%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","415","±175","1.4%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","30,353","±1,828","30,353","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","23,597","±1,761","77.7%","±3.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","19,499","±1,337","64.2%","±3.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","15,651","±1,192","51.6%","±3.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,848","±507","12.7%","±1.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","4,098","±930","13.5%","±2.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,756","±1,113","22.3%","±3.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,756","±1,113","6,756","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,737","±852","55.3%","±7.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,019","±625","44.7%","±7.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","10,854","±1,411","10,854","(X)"
"        Native","209,292","±4,176","209,292","(X)","4,098","±930","4,098","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","1,844","±805","45.0%","±11.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","2,254","±473","55.0%","±11.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,756","±1,113","6,756","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","3,474","±837","51.4%","±6.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,282","±569","48.6%","±6.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,756","±1,113","6,756","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","674","±218","10.0%","±3.4"
"        Asia","372,717","±3,581","30.8%","±0.3","1,760","±478","26.1%","±7.0"
"        Africa","113,823","±3,313","9.4%","±0.3","2,003","±758","29.6%","±8.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±28","0.0%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,290","±632","33.9%","±7.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","29","±28","0.4%","±0.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","28,807","±1,776","28,807","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","15,674","±1,365","54.4%","±4.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","13,133","±1,605","45.6%","±4.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","6,403","±1,013","22.2%","±2.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","7,627","±1,335","26.5%","±3.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3,602","±772","12.5%","±2.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,444","±664","8.5%","±2.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,123","±496","3.9%","±1.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","822","±241","2.9%","±0.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","547","±172","1.9%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","2,240","±591","7.8%","±2.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","1,131","±437","3.9%","±1.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","30,353","±1,828","30,353","(X)"
"        American","260,364","±6,504","3.7%","±0.1","748","±236","2.5%","±0.7"
"        Arab","72,487","±3,641","1.0%","±0.1","997","±462","3.3%","±1.5"
"        Czech","12,119","±1,098","0.2%","±0.1","11","±17","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±28","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","137","±110","0.5%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","960","±299","3.2%","±1.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,428","±316","4.7%","±1.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","570","±322","1.9%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","767","±410","2.5%","±1.4"
"        Greek","76,566","±3,218","1.1%","±0.1","103","±64","0.3%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","10","±15","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,299","±685","10.9%","±2.3"
"        Italian","815,794","±9,186","11.7%","±0.1","2,213","±416","7.3%","±1.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","196","±127","0.6%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","30","±32","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","726","±247","2.4%","±0.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","428","±394","1.4%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","129","±107","0.4%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","103","±103","0.3%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","316","±180","1.0%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","0","±28","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","2,336","±780","7.7%","±2.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","475","±316","1.6%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","0","±28","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","20","±28","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","20","±32","0.1%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","815","±497","2.7%","±1.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,626","±644","11,626","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","10,167","±585","87.5%","±3.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","9,555","±616","82.2%","±3.8"
