"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01581!!Estimate","ZCTA5 01581!!Margin of Error","ZCTA5 01581!!Percent","ZCTA5 01581!!Percent Margin of Error"
"        Separated","37,600","±1,670","1.3%","±0.1","77","±78","0.9%","±0.9"
"        Widowed","65,484","±1,934","2.3%","±0.1","154","±74","1.8%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","611","±140","7.2%","±1.5"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","8,281","±344","8,281","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,846","±292","22.3%","±3.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","5,079","±287","61.3%","±4.0"
"        Separated","55,256","±1,859","1.8%","±0.1","196","±135","2.4%","±1.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","398","±103","4.8%","±1.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","762","±225","9.2%","±2.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","376","±150","376","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","45","±35","12.0%","±9.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","24","±19","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","79","±33","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±61","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","121","±59","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","69","±52","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","170","±79","170","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","28","±34","16.5%","±19.8"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±20.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","14","±23","8.2%","±13.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±20.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","14","±24","8.2%","±14.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","28","±34","28","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","7","±12","25.0%","±29.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","28","±34","100.0%","±62.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,236","±444","5,236","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","304","±123","5.8%","±2.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","305","±129","5.8%","±2.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,457","±306","46.9%","±4.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,186","±233","22.7%","±3.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","984","±208","18.8%","±3.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","14,775","±377","14,775","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","219","±113","1.5%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","317","±122","2.1%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,847","±374","12.5%","±2.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,348","±263","9.1%","±1.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","723","±166","4.9%","±1.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,213","±499","35.3%","±3.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","5,108","±523","34.6%","±3.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","14,239","±428","96.4%","±1.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","10,321","±548","69.9%","±3.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","15,704","±421","15,704","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","677","±138","4.3%","±0.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","20,920","±94","20,920","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,584","±235","7.6%","±1.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","5,482","±417","5,482","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","59","±48","1.1%","±0.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","12,508","±414","12,508","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","713","±182","5.7%","±1.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,930","±351","2,930","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","812","±185","27.7%","±5.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","20,843","±166","20,843","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","17,171","±600","82.4%","±2.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,672","±563","17.6%","±2.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,058","±537","14.7%","±2.6"
"                Same county","446,141","±8,933","6.4%","±0.1","1,707","±431","8.2%","±2.1"
"                Different county","354,693","±6,215","5.1%","±0.1","1,351","±387","6.5%","±1.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,014","±394","4.9%","±1.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","337","±159","1.6%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","614","±304","2.9%","±1.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","21,213","±44","21,213","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","15,119","±672","71.3%","±3.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","14,868","±654","70.1%","±3.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","9,538","±562","45.0%","±2.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,330","±582","25.1%","±2.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","251","±110","1.2%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,094","±675","28.7%","±3.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,094","±675","6,094","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,698","±377","44.3%","±5.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,396","±529","55.7%","±5.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","6,345","±659","6,345","(X)"
"        Native","209,292","±4,176","209,292","(X)","251","±110","251","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","66","±58","26.3%","±20.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","185","±98","73.7%","±20.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,094","±675","6,094","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,627","±584","43.1%","±7.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,467","±479","56.9%","±7.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,094","±675","6,094","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","466","±162","7.6%","±2.5"
"        Asia","372,717","±3,581","30.8%","±0.3","3,936","±550","64.6%","±6.8"
"        Africa","113,823","±3,313","9.4%","±0.3","572","±305","9.4%","±4.8"
"        Oceania","4,098","±490","0.3%","±0.1","8","±12","0.1%","±0.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,086","±352","17.8%","±5.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","26","±27","0.4%","±0.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","19,905","±293","19,905","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","13,278","±784","66.7%","±3.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","6,627","±693","33.3%","±3.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,927","±392","9.7%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","984","±315","4.9%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","386","±249","1.9%","±1.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,953","±625","14.8%","±3.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","897","±345","4.5%","±1.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","2,168","±512","10.9%","±2.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","563","±175","2.8%","±0.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","522","±334","2.6%","±1.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","81","±73","0.4%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","21,213","±44","21,213","(X)"
"        American","260,364","±6,504","3.7%","±0.1","783","±336","3.7%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","331","±306","1.6%","±1.4"
"        Czech","12,119","±1,098","0.2%","±0.1","19","±27","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","45","±56","0.2%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","125","±65","0.6%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,716","±377","8.1%","±1.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","629","±189","3.0%","±0.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","464","±154","2.2%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","1,207","±304","5.7%","±1.4"
"        Greek","76,566","±3,218","1.1%","±0.1","102","±67","0.5%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","60","±50","0.3%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,009","±483","14.2%","±2.3"
"        Italian","815,794","±9,186","11.7%","±0.1","2,230","±452","10.5%","±2.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","45","±26","0.2%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","50","±37","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","1,017","±355","4.8%","±1.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","237","±222","1.1%","±1.0"
"        Russian","91,511","±3,161","1.3%","±0.1","303","±170","1.4%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","180","±169","0.8%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","449","±152","2.1%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","19","±23","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","397","±365","1.9%","±1.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","218","±167","1.0%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","11","±14","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","24","±30","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","78","±67","0.4%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","14","±19","0.1%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,980","±293","7,980","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,686","±285","96.3%","±1.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,534","±291","94.4%","±1.7"
