"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01464!!Estimate","ZCTA5 01464!!Margin of Error","ZCTA5 01464!!Percent","ZCTA5 01464!!Percent Margin of Error"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,345","±181","39.5%","±2.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,488","±177","25.1%","±3.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","192","±119","3.2%","±2.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,421","±229","23.9%","±3.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","319","±170","5.4%","±2.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","174","±182","2.9%","±3.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","4,215","±215","4,215","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,849","±282","43.9%","±5.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,731","±196","41.1%","±5.1"
"        Separated","37,600","±1,670","1.3%","±0.1","49","±33","1.2%","±0.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","59","±72","1.4%","±1.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","527","±146","12.5%","±3.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,303","±186","2,303","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","397","±169","17.2%","±6.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,509","±170","65.5%","±7.9"
"        Separated","55,256","±1,859","1.8%","±0.1","50","±41","2.2%","±1.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","229","±124","9.9%","±5.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","118","±73","5.1%","±3.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","56","±46","56","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","42","±48","75.0%","±43.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","115","±123","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","54","±45","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±490","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","144","±113","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±64","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","178","±129","178","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","40","±45","22.5%","±22.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±20.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±20.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","12","±19","6.7%","±11.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","28","±42","15.7%","±21.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","40","±45","40","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","40","±45","100.0%","±52.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","28","±42","70.0%","±58.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,234","±267","1,234","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","88","±69","7.1%","±5.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","0","±19","0.0%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","473","±152","38.3%","±11.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","285","±113","23.1%","±8.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","388","±174","31.4%","±10.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","5,888","±296","5,888","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","107","±64","1.8%","±1.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","534","±137","9.1%","±2.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,937","±418","32.9%","±6.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","986","±249","16.7%","±4.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","542","±171","9.2%","±2.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,203","±277","20.4%","±4.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","579","±178","9.8%","±3.0"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,247","±322","89.1%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,782","±336","30.3%","±5.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,387","±177","6,387","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","550","±242","8.6%","±3.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","5,939","±216","5,939","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","816","±278","13.7%","±4.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,013","±176","1,013","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","44","±39","4.3%","±4.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","3,755","±381","3,755","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","280","±148","7.5%","±3.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,171","±394","1,171","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","492","±234","42.0%","±11.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","7,348","±52","7,348","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","6,340","±337","86.3%","±4.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,008","±319","13.7%","±4.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,005","±317","13.7%","±4.3"
"                Same county","446,141","±8,933","6.4%","±0.1","313","±138","4.3%","±1.9"
"                Different county","354,693","±6,215","5.1%","±0.1","692","±304","9.4%","±4.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","496","±282","6.8%","±3.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","196","±141","2.7%","±1.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","3","±7","0.0%","±0.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,400","±25","7,400","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","6,726","±263","90.9%","±3.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","6,484","±263","87.6%","±3.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","5,057","±357","68.3%","±4.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,427","±290","19.3%","±3.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","242","±94","3.3%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","674","±260","9.1%","±3.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","674","±260","674","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","429","±194","63.6%","±18.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","245","±159","36.4%","±18.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","916","±262","916","(X)"
"        Native","209,292","±4,176","209,292","(X)","242","±94","242","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","15","±19","6.2%","±8.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","227","±91","93.8%","±8.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","674","±260","674","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","117","±109","17.4%","±15.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","557","±248","82.6%","±15.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","674","±260","674","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","144","±101","21.4%","±13.2"
"        Asia","372,717","±3,581","30.8%","±0.3","153","±116","22.7%","±17.0"
"        Africa","113,823","±3,313","9.4%","±0.3","37","±50","5.5%","±7.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±5.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","300","±223","44.5%","±24.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","40","±65","5.9%","±9.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","7,134","±144","7,134","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","6,022","±353","84.4%","±4.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,112","±313","15.6%","±4.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","270","±134","3.8%","±1.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","534","±144","7.5%","±2.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","124","±50","1.7%","±0.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","324","±274","4.5%","±3.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","87","±106","1.2%","±1.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","174","±135","2.4%","±1.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","30","±48","0.4%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","80","±94","1.1%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","29","±45","0.4%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,400","±25","7,400","(X)"
"        American","260,364","±6,504","3.7%","±0.1","517","±290","7.0%","±3.9"
"        Arab","72,487","±3,641","1.0%","±0.1","95","±119","1.3%","±1.6"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","89","±92","1.2%","±1.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","22","±36","0.3%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","738","±240","10.0%","±3.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","764","±316","10.3%","±4.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","285","±179","3.9%","±2.4"
"        German","387,135","±7,027","5.5%","±0.1","581","±191","7.9%","±2.6"
"        Greek","76,566","±3,218","1.1%","±0.1","71","±66","1.0%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","50","±70","0.7%","±1.0"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,743","±334","23.6%","±4.5"
"        Italian","815,794","±9,186","11.7%","±0.1","880","±289","11.9%","±3.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","56","±45","0.8%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","77","±70","1.0%","±1.0"
"        Polish","283,050","±4,814","4.0%","±0.1","329","±204","4.4%","±2.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","219","±133","3.0%","±1.8"
"        Russian","91,511","±3,161","1.3%","±0.1","122","±127","1.6%","±1.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","3","±5","0.0%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","473","±232","6.4%","±3.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","53","±33","0.7%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","184","±112","2.5%","±1.5"
"        Swiss","10,126","±912","0.1%","±0.1","3","±6","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±19","0.0%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","181","±261","2.4%","±3.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,345","±181","2,345","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,179","±226","92.9%","±7.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,164","±226","92.3%","±7.6"
