"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01607!!Estimate","ZCTA5 01607!!Margin of Error","ZCTA5 01607!!Percent","ZCTA5 01607!!Percent Margin of Error"
"        Divorced","227,113","±4,005","8.0%","±0.1","430","±180","11.2%","±4.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,736","±567","3,736","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,406","±398","37.6%","±7.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,257","±287","33.6%","±6.8"
"        Separated","55,256","±1,859","1.8%","±0.1","41","±63","1.1%","±1.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","216","±111","5.8%","±2.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","816","±227","21.8%","±5.3"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","127","±100","127","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","13","±21","10.2%","±19.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","9","±15","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","59","±45","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±194","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","84","±81","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","44","±61","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","227","±158","227","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","51","±85","22.5%","±31.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±16.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±16.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±16.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","51","±85","22.5%","±31.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","51","±85","51","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","34","±51","66.7%","±44.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","33","±75","64.7%","±64.7"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,758","±456","1,758","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","115","±87","6.5%","±5.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","57","±61","3.2%","±3.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","548","±271","31.2%","±13.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","358","±124","20.4%","±7.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","680","±334","38.7%","±13.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","6,461","±811","6,461","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","360","±181","5.6%","±2.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","628","±205","9.7%","±2.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,863","±412","28.8%","±5.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,193","±257","18.5%","±4.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","581","±274","9.0%","±3.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,374","±481","21.3%","±6.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","462","±171","7.2%","±2.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,473","±757","84.7%","±3.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,836","±535","28.4%","±6.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","7,314","±922","7,314","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","233","±130","3.2%","±1.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","8,820","±1,114","8,820","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,571","±349","17.8%","±4.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,506","±424","1,506","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","65","±76","4.3%","±4.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","6,173","±927","6,173","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,005","±271","16.3%","±4.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,141","±260","1,141","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","501","±209","43.9%","±14.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","8,706","±1,074","8,706","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","7,784","±872","89.4%","±5.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","922","±521","10.6%","±5.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","922","±521","10.6%","±5.3"
"                Same county","446,141","±8,933","6.4%","±0.1","646","±382","7.4%","±3.9"
"                Different county","354,693","±6,215","5.1%","±0.1","276","±211","3.2%","±2.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","194","±199","2.2%","±2.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","82","±87","0.9%","±1.0"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,836","±1,112","8,836","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","7,026","±891","79.5%","±4.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","6,531","±891","73.9%","±5.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","5,197","±866","58.8%","±6.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,334","±463","15.1%","±5.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","495","±261","5.6%","±3.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,810","±514","20.5%","±4.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,810","±514","1,810","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,418","±440","78.3%","±9.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","392","±211","21.7%","±9.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,305","±576","2,305","(X)"
"        Native","209,292","±4,176","209,292","(X)","495","±261","495","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","117","±141","23.6%","±22.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","378","±197","76.4%","±22.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,810","±514","1,810","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","707","±289","39.1%","±11.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,103","±384","60.9%","±11.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,810","±514","1,810","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","325","±243","18.0%","±12.5"
"        Asia","372,717","±3,581","30.8%","±0.3","332","±251","18.3%","±11.9"
"        Africa","113,823","±3,313","9.4%","±0.3","712","±300","39.3%","±13.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±2.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","441","±233","24.4%","±11.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±19","0.0%","±2.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","8,316","±1,023","8,316","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,843","±913","70.3%","±7.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,473","±723","29.7%","±7.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,175","±548","14.1%","±6.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","999","±378","12.0%","±4.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","277","±199","3.3%","±2.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","581","±445","7.0%","±5.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","405","±345","4.9%","±4.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","181","±166","2.2%","±2.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","164","±164","2.0%","±2.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","712","±390","8.6%","±4.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","329","±325","4.0%","±3.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,836","±1,112","8,836","(X)"
"        American","260,364","±6,504","3.7%","±0.1","298","±242","3.4%","±2.8"
"        Arab","72,487","±3,641","1.0%","±0.1","140","±208","1.6%","±2.3"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","36","±41","0.4%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","510","±192","5.8%","±2.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","842","±383","9.5%","±4.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","421","±205","4.8%","±2.3"
"        German","387,135","±7,027","5.5%","±0.1","115","±81","1.3%","±0.9"
"        Greek","76,566","±3,218","1.1%","±0.1","15","±26","0.2%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,017","±391","11.5%","±3.7"
"        Italian","815,794","±9,186","11.7%","±0.1","686","±261","7.8%","±2.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","79","±75","0.9%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","29","±43","0.3%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","621","±454","7.0%","±5.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","125","±88","1.4%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±19","0.0%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","35","±40","0.4%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","224","±129","2.5%","±1.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","807","±317","9.1%","±3.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","244","±131","2.8%","±1.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","12","±19","0.1%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±19","0.0%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","175","±162","2.0%","±1.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,916","±376","3,916","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,500","±405","89.4%","±3.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,384","±417","86.4%","±4.8"
