"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01702!!Estimate","ZCTA5 01702!!Margin of Error","ZCTA5 01702!!Percent","ZCTA5 01702!!Percent Margin of Error"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","2,038","±542","7.7%","±2.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,842","±379","7.0%","±1.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","6,567","±737","24.9%","±2.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,771","±609","14.3%","±2.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,605","±314","6.1%","±1.2"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","6,360","±653","24.1%","±2.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","4,160","±499","15.8%","±2.0"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","22,463","±1,039","85.3%","±2.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","10,520","±737","39.9%","±2.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","30,353","±1,130","30,353","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","735","±203","2.4%","±0.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","37,978","±1,354","37,978","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","4,687","±659","12.3%","±1.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","8,330","±842","8,330","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","718","±327","8.6%","±3.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","25,275","±1,119","25,275","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,324","±437","9.2%","±1.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,373","±533","4,373","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,645","±338","37.6%","±6.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","38,457","±1,386","38,457","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","31,466","±1,405","81.8%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","6,991","±959","18.2%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","5,756","±737","15.0%","±1.8"
"                Same county","446,141","±8,933","6.4%","±0.1","3,561","±603","9.3%","±1.5"
"                Different county","354,693","±6,215","5.1%","±0.1","2,195","±486","5.7%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,315","±349","3.4%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","880","±323","2.3%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","1,235","±560","3.2%","±1.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","38,842","±1,392","38,842","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","23,347","±1,445","60.1%","±3.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","21,763","±1,357","56.0%","±3.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","15,787","±1,242","40.6%","±2.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,976","±679","15.4%","±1.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,584","±403","4.1%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","15,495","±1,410","39.9%","±3.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","15,495","±1,410","15,495","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","5,196","±790","33.5%","±5.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","10,299","±1,350","66.5%","±5.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","17,079","±1,385","17,079","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,584","±403","1,584","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","469","±232","29.6%","±12.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,115","±326","70.4%","±12.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","15,495","±1,410","15,495","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","6,741","±1,108","43.5%","±5.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","8,754","±1,007","56.5%","±5.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","15,495","±1,410","15,495","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","767","±259","4.9%","±1.7"
"        Asia","372,717","±3,581","30.8%","±0.3","2,785","±686","18.0%","±4.5"
"        Africa","113,823","±3,313","9.4%","±0.3","718","±287","4.6%","±1.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±28","0.0%","±0.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","10,931","±1,434","70.5%","±5.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","294","±249","1.9%","±1.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","36,244","±1,292","36,244","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","16,724","±1,256","46.1%","±3.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","19,520","±1,450","53.9%","±3.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","9,674","±1,184","26.7%","±3.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","8,242","±1,215","22.7%","±3.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","4,013","±884","11.1%","±2.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","8,991","±1,252","24.8%","±3.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","4,814","±890","13.3%","±2.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,666","±469","4.6%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","788","±344","2.2%","±1.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","621","±283","1.7%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","59","±59","0.2%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","38,842","±1,392","38,842","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,030","±342","2.7%","±0.9"
"        Arab","72,487","±3,641","1.0%","±0.1","179","±160","0.5%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","56","±63","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","141","±150","0.4%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","59","±42","0.2%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","2,539","±564","6.5%","±1.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","868","±355","2.2%","±0.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","622","±262","1.6%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","1,108","±292","2.9%","±0.8"
"        Greek","76,566","±3,218","1.1%","±0.1","194","±116","0.5%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","6","±10","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,954","±639","10.2%","±1.7"
"        Italian","815,794","±9,186","11.7%","±0.1","2,548","±424","6.6%","±1.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","102","±100","0.3%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","129","±105","0.3%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","801","±318","2.1%","±0.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","504","±191","1.3%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","503","±240","1.3%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","75","±59","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","621","±332","1.6%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","11","±17","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","828","±324","2.1%","±0.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","452","±275","1.2%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","32","±33","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","147","±139","0.4%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","96","±61","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","505","±248","1.3%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","14,810","±566","14,810","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","13,936","±529","94.1%","±1.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","13,571","±514","91.6%","±1.6"
