"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01082!!Estimate","ZCTA5 01082!!Margin of Error","ZCTA5 01082!!Percent","ZCTA5 01082!!Percent Margin of Error"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","129","±96","129","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","83","±68","64.3%","±24.7"
"        Who are married","19,550","±1,487","64.5%","±2.5","115","±93","89.1%","±16.9"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,420","±477","2,420","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","63","±43","2.6%","±1.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","113","±94","4.7%","±4.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,015","±233","41.9%","±10.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","859","±376","35.5%","±10.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","370","±190","15.3%","±7.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","7,258","±433","7,258","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","144","±82","2.0%","±1.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","454","±170","6.3%","±2.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,846","±405","39.2%","±4.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,516","±275","20.9%","±3.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","657","±187","9.1%","±2.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,116","±255","15.4%","±3.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","525","±175","7.2%","±2.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","6,660","±442","91.8%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,641","±315","22.6%","±4.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","8,197","±366","8,197","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","680","±203","8.3%","±2.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","10,434","±113","10,434","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,365","±296","13.1%","±2.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,237","±350","2,237","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","124","±101","5.5%","±4.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","6,485","±382","6,485","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","933","±265","14.4%","±4.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,712","±226","1,712","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","308","±85","18.0%","±5.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","10,347","±134","10,347","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","9,553","±268","92.3%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","794","±247","7.7%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","786","±245","7.6%","±2.4"
"                Same county","446,141","±8,933","6.4%","±0.1","202","±108","2.0%","±1.0"
"                Different county","354,693","±6,215","5.1%","±0.1","584","±205","5.6%","±2.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","420","±167","4.1%","±1.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","164","±100","1.6%","±1.0"
"            Abroad","61,536","±2,941","0.9%","±0.1","8","±12","0.1%","±0.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,441","±113","10,441","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","10,062","±181","96.4%","±1.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","9,936","±196","95.2%","±1.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","8,608","±346","82.4%","±3.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,328","±286","12.7%","±2.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","126","±96","1.2%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","379","±158","3.6%","±1.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","379","±158","379","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","242","±118","63.9%","±24.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","137","±118","36.1%","±24.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","505","±180","505","(X)"
"        Native","209,292","±4,176","209,292","(X)","126","±96","126","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","40","±56","31.7%","±36.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","86","±74","68.3%","±36.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","379","±158","379","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","32","±47","8.4%","±12.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","347","±159","91.6%","±12.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","379","±158","379","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","159","±119","42.0%","±23.4"
"        Asia","372,717","±3,581","30.8%","±0.3","38","±44","10.0%","±9.9"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±21","0.0%","±10.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±10.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","170","±108","44.9%","±24.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","12","±15","3.2%","±4.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","10,002","±199","10,002","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","9,284","±290","92.8%","±2.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","718","±218","7.2%","±2.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","222","±100","2.2%","±1.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","375","±176","3.7%","±1.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","96","±81","1.0%","±0.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","296","±155","3.0%","±1.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","117","±87","1.2%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±21","0.0%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±21","0.0%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","47","±49","0.5%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","9","±14","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,441","±113","10,441","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,733","±508","16.6%","±4.8"
"        Arab","72,487","±3,641","1.0%","±0.1","63","±72","0.6%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±21","0.0%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","11","±20","0.1%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","1,109","±340","10.6%","±3.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,555","±429","14.9%","±4.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","673","±207","6.4%","±2.0"
"        German","387,135","±7,027","5.5%","±0.1","539","±222","5.2%","±2.1"
"        Greek","76,566","±3,218","1.1%","±0.1","51","±56","0.5%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","3","±7","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,598","±424","15.3%","±4.1"
"        Italian","815,794","±9,186","11.7%","±0.1","724","±276","6.9%","±2.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","124","±140","1.2%","±1.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","22","±30","0.2%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","1,548","±407","14.8%","±3.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","54","±44","0.5%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","122","±130","1.2%","±1.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","77","±79","0.7%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","429","±388","4.1%","±3.7"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±21","0.0%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","141","±114","1.4%","±1.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","65","±80","0.6%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","37","±30","0.4%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","101","±94","1.0%","±0.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,689","±278","4,689","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","4,381","±284","93.4%","±2.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,224","±271","90.1%","±3.2"
