"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01341!!Estimate","ZCTA5 01341!!Margin of Error","ZCTA5 01341!!Percent","ZCTA5 01341!!Percent Margin of Error"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","99","±56","6.0%","±3.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","99","±56","6.0%","±3.5"
"                Same county","446,141","±8,933","6.4%","±0.1","36","±40","2.2%","±2.5"
"                Different county","354,693","±6,215","5.1%","±0.1","63","±42","3.8%","±2.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","26","±19","1.6%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","37","±36","2.2%","±2.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±2.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,658","±172","1,658","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,614","±166","97.3%","±1.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,587","±165","95.7%","±1.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","919","±128","55.4%","±5.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","668","±114","40.3%","±5.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","27","±15","1.6%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","44","±26","2.7%","±1.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","44","±26","44","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","30","±22","68.2%","±28.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","14","±16","31.8%","±28.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","71","±29","71","(X)"
"        Native","209,292","±4,176","209,292","(X)","27","±15","27","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±63.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","27","±15","100.0%","±63.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","44","±26","44","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±49.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","44","±26","100.0%","±49.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","44","±26","44","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","25","±21","56.8%","±29.0"
"        Asia","372,717","±3,581","30.8%","±0.3","3","±6","6.8%","±13.3"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±49.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±49.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","13","±15","29.5%","±27.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","3","±4","6.8%","±9.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,585","±162","1,585","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,522","±161","96.0%","±1.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","63","±30","4.0%","±1.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±2.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","22","±17","1.4%","±1.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","41","±25","2.6%","±1.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±2.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±2.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,658","±172","1,658","(X)"
"        American","260,364","±6,504","3.7%","±0.1","97","±84","5.9%","±4.9"
"        Arab","72,487","±3,641","1.0%","±0.1","3","±4","0.2%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±2.4"
"        Danish","14,346","±1,162","0.2%","±0.1","3","±4","0.2%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","25","±20","1.5%","±1.2"
"        English","655,283","±8,406","9.4%","±0.1","368","±95","22.2%","±5.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","145","±46","8.7%","±2.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","42","±21","2.5%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","250","±85","15.1%","±4.7"
"        Greek","76,566","±3,218","1.1%","±0.1","4","±5","0.2%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","3","±5","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","183","±50","11.0%","±3.0"
"        Italian","815,794","±9,186","11.7%","±0.1","201","±92","12.1%","±5.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","32","±21","1.9%","±1.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","25","±19","1.5%","±1.1"
"        Polish","283,050","±4,814","4.0%","±0.1","233","±78","14.1%","±4.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","6","±6","0.4%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","58","±26","3.5%","±1.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","19","±20","1.1%","±1.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","59","±31","3.6%","±1.9"
"        Slovak","7,069","±828","0.1%","±0.1","8","±8","0.5%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","34","±19","2.1%","±1.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±2.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","2","±4","0.1%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","6","±6","0.4%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","730","±91","730","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","716","±93","98.1%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","677","±91","92.7%","±3.6"
