"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01833!!Estimate","ZCTA5 01833!!Margin of Error","ZCTA5 01833!!Percent","ZCTA5 01833!!Percent Margin of Error"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,392","±286","6,392","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","661","±181","10.3%","±2.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","8,384","±52","8,384","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","768","±212","9.2%","±2.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,992","±287","1,992","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","52","±56","2.6%","±2.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,937","±266","4,937","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","235","±120","4.8%","±2.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,455","±250","1,455","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","481","±181","33.1%","±10.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","8,344","±63","8,344","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","7,428","±325","89.0%","±3.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","916","±321","11.0%","±3.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","916","±321","11.0%","±3.8"
"                Same county","446,141","±8,933","6.4%","±0.1","830","±310","9.9%","±3.7"
"                Different county","354,693","±6,215","5.1%","±0.1","86","±65","1.0%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","35","±26","0.4%","±0.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","51","±61","0.6%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,384","±52","8,384","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","8,115","±122","96.8%","±1.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","8,043","±126","95.9%","±1.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","6,510","±314","77.6%","±3.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,533","±283","18.3%","±3.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","72","±35","0.9%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","269","±110","3.2%","±1.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","269","±110","269","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","241","±110","89.6%","±9.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","28","±23","10.4%","±9.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","341","±116","341","(X)"
"        Native","209,292","±4,176","209,292","(X)","72","±35","72","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±38.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","72","±35","100.0%","±38.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","269","±110","269","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","18","±25","6.7%","±10.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","251","±111","93.3%","±10.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","269","±110","269","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","110","±88","40.9%","±24.5"
"        Asia","372,717","±3,581","30.8%","±0.3","42","±39","15.6%","±17.3"
"        Africa","113,823","±3,313","9.4%","±0.3","17","±24","6.3%","±8.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±13.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","59","±57","21.9%","±21.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","41","±38","15.2%","±11.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","8,022","±143","8,022","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","7,773","±218","96.9%","±1.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","249","±117","3.1%","±1.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","90","±52","1.1%","±0.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","54","±49","0.7%","±0.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","32","±33","0.4%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","164","±108","2.0%","±1.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","58","±49","0.7%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","12","±28","0.1%","±0.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","19","±27","0.2%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,384","±52","8,384","(X)"
"        American","260,364","±6,504","3.7%","±0.1","244","±108","2.9%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","40","±31","0.5%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","64","±101","0.8%","±1.2"
"        Danish","14,346","±1,162","0.2%","±0.1","14","±16","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","72","±81","0.9%","±1.0"
"        English","655,283","±8,406","9.4%","±0.1","1,209","±334","14.4%","±4.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","600","±217","7.2%","±2.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","664","±229","7.9%","±2.7"
"        German","387,135","±7,027","5.5%","±0.1","590","±180","7.0%","±2.1"
"        Greek","76,566","±3,218","1.1%","±0.1","202","±105","2.4%","±1.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","10","±20","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,266","±432","27.0%","±5.1"
"        Italian","815,794","±9,186","11.7%","±0.1","1,843","±452","22.0%","±5.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","17","±20","0.2%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","40","±33","0.5%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","549","±181","6.5%","±2.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","217","±175","2.6%","±2.1"
"        Russian","91,511","±3,161","1.3%","±0.1","328","±219","3.9%","±2.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","197","±159","2.3%","±1.9"
"        Scottish","134,503","±3,385","1.9%","±0.1","361","±188","4.3%","±2.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","29","±34","0.3%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","218","±105","2.6%","±1.2"
"        Swiss","10,126","±912","0.1%","±0.1","6","±11","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","5","±8","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","6","±12","0.1%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,185","±202","3,185","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,005","±172","94.3%","±4.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,923","±177","91.8%","±4.9"
