"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02115!!Estimate","ZCTA5 02115!!Margin of Error","ZCTA5 02115!!Percent","ZCTA5 02115!!Percent Margin of Error"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","28,162","±1,733","28,162","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","17,853","±1,249","63.4%","±2.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","10,309","±921","36.6%","±2.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3,755","±617","13.3%","±1.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,977","±663","10.6%","±2.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,074","±485","3.8%","±1.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","3,131","±534","11.1%","±1.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","789","±212","2.8%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","3,632","±415","12.9%","±1.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1,744","±295","6.2%","±1.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","569","±170","2.0%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","148","±82","0.5%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","28,559","±1,762","28,559","(X)"
"        American","260,364","±6,504","3.7%","±0.1","419","±144","1.5%","±0.5"
"        Arab","72,487","±3,641","1.0%","±0.1","617","±155","2.2%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","108","±73","0.4%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","40","±36","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","145","±64","0.5%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","1,426","±264","5.0%","±0.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","804","±189","2.8%","±0.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","372","±110","1.3%","±0.4"
"        German","387,135","±7,027","5.5%","±0.1","1,745","±270","6.1%","±0.9"
"        Greek","76,566","±3,218","1.1%","±0.1","264","±116","0.9%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","135","±53","0.5%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,848","±434","13.5%","±1.3"
"        Italian","815,794","±9,186","11.7%","±0.1","3,215","±543","11.3%","±1.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","130","±71","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","181","±88","0.6%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","1,028","±201","3.6%","±0.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","376","±186","1.3%","±0.7"
"        Russian","91,511","±3,161","1.3%","±0.1","848","±207","3.0%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","65","±41","0.2%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","429","±127","1.5%","±0.4"
"        Slovak","7,069","±828","0.1%","±0.1","44","±42","0.2%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","562","±190","2.0%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","238","±86","0.8%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","31","±36","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","180","±82","0.6%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","81","±55","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","305","±139","1.1%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,455","±621","9,455","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,652","±663","91.5%","±2.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,002","±622","84.6%","±2.8"
