"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01518!!Estimate","ZCTA5 01518!!Margin of Error","ZCTA5 01518!!Percent","ZCTA5 01518!!Percent Margin of Error"
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±98","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±54","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±950","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±108","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±104","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","15","±25","15","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","15","±25","100.0%","±84.9"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","15","±25","100.0%","±84.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±84.9"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±84.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±84.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","15","±25","15","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","0.0%","±84.9"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","0.0%","±84.9"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","804","±314","804","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","95","±96","11.8%","±11.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","65","±60","8.1%","±7.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","414","±214","51.5%","±17.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","70","±65","8.7%","±7.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","160","±117","19.9%","±12.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,309","±380","2,309","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","45","±52","1.9%","±2.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","108","±104","4.7%","±4.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","844","±284","36.6%","±9.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","362","±146","15.7%","±6.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","209","±131","9.1%","±5.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","364","±181","15.8%","±7.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","377","±143","16.3%","±6.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,156","±334","93.4%","±4.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","741","±230","32.1%","±10.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,490","±390","2,490","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","132","±55","5.3%","±2.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","3,299","±472","3,299","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","523","±284","15.9%","±7.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","809","±255","809","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","51","±81","6.3%","±9.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,047","±345","2,047","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","302","±255","14.8%","±10.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","443","±184","443","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","170","±102","38.4%","±16.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","3,299","±472","3,299","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","3,058","±496","92.7%","±5.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","241","±192","7.3%","±5.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","241","±192","7.3%","±5.9"
"                Same county","446,141","±8,933","6.4%","±0.1","231","±191","7.0%","±5.9"
"                Different county","354,693","±6,215","5.1%","±0.1","10","±13","0.3%","±0.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","10","±13","0.3%","±0.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","0","±13","0.0%","±1.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,299","±472","3,299","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,166","±478","96.0%","±2.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,100","±481","94.0%","±3.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,714","±468","82.3%","±5.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","386","±124","11.7%","±3.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","66","±80","2.0%","±2.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","133","±90","4.0%","±2.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","133","±90","133","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","85","±59","63.9%","±29.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","48","±55","36.1%","±29.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","199","±126","199","(X)"
"        Native","209,292","±4,176","209,292","(X)","66","±80","66","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±40.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","66","±80","100.0%","±40.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","133","±90","133","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","20","±34","15.0%","±20.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","113","±74","85.0%","±20.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","133","±90","133","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","38","±45","28.6%","±30.3"
"        Asia","372,717","±3,581","30.8%","±0.3","43","±70","32.3%","±43.2"
"        Africa","113,823","±3,313","9.4%","±0.3","17","±29","12.8%","±25.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±25.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","35","±46","26.3%","±31.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±25.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","3,078","±454","3,078","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,788","±485","90.6%","±5.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","290","±176","9.4%","±5.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","36","±43","1.2%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","109","±118","3.5%","±3.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±1.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","117","±93","3.8%","±3.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","16","±26","0.5%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","64","±104","2.1%","±3.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","20","±34","0.6%","±1.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,299","±472","3,299","(X)"
"        American","260,364","±6,504","3.7%","±0.1","287","±344","8.7%","±10.2"
"        Arab","72,487","±3,641","1.0%","±0.1","50","±76","1.5%","±2.3"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","32","±32","1.0%","±1.0"
"        English","655,283","±8,406","9.4%","±0.1","565","±312","17.1%","±8.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","497","±307","15.1%","±9.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","271","±322","8.2%","±9.5"
"        German","387,135","±7,027","5.5%","±0.1","109","±85","3.3%","±2.6"
"        Greek","76,566","±3,218","1.1%","±0.1","20","±31","0.6%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±1.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","577","±280","17.5%","±7.6"
"        Italian","815,794","±9,186","11.7%","±0.1","496","±292","15.0%","±8.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","13","±18","0.4%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","9","±13","0.3%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","111","±84","3.4%","±2.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","43","±68","1.3%","±2.1"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±13","0.0%","±1.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","61","±73","1.8%","±2.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","158","±133","4.8%","±4.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","141","±101","4.3%","±3.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","24","±38","0.7%","±1.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±1.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,280","±176","1,280","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,127","±200","88.0%","±10.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,135","±209","88.7%","±10.4"
