"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02130!!Estimate","ZCTA5 02130!!Margin of Error","ZCTA5 02130!!Percent","ZCTA5 02130!!Percent Margin of Error"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,033","±243","3.2%","±0.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,827","±684","12.0%","±2.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,743","±447","8.6%","±1.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","952","±244","3.0%","±0.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","8,788","±811","27.6%","±2.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","13,172","±853","41.4%","±2.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","29,482","±1,484","92.6%","±1.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","21,960","±1,150","69.0%","±2.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","34,367","±1,589","34,367","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","958","±218","2.8%","±0.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","40,341","±1,781","40,341","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","4,174","±643","10.3%","±1.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,683","±712","6,683","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","254","±130","3.8%","±1.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","28,769","±1,446","28,769","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,214","±416","7.7%","±1.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,889","±619","4,889","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,706","±489","34.9%","±7.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","40,532","±1,825","40,532","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","32,713","±1,743","80.7%","±2.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","7,819","±909","19.3%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","7,427","±896","18.3%","±2.1"
"                Same county","446,141","±8,933","6.4%","±0.1","3,545","±591","8.7%","±1.5"
"                Different county","354,693","±6,215","5.1%","±0.1","3,882","±695","9.6%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,783","±392","4.4%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","2,099","±485","5.2%","±1.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","392","±213","1.0%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","41,112","±1,853","41,112","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","32,249","±1,678","78.4%","±2.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","30,622","±1,538","74.5%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","15,613","±1,037","38.0%","±1.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","15,009","±1,079","36.5%","±2.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,627","±350","4.0%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","8,863","±1,011","21.6%","±2.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","8,863","±1,011","8,863","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","5,036","±735","56.8%","±6.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,827","±748","43.2%","±6.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","10,490","±1,032","10,490","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,627","±350","1,627","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","332","±197","20.4%","±10.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,295","±301","79.6%","±10.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","8,863","±1,011","8,863","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,724","±695","30.7%","±5.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","6,139","±677","69.3%","±5.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","8,863","±1,011","8,863","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,530","±298","17.3%","±3.2"
"        Asia","372,717","±3,581","30.8%","±0.3","1,877","±481","21.2%","±4.1"
"        Africa","113,823","±3,313","9.4%","±0.3","1,000","±419","11.3%","±4.3"
"        Oceania","4,098","±490","0.3%","±0.1","12","±14","0.1%","±0.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","4,232","±637","47.7%","±5.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","212","±91","2.4%","±1.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","38,199","±1,754","38,199","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","26,599","±1,457","69.6%","±2.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","11,600","±1,223","30.4%","±2.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","4,112","±662","10.8%","±1.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","6,300","±854","16.5%","±2.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2,532","±430","6.6%","±1.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,804","±600","7.3%","±1.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","877","±393","2.3%","±1.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,014","±249","2.7%","±0.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","411","±207","1.1%","±0.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","1,482","±630","3.9%","±1.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","292","±167","0.8%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","41,112","±1,853","41,112","(X)"
"        American","260,364","±6,504","3.7%","±0.1","922","±317","2.2%","±0.8"
"        Arab","72,487","±3,641","1.0%","±0.1","278","±114","0.7%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","196","±83","0.5%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","142","±131","0.3%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","300","±113","0.7%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","3,539","±503","8.6%","±1.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","749","±213","1.8%","±0.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","420","±115","1.0%","±0.3"
"        German","387,135","±7,027","5.5%","±0.1","3,466","±498","8.4%","±1.2"
"        Greek","76,566","±3,218","1.1%","±0.1","262","±104","0.6%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","200","±114","0.5%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,420","±692","13.2%","±1.6"
"        Italian","815,794","±9,186","11.7%","±0.1","2,847","±454","6.9%","±1.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","241","±160","0.6%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","478","±200","1.2%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","1,067","±238","2.6%","±0.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","241","±101","0.6%","±0.2"
"        Russian","91,511","±3,161","1.3%","±0.1","414","±130","1.0%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","399","±190","1.0%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","830","±218","2.0%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","132","±88","0.3%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,455","±594","3.5%","±1.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","577","±148","1.4%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","188","±82","0.5%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","147","±77","0.4%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","308","±169","0.7%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1,033","±385","2.5%","±0.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","17,609","±689","17,609","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","16,828","±700","95.6%","±1.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","15,835","±658","89.9%","±2.3"
