,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",67,36,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",33,19,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,890,455,890,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,221,196,24.8,14.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,28,0.0,4.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,28,0.0,4.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,61,93,6.9,10.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,160,167,18.0,13.8
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,221,196,221,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,152,170,68.8,40.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,221,196,100.0,16.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,8475,710,8475,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",840,271,9.9,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,650,202,7.7,2.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3329,440,39.3,4.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1498,384,17.7,4.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2158,427,25.5,4.4
Estimate Educational Attainment Population 25 Years And Over,30451,785,30451,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1304,422,4.3,1.4
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1628,519,5.3,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),8097,972,26.6,3.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",5000,675,16.4,2.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,2166,394,7.1,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,6953,748,22.8,2.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,5303,764,17.4,2.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,27519,1148,90.4,2.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,12256,1059,40.2,3.0
Estimate Veteran Status Civilian Population 18 Years And Over,33314,645,33314,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1830,381,5.5,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,41145,151,41145,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3992,519,9.7,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,8133,649,8133,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,435,226,5.3,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,27365,755,27365,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1794,363,6.6,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,5647,603,5647,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1763,300,31.2,4.4
Estimate Residence 1 Year Ago Population 1 Year And Over,40969,218,40969,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,35414,1129,86.4,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),5555,1024,13.6,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,5378,1025,13.1,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,3739,921,9.1,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1639,411,4.0,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,893,335,2.2,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,746,265,1.8,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,177,124,0.4,0.3
Estimate Place Of Birth Total Population,41505,23,41505,(X)
Estimate Place Of Birth Total Population Native,30407,1241,73.3,3.0
Estimate Place Of Birth Total Population Native Born In United States,28913,1263,69.7,3.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,21894,1220,52.8,2.9
Estimate Place Of Birth Total Population Native Born In United States Different State,7019,666,16.9,1.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1494,437,3.6,1.1
Estimate Place Of Birth Total Population Foreign Born,11098,1242,26.7,3.0
Estimate U.S. Citizenship Status Foreign-Born Population,11098,1242,11098,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,5006,661,45.1,5.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,6092,1117,54.9,5.9
Estimate Year Of Entry Population Born Outside The United States,12592,1265,12592,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1494,437,1494,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,323,172,21.6,11.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1171,399,78.4,11.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,11098,1242,11098,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,4311,951,38.8,6.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,6787,855,61.2,6.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",11098,1242,11098,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",997,258,9.0,2.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",2134,716,19.2,6.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",587,342,5.3,3.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",46,64,0.4,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",7109,1225,64.1,7.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",225,132,2.0,1.3
Estimate Language Spoken At Home Population 5 Years And Over,38770,482,38770,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,24509,1479,63.2,3.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,14261,1480,36.8,3.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",5786,984,14.9,2.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,5667,1222,14.6,3.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",2261,775,5.8,2.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,7371,1184,19.0,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",3142,731,8.1,1.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,814,293,2.1,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",292,172,0.8,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,409,265,1.1,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",91,111,0.2,0.3
Estimate Ancestry Total Population,41505,23,41505,(X)
Estimate Ancestry Total Population American,1724,398,4.2,1.0
Estimate Ancestry Total Population Arab,355,227,0.9,0.5
Estimate Ancestry Total Population Czech,87,100,0.2,0.2
Estimate Ancestry Total Population Danish,40,40,0.1,0.1
Estimate Ancestry Total Population Dutch,219,150,0.5,0.4
Estimate Ancestry Total Population English,3299,497,7.9,1.2
Estimate Ancestry Total Population French (Except Basque),2253,513,5.4,1.2
Estimate Ancestry Total Population French Canadian,1716,495,4.1,1.2
Estimate Ancestry Total Population German,2006,346,4.8,0.8
Estimate Ancestry Total Population Greek,646,321,1.6,0.8
Estimate Ancestry Total Population Hungarian,128,127,0.3,0.3
Estimate Ancestry Total Population Irish,6279,839,15.1,2.0
Estimate Ancestry Total Population Italian,5645,860,13.6,2.1
Estimate Ancestry Total Population Lithuanian,146,109,0.4,0.3
Estimate Ancestry Total Population Norwegian,376,185,0.9,0.4
Estimate Ancestry Total Population Polish,1530,399,3.7,1.0
Estimate Ancestry Total Population Portuguese,1384,454,3.3,1.1
Estimate Ancestry Total Population Russian,304,145,0.7,0.3
Estimate Ancestry Total Population Scotch-Irish,315,303,0.8,0.7
Estimate Ancestry Total Population Scottish,679,234,1.6,0.6
Estimate Ancestry Total Population Slovak,41,53,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,603,475,1.5,1.1
Estimate Ancestry Total Population Swedish,433,223,1.0,0.5
Estimate Ancestry Total Population Swiss,48,46,0.1,0.1
Estimate Ancestry Total Population Ukrainian,171,141,0.4,0.3
Estimate Ancestry Total Population Welsh,191,127,0.5,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),159,117,0.4,0.3
Estimate Computers And Internet Use Total Households,17147,800,17147,(X)
Estimate Computers And Internet Use Total Households With A Computer,16340,779,95.3,1.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,16045,784,93.6,1.8
