,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Widowed,2042,542,11.3,2.8
Estimate Marital Status Females 15 Years And Over Divorced,2594,406,14.4,2.1
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,533,242,533,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",173,109,32.5,21.1
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",35,22,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",57,26,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,34,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",129,59,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",11,10,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,871,307,871,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,323,249,37.1,22.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,16,27,1.8,3.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,28,0.0,4.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,28,0.0,4.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,307,250,35.2,23.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,323,249,323,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,172,130,53.3,5.5
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,323,249,100.0,11.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School,9061,949,9061,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",497,219,5.5,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,414,150,4.6,1.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),3925,659,43.3,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2096,453,23.1,4.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2129,379,23.5,3.7
Estimate Educational Attainment Population 25 Years And Over,30937,794,30937,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1365,478,4.4,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1720,474,5.6,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),8939,877,28.9,2.7
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",5700,517,18.4,1.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,3362,500,10.9,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,6324,680,20.4,2.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3527,530,11.4,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,27852,919,90.0,2.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,9851,799,31.8,2.5
Estimate Veteran Status Civilian Population 18 Years And Over,34415,845,34415,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,2158,360,6.3,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,43235,116,43235,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,5164,791,11.9,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,9006,836,9006,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,381,202,4.2,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,26698,868,26698,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2502,443,9.4,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,7531,762,7531,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2281,560,30.3,6.1
Estimate Residence 1 Year Ago Population 1 Year And Over,42978,280,42978,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,39324,812,91.5,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3654,735,8.5,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3566,746,8.3,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2097,645,4.9,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1469,437,3.4,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1114,402,2.6,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,355,197,0.8,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,88,85,0.2,0.2
Estimate Place Of Birth Total Population,43478,66,43478,(X)
Estimate Place Of Birth Total Population Native,36620,937,84.2,2.1
Estimate Place Of Birth Total Population Native Born In United States,34846,940,80.1,2.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,28578,905,65.7,2.1
Estimate Place Of Birth Total Population Native Born In United States Different State,6268,773,14.4,1.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1774,491,4.1,1.1
Estimate Place Of Birth Total Population Foreign Born,6858,933,15.8,2.1
Estimate U.S. Citizenship Status Foreign-Born Population,6858,933,6858,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4077,769,59.4,8.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2781,753,40.6,8.9
Estimate Year Of Entry Population Born Outside The United States,8632,944,8632,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1774,491,1774,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,510,272,28.7,10.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1264,355,71.3,10.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,6858,933,6858,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1445,414,21.1,4.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5413,747,78.9,4.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",6858,933,6858,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",918,433,13.4,5.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",889,291,13.0,4.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1219,511,17.8,6.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",3264,644,47.6,7.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",568,253,8.3,3.5
Estimate Language Spoken At Home Population 5 Years And Over,40844,488,40844,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,30484,1275,74.6,3.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,10360,1249,25.4,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",3868,685,9.5,1.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,5496,953,13.5,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",2450,549,6.0,1.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,2988,866,7.3,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",912,431,2.2,1.1
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,739,364,1.8,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",324,186,0.8,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,1137,478,2.8,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",182,140,0.4,0.3
Estimate Ancestry Total Population,43478,66,43478,(X)
Estimate Ancestry Total Population American,2150,730,4.9,1.7
Estimate Ancestry Total Population Arab,257,199,0.6,0.5
Estimate Ancestry Total Population Czech,34,32,0.1,0.1
Estimate Ancestry Total Population Danish,113,93,0.3,0.2
Estimate Ancestry Total Population Dutch,104,84,0.2,0.2
Estimate Ancestry Total Population English,3811,584,8.8,1.3
Estimate Ancestry Total Population French (Except Basque),3618,614,8.3,1.4
Estimate Ancestry Total Population French Canadian,2891,719,6.6,1.7
Estimate Ancestry Total Population German,2566,733,5.9,1.7
Estimate Ancestry Total Population Greek,391,276,0.9,0.6
Estimate Ancestry Total Population Hungarian,79,102,0.2,0.2
Estimate Ancestry Total Population Irish,6724,963,15.5,2.2
Estimate Ancestry Total Population Italian,6538,902,15.0,2.1
Estimate Ancestry Total Population Lithuanian,257,121,0.6,0.3
Estimate Ancestry Total Population Norwegian,89,71,0.2,0.2
Estimate Ancestry Total Population Polish,1325,451,3.0,1.0
Estimate Ancestry Total Population Portuguese,871,687,2.0,1.6
Estimate Ancestry Total Population Russian,375,374,0.9,0.9
Estimate Ancestry Total Population Scotch-Irish,149,71,0.3,0.2
Estimate Ancestry Total Population Scottish,773,272,1.8,0.6
Estimate Ancestry Total Population Slovak,15,20,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,1374,693,3.2,1.6
Estimate Ancestry Total Population Swedish,718,341,1.7,0.8
Estimate Ancestry Total Population Swiss,41,40,0.1,0.1
Estimate Ancestry Total Population Ukrainian,77,80,0.2,0.2
Estimate Ancestry Total Population Welsh,115,77,0.3,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),422,337,1.0,0.8
Estimate Computers And Internet Use Total Households,17896,672,17896,(X)
Estimate Computers And Internet Use Total Households With A Computer,16983,688,94.9,1.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,16159,646,90.3,2.6
