,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,4249,590,16.2,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6824,1015,6824,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,599,190,8.8,2.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,16611,1203,16611,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2665,452,16.0,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2779,386,2779,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,985,227,35.4,7.6
Estimate Residence 1 Year Ago Population 1 Year And Over,25806,1751,25806,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,22867,1646,88.6,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2939,874,11.4,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2760,849,10.7,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2283,801,8.8,3.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,477,368,1.8,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,417,362,1.6,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,60,56,0.2,0.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,179,223,0.7,0.9
Estimate Place Of Birth Total Population,26257,1801,26257,(X)
Estimate Place Of Birth Total Population Native,22028,1718,83.9,3.2
Estimate Place Of Birth Total Population Native Born In United States,17906,1552,68.2,3.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,13272,1322,50.5,3.9
Estimate Place Of Birth Total Population Native Born In United States Different State,4634,809,17.6,2.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",4122,805,15.7,2.8
Estimate Place Of Birth Total Population Foreign Born,4229,877,16.1,3.2
Estimate U.S. Citizenship Status Foreign-Born Population,4229,877,4229,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1964,465,46.4,10.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2265,761,53.6,10.6
Estimate Year Of Entry Population Born Outside The United States,8351,1172,8351,(X)
Estimate Year Of Entry Population Born Outside The United States Native,4122,805,4122,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,869,448,21.1,8.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,3253,618,78.9,8.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,4229,877,4229,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1813,796,42.9,13.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2416,556,57.1,13.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",4229,877,4229,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",262,227,6.2,5.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1435,468,33.9,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",690,541,16.3,11.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,0.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1834,589,43.4,12.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",8,9,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over,24172,1574,24172,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,14151,1351,58.5,4.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,10021,1269,41.5,4.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",4307,812,17.8,3.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,7283,1118,30.1,4.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",2690,581,11.1,2.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1035,537,4.3,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",651,425,2.7,1.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,892,196,3.7,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",594,182,2.5,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,811,553,3.4,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",372,386,1.5,1.6
Estimate Ancestry Total Population,26257,1801,26257,(X)
Estimate Ancestry Total Population American,535,280,2.0,1.1
Estimate Ancestry Total Population Arab,158,244,0.6,0.9
Estimate Ancestry Total Population Czech,8,25,0.0,0.1
Estimate Ancestry Total Population Danish,9,12,0.0,0.1
Estimate Ancestry Total Population Dutch,47,60,0.2,0.2
Estimate Ancestry Total Population English,1297,669,4.9,2.4
Estimate Ancestry Total Population French (Except Basque),905,443,3.4,1.7
Estimate Ancestry Total Population French Canadian,449,167,1.7,0.7
Estimate Ancestry Total Population German,631,238,2.4,0.9
Estimate Ancestry Total Population Greek,77,71,0.3,0.3
Estimate Ancestry Total Population Hungarian,14,21,0.1,0.1
Estimate Ancestry Total Population Irish,2078,715,7.9,2.7
Estimate Ancestry Total Population Italian,1545,452,5.9,1.8
Estimate Ancestry Total Population Lithuanian,15,13,0.1,0.1
Estimate Ancestry Total Population Norwegian,0,25,0.0,0.2
Estimate Ancestry Total Population Polish,667,271,2.5,1.0
Estimate Ancestry Total Population Portuguese,132,96,0.5,0.4
Estimate Ancestry Total Population Russian,91,83,0.3,0.3
Estimate Ancestry Total Population Scotch-Irish,44,35,0.2,0.1
Estimate Ancestry Total Population Scottish,238,134,0.9,0.5
Estimate Ancestry Total Population Slovak,0,25,0.0,0.2
Estimate Ancestry Total Population Subsaharan African,796,626,3.0,2.3
Estimate Ancestry Total Population Swedish,507,617,1.9,2.3
Estimate Ancestry Total Population Swiss,6,8,0.0,0.1
Estimate Ancestry Total Population Ukrainian,7,11,0.0,0.1
Estimate Ancestry Total Population Welsh,8,9,0.0,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),866,332,3.3,1.3
Estimate Computers And Internet Use Total Households,10213,547,10213,(X)
Estimate Computers And Internet Use Total Households With A Computer,8198,602,80.3,3.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,8096,568,79.3,3.3
