,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,82,62,38.5,21.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,40,42,18.8,18.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,17.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,9,13,4.2,6.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,33,41,15.5,16.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,82,62,82,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,75,59,91.5,15.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,23,27,28.0,34.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,4071,488,4071,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",256,144,6.3,3.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,115,67,2.8,1.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1524,287,37.4,6.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),818,221,20.1,4.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1358,336,33.4,6.3
Estimate Educational Attainment Population 25 Years And Over,14699,417,14699,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,354,183,2.4,1.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",330,121,2.2,0.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),4035,438,27.5,2.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2540,373,17.3,2.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1210,230,8.2,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,4062,509,27.6,3.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2168,306,14.7,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,14015,399,95.3,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,6230,554,42.4,3.4
Estimate Veteran Status Civilian Population 18 Years And Over,15726,367,15726,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,781,200,5.0,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,19046,37,19046,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2485,404,13.0,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3346,368,3346,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,153,126,4.6,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,11845,398,11845,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1139,277,9.6,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3855,408,3855,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1193,259,30.9,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over,18784,133,18784,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,16402,509,87.3,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2382,482,12.7,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2330,488,12.4,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1430,457,7.6,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,900,279,4.8,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,530,234,2.8,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,370,155,2.0,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,52,42,0.3,0.2
Estimate Place Of Birth Total Population,19088,22,19088,(X)
Estimate Place Of Birth Total Population Native,15731,638,82.4,3.3
Estimate Place Of Birth Total Population Native Born In United States,15420,633,80.8,3.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,12116,677,63.5,3.5
Estimate Place Of Birth Total Population Native Born In United States Different State,3304,383,17.3,2.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",311,198,1.6,1.0
Estimate Place Of Birth Total Population Foreign Born,3357,635,17.6,3.3
Estimate U.S. Citizenship Status Foreign-Born Population,3357,635,3357,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1882,479,56.1,11.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1475,492,43.9,11.2
Estimate Year Of Entry Population Born Outside The United States,3668,631,3668,(X)
Estimate Year Of Entry Population Born Outside The United States Native,311,198,311,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,23,26,7.4,9.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,288,196,92.6,9.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,3357,635,3357,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1002,429,29.8,11.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2355,538,70.2,11.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",3357,635,3357,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1120,415,33.4,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",232,127,6.9,3.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",285,202,8.5,5.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",7,13,0.2,0.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1608,498,47.9,11.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",105,72,3.1,2.1
Estimate Language Spoken At Home Population 5 Years And Over,18231,310,18231,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,13292,841,72.9,4.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,4939,789,27.1,4.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1282,323,7.0,1.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2230,704,12.2,3.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",623,238,3.4,1.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,2283,765,12.5,4.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",558,266,3.1,1.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,269,234,1.5,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",77,81,0.4,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,157,134,0.9,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",24,28,0.1,0.2
Estimate Ancestry Total Population,19088,22,19088,(X)
Estimate Ancestry Total Population American,797,283,4.2,1.5
Estimate Ancestry Total Population Arab,222,161,1.2,0.8
Estimate Ancestry Total Population Czech,19,30,0.1,0.2
Estimate Ancestry Total Population Danish,49,49,0.3,0.3
Estimate Ancestry Total Population Dutch,52,59,0.3,0.3
Estimate Ancestry Total Population English,1311,337,6.9,1.8
Estimate Ancestry Total Population French (Except Basque),464,203,2.4,1.1
Estimate Ancestry Total Population French Canadian,399,161,2.1,0.8
Estimate Ancestry Total Population German,782,283,4.1,1.5
Estimate Ancestry Total Population Greek,218,139,1.1,0.7
Estimate Ancestry Total Population Hungarian,85,74,0.4,0.4
Estimate Ancestry Total Population Irish,4391,616,23.0,3.2
Estimate Ancestry Total Population Italian,4454,591,23.3,3.1
Estimate Ancestry Total Population Lithuanian,236,204,1.2,1.1
Estimate Ancestry Total Population Norwegian,148,157,0.8,0.8
Estimate Ancestry Total Population Polish,749,240,3.9,1.3
Estimate Ancestry Total Population Portuguese,311,162,1.6,0.8
Estimate Ancestry Total Population Russian,278,113,1.5,0.6
Estimate Ancestry Total Population Scotch-Irish,55,39,0.3,0.2
Estimate Ancestry Total Population Scottish,165,92,0.9,0.5
Estimate Ancestry Total Population Slovak,34,51,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,314,396,1.6,2.1
Estimate Ancestry Total Population Swedish,375,241,2.0,1.3
Estimate Ancestry Total Population Swiss,203,244,1.1,1.3
Estimate Ancestry Total Population Ukrainian,5,10,0.0,0.1
Estimate Ancestry Total Population Welsh,66,68,0.3,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),18,22,0.1,0.1
Estimate Computers And Internet Use Total Households,8242,398,8242,(X)
Estimate Computers And Internet Use Total Households With A Computer,7552,398,91.6,2.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,7149,408,86.7,3.0
