,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,13,22,100.0,91.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,13,22,100.0,91.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1177,302,1177,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",40,39,3.4,3.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,10,27,0.8,2.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),384,184,32.6,11.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),182,108,15.5,8.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,561,172,47.7,11.7
Estimate Educational Attainment Population 25 Years And Over,2700,399,2700,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,350,187,13.0,6.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",231,112,8.6,4.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),605,220,22.4,6.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",443,150,16.4,5.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,200,98,7.4,3.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,626,189,23.2,6.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,245,92,9.1,3.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2119,375,78.5,8.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,871,205,32.3,6.7
Estimate Veteran Status Civilian Population 18 Years And Over,3397,484,3397,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,97,57,2.9,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,4773,874,4773,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,436,153,9.1,3.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1376,533,1376,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,67,74,4.9,5.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3243,481,3243,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,297,127,9.2,4.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,154,90,154,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,72,58,46.8,27.5
Estimate Residence 1 Year Ago Population 1 Year And Over,4756,872,4756,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,3186,730,67.0,9.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1570,517,33.0,9.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1378,488,29.0,8.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1000,479,21.0,9.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,378,139,7.9,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,82,42,1.7,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,296,132,6.2,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,192,157,4.0,3.2
Estimate Place Of Birth Total Population,4782,873,4782,(X)
Estimate Place Of Birth Total Population Native,3393,835,71.0,8.4
Estimate Place Of Birth Total Population Native Born In United States,2766,766,57.8,9.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2068,628,43.2,7.9
Estimate Place Of Birth Total Population Native Born In United States Different State,698,226,14.6,4.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",627,215,13.1,4.0
Estimate Place Of Birth Total Population Foreign Born,1389,399,29.0,8.4
Estimate U.S. Citizenship Status Foreign-Born Population,1389,399,1389,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,605,260,43.6,13.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,784,281,56.4,13.5
Estimate Year Of Entry Population Born Outside The United States,2016,477,2016,(X)
Estimate Year Of Entry Population Born Outside The United States Native,627,215,627,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,184,137,29.3,19.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,443,195,70.7,19.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1389,399,1389,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,844,308,60.8,14.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,545,246,39.2,14.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1389,399,1389,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",171,121,12.3,8.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",401,169,28.9,11.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",185,180,13.3,12.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,2.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",632,317,45.5,15.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,2.8
Estimate Language Spoken At Home Population 5 Years And Over,4351,737,4351,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,2068,520,47.5,9.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2283,554,52.5,9.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1202,350,27.6,7.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,1522,486,35.0,8.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",668,250,15.4,5.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,325,187,7.5,4.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",221,165,5.1,3.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,353,180,8.1,4.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",230,142,5.3,3.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,83,78,1.9,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",83,78,1.9,1.8
Estimate Ancestry Total Population,4782,873,4782,(X)
Estimate Ancestry Total Population American,65,67,1.4,1.5
Estimate Ancestry Total Population Arab,46,51,1.0,1.1
Estimate Ancestry Total Population Czech,0,13,0.0,0.8
Estimate Ancestry Total Population Danish,0,13,0.0,0.8
Estimate Ancestry Total Population Dutch,0,13,0.0,0.8
Estimate Ancestry Total Population English,83,57,1.7,1.3
Estimate Ancestry Total Population French (Except Basque),151,123,3.2,2.5
Estimate Ancestry Total Population French Canadian,45,44,0.9,0.9
Estimate Ancestry Total Population German,72,56,1.5,1.2
Estimate Ancestry Total Population Greek,0,13,0.0,0.8
Estimate Ancestry Total Population Hungarian,0,13,0.0,0.8
Estimate Ancestry Total Population Irish,361,133,7.5,2.9
Estimate Ancestry Total Population Italian,425,285,8.9,5.3
Estimate Ancestry Total Population Lithuanian,29,37,0.6,0.8
Estimate Ancestry Total Population Norwegian,16,21,0.3,0.4
Estimate Ancestry Total Population Polish,88,71,1.8,1.4
Estimate Ancestry Total Population Portuguese,35,44,0.7,0.9
Estimate Ancestry Total Population Russian,34,38,0.7,0.8
Estimate Ancestry Total Population Scotch-Irish,9,15,0.2,0.3
Estimate Ancestry Total Population Scottish,126,109,2.6,2.4
Estimate Ancestry Total Population Slovak,9,14,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,273,185,5.7,3.6
Estimate Ancestry Total Population Swedish,88,107,1.8,2.3
Estimate Ancestry Total Population Swiss,0,13,0.0,0.8
Estimate Ancestry Total Population Ukrainian,63,80,1.3,1.7
Estimate Ancestry Total Population Welsh,0,13,0.0,0.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),194,172,4.1,3.6
Estimate Computers And Internet Use Total Households,1945,238,1945,(X)
Estimate Computers And Internet Use Total Households With A Computer,1803,239,92.7,3.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1715,240,88.2,5.0
