,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,508,261,2.2,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,208,116,0.9,0.5
Estimate Place Of Birth Total Population,22875,34,22875,(X)
Estimate Place Of Birth Total Population Native,18377,496,80.3,2.2
Estimate Place Of Birth Total Population Native Born In United States,17904,527,78.3,2.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,11744,597,51.3,2.6
Estimate Place Of Birth Total Population Native Born In United States Different State,6160,485,26.9,2.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",473,175,2.1,0.8
Estimate Place Of Birth Total Population Foreign Born,4498,491,19.7,2.2
Estimate U.S. Citizenship Status Foreign-Born Population,4498,491,4498,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2945,389,65.5,5.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1553,337,34.5,5.9
Estimate Year Of Entry Population Born Outside The United States,4971,524,4971,(X)
Estimate Year Of Entry Population Born Outside The United States Native,473,175,473,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,163,124,34.5,21.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,310,135,65.5,21.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,4498,491,4498,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,914,301,20.3,5.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,3584,412,79.7,5.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",4498,491,4498,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1333,286,29.6,5.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",2405,374,53.5,6.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",98,69,2.2,1.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,0.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",541,229,12.0,4.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",121,52,2.7,1.2
Estimate Language Spoken At Home Population 5 Years And Over,21576,231,21576,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,16122,619,74.7,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,5454,625,25.3,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1239,265,5.7,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,412,238,1.9,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",46,48,0.2,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,2892,580,13.4,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",589,212,2.7,1.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1965,355,9.1,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",558,157,2.6,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,185,215,0.9,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",46,69,0.2,0.3
Estimate Ancestry Total Population,22875,34,22875,(X)
Estimate Ancestry Total Population American,718,261,3.1,1.1
Estimate Ancestry Total Population Arab,394,243,1.7,1.1
Estimate Ancestry Total Population Czech,17,19,0.1,0.1
Estimate Ancestry Total Population Danish,150,93,0.7,0.4
Estimate Ancestry Total Population Dutch,245,115,1.1,0.5
Estimate Ancestry Total Population English,2700,509,11.8,2.2
Estimate Ancestry Total Population French (Except Basque),638,191,2.8,0.8
Estimate Ancestry Total Population French Canadian,460,179,2.0,0.8
Estimate Ancestry Total Population German,2189,399,9.6,1.7
Estimate Ancestry Total Population Greek,554,178,2.4,0.8
Estimate Ancestry Total Population Hungarian,50,36,0.2,0.2
Estimate Ancestry Total Population Irish,4895,541,21.4,2.4
Estimate Ancestry Total Population Italian,3397,450,14.9,2.0
Estimate Ancestry Total Population Lithuanian,93,64,0.4,0.3
Estimate Ancestry Total Population Norwegian,130,89,0.6,0.4
Estimate Ancestry Total Population Polish,779,237,3.4,1.0
Estimate Ancestry Total Population Portuguese,301,165,1.3,0.7
Estimate Ancestry Total Population Russian,501,311,2.2,1.4
Estimate Ancestry Total Population Scotch-Irish,258,183,1.1,0.8
Estimate Ancestry Total Population Scottish,661,354,2.9,1.5
Estimate Ancestry Total Population Slovak,19,22,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,117,132,0.5,0.6
Estimate Ancestry Total Population Swedish,246,134,1.1,0.6
Estimate Ancestry Total Population Swiss,68,77,0.3,0.3
Estimate Ancestry Total Population Ukrainian,72,60,0.3,0.3
Estimate Ancestry Total Population Welsh,225,122,1.0,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),271,233,1.2,1.0
Estimate Computers And Internet Use Total Households,8149,327,8149,(X)
Estimate Computers And Internet Use Total Households With A Computer,7777,288,95.4,1.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,7618,279,93.5,2.2
