,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Language Spoken At Home Population 5 Years And Over Spanish,22,30,2.0,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,3.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,9,10,0.8,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,3.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,3.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,3.6
Estimate Ancestry Total Population,1171,167,1171,(X)
Estimate Ancestry Total Population American,175,91,14.9,7.6
Estimate Ancestry Total Population Arab,0,13,0.0,3.4
Estimate Ancestry Total Population Czech,6,6,0.5,0.6
Estimate Ancestry Total Population Danish,27,22,2.3,1.9
Estimate Ancestry Total Population Dutch,2,4,0.2,0.4
Estimate Ancestry Total Population English,155,53,13.2,4.6
Estimate Ancestry Total Population French (Except Basque),103,43,8.8,3.8
Estimate Ancestry Total Population French Canadian,121,85,10.3,6.6
Estimate Ancestry Total Population German,81,34,6.9,2.8
Estimate Ancestry Total Population Greek,0,13,0.0,3.4
Estimate Ancestry Total Population Hungarian,0,13,0.0,3.4
Estimate Ancestry Total Population Irish,260,129,22.2,9.2
Estimate Ancestry Total Population Italian,111,37,9.5,3.3
Estimate Ancestry Total Population Lithuanian,9,14,0.8,1.2
Estimate Ancestry Total Population Norwegian,10,7,0.9,0.6
Estimate Ancestry Total Population Polish,174,81,14.9,6.5
Estimate Ancestry Total Population Portuguese,5,6,0.4,0.6
Estimate Ancestry Total Population Russian,17,23,1.5,1.9
Estimate Ancestry Total Population Scotch-Irish,24,15,2.0,1.3
Estimate Ancestry Total Population Scottish,38,21,3.2,1.8
Estimate Ancestry Total Population Slovak,3,4,0.3,0.4
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,3.4
Estimate Ancestry Total Population Swedish,15,11,1.3,0.9
Estimate Ancestry Total Population Swiss,0,13,0.0,3.4
Estimate Ancestry Total Population Ukrainian,0,13,0.0,3.4
Estimate Ancestry Total Population Welsh,3,4,0.3,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,3.4
Estimate Computers And Internet Use Total Households,506,75,506,(X)
Estimate Computers And Internet Use Total Households With A Computer,476,72,94.1,4.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,392,70,77.5,9.6
