,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,60,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,1000,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1763,259,1763,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",6,10,0.3,0.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,6,10,0.3,0.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),6,9,0.3,0.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),0,13,0.0,2.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1745,255,99.0,1.2
Estimate Educational Attainment Population 25 Years And Over,1110,372,1110,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,3.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",0,13,0.0,3.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),9,10,0.8,0.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",43,70,3.9,5.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,0,13,0.0,3.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,665,240,59.9,7.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,393,134,35.4,9.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1110,372,100.0,3.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1058,322,95.3,5.4
Estimate Veteran Status Civilian Population 18 Years And Over,2166,331,2166,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,22,21,1.0,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,2198,338,2198,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,55,67,2.5,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,32,29,32,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,13,0.0,58.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2166,331,2166,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,55,67,2.5,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,0,13,0,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,0,13,-666666666.0,-222222222.0
Estimate Residence 1 Year Ago Population 1 Year And Over,2198,338,2198,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1114,244,50.7,8.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1084,250,49.3,8.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,666,227,30.3,8.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,152,93,6.9,3.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,514,170,23.4,6.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,118,106,5.4,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,396,118,18.0,5.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,418,157,19.0,7.3
Estimate Place Of Birth Total Population,2198,338,2198,(X)
Estimate Place Of Birth Total Population Native,1370,261,62.3,7.4
Estimate Place Of Birth Total Population Native Born In United States,1310,256,59.6,7.4
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,302,121,13.7,5.2
Estimate Place Of Birth Total Population Native Born In United States Different State,1008,209,45.9,6.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",60,35,2.7,1.6
Estimate Place Of Birth Total Population Foreign Born,828,210,37.7,7.4
Estimate U.S. Citizenship Status Foreign-Born Population,828,210,828,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,57,52,6.9,5.7
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,771,192,93.1,5.7
Estimate Year Of Entry Population Born Outside The United States,888,213,888,(X)
Estimate Year Of Entry Population Born Outside The United States Native,60,35,60,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,26,30,43.3,39.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,34,28,56.7,39.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,828,210,828,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,755,184,91.2,5.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,73,57,8.8,5.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",828,210,828,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",115,56,13.9,6.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",366,155,44.2,11.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",41,50,5.0,5.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,4.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",264,79,31.9,8.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",42,28,5.1,3.6
Estimate Language Spoken At Home Population 5 Years And Over,2178,334,2178,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1253,281,57.5,9.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,925,235,42.5,9.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",171,125,7.9,5.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,312,89,14.3,4.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",60,67,2.8,3.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,267,117,12.3,4.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",48,36,2.2,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,251,104,11.5,4.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",63,59,2.9,2.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,95,70,4.4,3.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.8
Estimate Ancestry Total Population,2198,338,2198,(X)
Estimate Ancestry Total Population American,55,44,2.5,2.0
Estimate Ancestry Total Population Arab,78,57,3.5,2.4
Estimate Ancestry Total Population Czech,0,13,0.0,1.8
Estimate Ancestry Total Population Danish,0,13,0.0,1.8
Estimate Ancestry Total Population Dutch,18,15,0.8,0.7
Estimate Ancestry Total Population English,92,60,4.2,2.5
Estimate Ancestry Total Population French (Except Basque),77,20,3.5,1.0
Estimate Ancestry Total Population French Canadian,30,34,1.4,1.6
Estimate Ancestry Total Population German,148,62,6.7,2.8
Estimate Ancestry Total Population Greek,0,13,0.0,1.8
Estimate Ancestry Total Population Hungarian,4,8,0.2,0.4
Estimate Ancestry Total Population Irish,199,121,9.1,5.2
Estimate Ancestry Total Population Italian,147,54,6.7,2.6
Estimate Ancestry Total Population Lithuanian,0,13,0.0,1.8
Estimate Ancestry Total Population Norwegian,22,22,1.0,1.0
Estimate Ancestry Total Population Polish,69,42,3.1,2.0
Estimate Ancestry Total Population Portuguese,53,72,2.4,3.1
Estimate Ancestry Total Population Russian,30,28,1.4,1.3
Estimate Ancestry Total Population Scotch-Irish,5,8,0.2,0.4
Estimate Ancestry Total Population Scottish,20,26,0.9,1.2
Estimate Ancestry Total Population Slovak,0,13,0.0,1.8
Estimate Ancestry Total Population Subsaharan African,23,27,1.0,1.1
Estimate Ancestry Total Population Swedish,11,12,0.5,0.5
Estimate Ancestry Total Population Swiss,5,8,0.2,0.3
Estimate Ancestry Total Population Ukrainian,43,70,2.0,3.0
Estimate Ancestry Total Population Welsh,4,8,0.2,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),18,28,0.8,1.3
Estimate Computers And Internet Use Total Households,403,68,403,(X)
Estimate Computers And Internet Use Total Households With A Computer,403,68,100.0,9.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,186,56,46.2,11.7
