,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,165,99,60.0,10.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,187,156,68.0,28.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,6138,717,6138,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",459,217,7.5,3.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,332,140,5.4,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2737,449,44.6,5.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1379,362,22.5,5.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1231,292,20.1,4.3
Estimate Educational Attainment Population 25 Years And Over,18455,1101,18455,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2777,694,15.0,3.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",2406,398,13.0,2.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),6450,666,34.9,3.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2773,437,15.0,2.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1693,349,9.2,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1794,357,9.7,1.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,562,237,3.0,1.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,13272,994,71.9,3.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2356,423,12.8,2.1
Estimate Veteran Status Civilian Population 18 Years And Over,20466,1076,20466,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1206,256,5.9,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,26857,1372,26857,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,5563,569,20.7,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6515,780,6515,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,381,150,5.8,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,16236,999,16236,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,3288,486,20.3,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,4106,400,4106,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1894,286,46.1,6.0
Estimate Residence 1 Year Ago Population 1 Year And Over,26525,1324,26525,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,23847,1471,89.9,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2678,663,10.1,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2597,665,9.8,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1739,517,6.6,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,858,435,3.2,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,481,270,1.8,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,377,340,1.4,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,81,88,0.3,0.3
Estimate Place Of Birth Total Population,26981,1380,26981,(X)
Estimate Place Of Birth Total Population Native,20446,1322,75.8,3.3
Estimate Place Of Birth Total Population Native Born In United States,19403,1343,71.9,3.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,16101,1273,59.7,3.7
Estimate Place Of Birth Total Population Native Born In United States Different State,3302,610,12.2,2.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1043,337,3.9,1.3
Estimate Place Of Birth Total Population Foreign Born,6535,955,24.2,3.3
Estimate U.S. Citizenship Status Foreign-Born Population,6535,955,6535,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,3751,518,57.4,7.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2784,798,42.6,7.8
Estimate Year Of Entry Population Born Outside The United States,7578,1020,7578,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1043,337,1043,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,359,240,34.4,17.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,684,241,65.6,17.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,6535,955,6535,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1521,662,23.3,8.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5014,714,76.7,8.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",6535,955,6535,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",3754,642,57.4,8.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",804,415,12.3,6.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",283,215,4.3,3.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1664,685,25.5,8.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",30,36,0.5,0.6
Estimate Language Spoken At Home Population 5 Years And Over,24907,1287,24907,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,14836,1272,59.6,4.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,10071,1318,40.4,4.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",4277,849,17.2,3.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,1764,529,7.1,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",817,365,3.3,1.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,7452,1348,29.9,4.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",3058,813,12.3,3.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,748,374,3.0,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",400,279,1.6,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,107,90,0.4,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",2,14,0.0,0.1
Estimate Ancestry Total Population,26981,1380,26981,(X)
Estimate Ancestry Total Population American,568,241,2.1,0.9
Estimate Ancestry Total Population Arab,41,43,0.2,0.2
Estimate Ancestry Total Population Czech,0,25,0.0,0.1
Estimate Ancestry Total Population Danish,10,18,0.0,0.1
Estimate Ancestry Total Population Dutch,128,185,0.5,0.7
Estimate Ancestry Total Population English,1519,417,5.6,1.6
Estimate Ancestry Total Population French (Except Basque),2252,551,8.3,2.0
Estimate Ancestry Total Population French Canadian,871,285,3.2,1.1
Estimate Ancestry Total Population German,782,495,2.9,1.8
Estimate Ancestry Total Population Greek,15,21,0.1,0.1
Estimate Ancestry Total Population Hungarian,10,18,0.0,0.1
Estimate Ancestry Total Population Irish,1790,439,6.6,1.6
Estimate Ancestry Total Population Italian,1594,527,5.9,1.9
Estimate Ancestry Total Population Lithuanian,0,25,0.0,0.1
Estimate Ancestry Total Population Norwegian,34,52,0.1,0.2
Estimate Ancestry Total Population Polish,888,291,3.3,1.1
Estimate Ancestry Total Population Portuguese,10352,1087,38.4,3.5
Estimate Ancestry Total Population Russian,56,68,0.2,0.3
Estimate Ancestry Total Population Scotch-Irish,41,41,0.2,0.2
Estimate Ancestry Total Population Scottish,149,120,0.6,0.4
Estimate Ancestry Total Population Slovak,0,25,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,612,362,2.3,1.3
Estimate Ancestry Total Population Swedish,45,49,0.2,0.2
Estimate Ancestry Total Population Swiss,0,25,0.0,0.1
Estimate Ancestry Total Population Ukrainian,53,54,0.2,0.2
Estimate Ancestry Total Population Welsh,0,25,0.0,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),757,680,2.8,2.5
Estimate Computers And Internet Use Total Households,11010,594,11010,(X)
Estimate Computers And Internet Use Total Households With A Computer,9215,554,83.7,2.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,8091,602,73.5,3.7
