,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",549,118,32.0,7.4
Estimate Marital Status Females 15 Years And Over Separated,38,60,2.2,3.4
Estimate Marital Status Females 15 Years And Over Widowed,133,73,7.7,4.1
Estimate Marital Status Females 15 Years And Over Divorced,140,83,8.1,4.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,36,38,36,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,54.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,48,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",35,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,369,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",27,44,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",70,94,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1205,222,1205,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",22,32,1.8,2.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,14,22,1.2,1.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),177,65,14.7,5.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),78,56,6.5,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,914,223,75.9,8.3
Estimate Educational Attainment Population 25 Years And Over,2585,194,2585,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,19,20,0.7,0.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",60,73,2.3,2.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),536,161,20.7,6.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",379,151,14.7,5.7
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,299,139,11.6,5.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,619,174,23.9,6.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,673,201,26.0,7.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2506,215,96.9,3.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1292,242,50.0,7.8
Estimate Veteran Status Civilian Population 18 Years And Over,3310,104,3310,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,200,114,6.0,3.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3634,26,3634,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,305,139,8.4,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,357,99,357,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,10,17,2.8,5.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,2767,133,2767,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,225,120,8.1,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,510,112,510,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,70,57,13.7,10.3
Estimate Residence 1 Year Ago Population 1 Year And Over,3633,45,3633,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,2855,259,78.6,6.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),778,252,21.4,6.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,747,255,20.6,7.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,221,145,6.1,4.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,526,203,14.5,5.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,379,187,10.4,5.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,147,96,4.0,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,31,49,0.9,1.4
Estimate Place Of Birth Total Population,3667,22,3667,(X)
Estimate Place Of Birth Total Population Native,3169,197,86.4,5.3
Estimate Place Of Birth Total Population Native Born In United States,3087,215,84.2,5.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,1982,270,54.0,7.4
Estimate Place Of Birth Total Population Native Born In United States Different State,1105,232,30.1,6.3
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",82,64,2.2,1.7
Estimate Place Of Birth Total Population Foreign Born,498,194,13.6,5.3
Estimate U.S. Citizenship Status Foreign-Born Population,498,194,498,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,114,127,22.9,22.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,384,168,77.1,22.6
Estimate Year Of Entry Population Born Outside The United States,580,212,580,(X)
Estimate Year Of Entry Population Born Outside The United States Native,82,64,82,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,36.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,82,64,100.0,36.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,498,194,498,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,335,182,67.3,19.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,163,100,32.7,19.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",498,194,498,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",114,127,22.9,22.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",354,164,71.1,22.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",8,15,1.6,3.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",22,33,4.4,6.7
Estimate Language Spoken At Home Population 5 Years And Over,3575,64,3575,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,3003,222,84.0,6.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,572,215,16.0,6.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",278,136,7.8,3.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,42,48,1.2,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",28,44,0.8,1.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,231,183,6.5,5.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",83,75,2.3,2.1
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,299,132,8.4,3.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",167,104,4.7,2.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.1
Estimate Ancestry Total Population,3667,22,3667,(X)
Estimate Ancestry Total Population American,129,102,3.5,2.8
Estimate Ancestry Total Population Arab,46,70,1.3,1.9
Estimate Ancestry Total Population Czech,22,32,0.6,0.9
Estimate Ancestry Total Population Danish,0,13,0.0,1.1
Estimate Ancestry Total Population Dutch,36,79,1.0,2.1
Estimate Ancestry Total Population English,389,160,10.6,4.4
Estimate Ancestry Total Population French (Except Basque),157,105,4.3,2.9
Estimate Ancestry Total Population French Canadian,125,113,3.4,3.1
Estimate Ancestry Total Population German,356,174,9.7,4.7
Estimate Ancestry Total Population Greek,49,62,1.3,1.7
Estimate Ancestry Total Population Hungarian,28,30,0.8,0.8
Estimate Ancestry Total Population Irish,720,195,19.6,5.3
Estimate Ancestry Total Population Italian,566,218,15.4,5.9
Estimate Ancestry Total Population Lithuanian,65,59,1.8,1.6
Estimate Ancestry Total Population Norwegian,17,26,0.5,0.7
Estimate Ancestry Total Population Polish,1129,247,30.8,6.8
Estimate Ancestry Total Population Portuguese,39,29,1.1,0.8
Estimate Ancestry Total Population Russian,18,28,0.5,0.8
Estimate Ancestry Total Population Scotch-Irish,16,25,0.4,0.7
Estimate Ancestry Total Population Scottish,69,54,1.9,1.5
Estimate Ancestry Total Population Slovak,20,30,0.5,0.8
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,1.1
Estimate Ancestry Total Population Swedish,54,85,1.5,2.3
Estimate Ancestry Total Population Swiss,16,24,0.4,0.7
Estimate Ancestry Total Population Ukrainian,60,54,1.6,1.5
Estimate Ancestry Total Population Welsh,36,42,1.0,1.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,1.1
Estimate Computers And Internet Use Total Households,1666,118,1666,(X)
Estimate Computers And Internet Use Total Households With A Computer,1666,118,100.0,2.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1526,137,91.6,5.2
