,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,155,135,55.4,28.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School,6533,561,6533,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",659,266,10.1,4.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,246,103,3.8,1.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2732,413,41.8,4.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1458,281,22.3,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1438,276,22.0,4.1
Estimate Educational Attainment Population 25 Years And Over,17225,939,17225,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,625,278,3.6,1.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1185,382,6.9,2.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),5666,699,32.9,3.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3209,484,18.6,2.5
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1669,359,9.7,2.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3338,388,19.4,2.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1533,249,8.9,1.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,15415,873,89.5,2.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4871,456,28.3,2.8
Estimate Veteran Status Civilian Population 18 Years And Over,19379,1033,19379,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1278,407,6.6,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,25432,1350,25432,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3684,598,14.5,2.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,6140,627,6140,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,328,160,5.3,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,15866,966,15866,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2212,465,13.9,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3426,454,3426,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1144,298,33.4,6.9
Estimate Residence 1 Year Ago Population 1 Year And Over,25255,1318,25255,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,23142,1350,91.6,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2113,504,8.4,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2068,498,8.2,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1499,450,5.9,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,569,265,2.3,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,287,141,1.1,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,282,210,1.1,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,45,56,0.2,0.2
Estimate Place Of Birth Total Population,25526,1350,25526,(X)
Estimate Place Of Birth Total Population Native,22332,1400,87.5,2.7
Estimate Place Of Birth Total Population Native Born In United States,21421,1354,83.9,2.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,17849,1345,69.9,3.0
Estimate Place Of Birth Total Population Native Born In United States Different State,3572,463,14.0,1.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",911,328,3.6,1.3
Estimate Place Of Birth Total Population Foreign Born,3194,706,12.5,2.7
Estimate U.S. Citizenship Status Foreign-Born Population,3194,706,3194,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1605,279,50.3,10.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1589,622,49.7,10.6
Estimate Year Of Entry Population Born Outside The United States,4105,723,4105,(X)
Estimate Year Of Entry Population Born Outside The United States Native,911,328,911,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,180,124,19.8,12.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,731,298,80.2,12.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,3194,706,3194,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,945,380,29.6,8.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2249,477,70.4,8.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",3194,706,3194,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",295,156,9.2,5.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",359,219,11.2,7.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",86,82,2.7,2.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",9,14,0.3,0.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",2411,667,75.5,8.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",34,32,1.1,1.0
Estimate Language Spoken At Home Population 5 Years And Over,23941,1252,23941,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,17949,1286,75.0,3.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,5992,934,25.0,3.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1519,384,6.3,1.6
Estimate Language Spoken At Home Population 5 Years And Over Spanish,4723,858,19.7,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1109,338,4.6,1.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,826,257,3.5,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",216,98,0.9,0.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,400,362,1.7,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",194,177,0.8,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,43,62,0.2,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,25,0.0,0.2
Estimate Ancestry Total Population,25526,1350,25526,(X)
Estimate Ancestry Total Population American,731,265,2.9,1.1
Estimate Ancestry Total Population Arab,139,97,0.5,0.4
Estimate Ancestry Total Population Czech,8,14,0.0,0.1
Estimate Ancestry Total Population Danish,15,25,0.1,0.1
Estimate Ancestry Total Population Dutch,164,90,0.6,0.4
Estimate Ancestry Total Population English,2343,532,9.2,2.1
Estimate Ancestry Total Population French (Except Basque),2535,584,9.9,2.1
Estimate Ancestry Total Population French Canadian,1131,342,4.4,1.4
Estimate Ancestry Total Population German,614,223,2.4,0.9
Estimate Ancestry Total Population Greek,418,217,1.6,0.8
Estimate Ancestry Total Population Hungarian,0,25,0.0,0.2
Estimate Ancestry Total Population Irish,5776,924,22.6,3.4
Estimate Ancestry Total Population Italian,4032,672,15.8,2.5
Estimate Ancestry Total Population Lithuanian,142,76,0.6,0.3
Estimate Ancestry Total Population Norwegian,11,21,0.0,0.1
Estimate Ancestry Total Population Polish,814,328,3.2,1.3
Estimate Ancestry Total Population Portuguese,437,189,1.7,0.7
Estimate Ancestry Total Population Russian,213,181,0.8,0.7
Estimate Ancestry Total Population Scotch-Irish,123,85,0.5,0.3
Estimate Ancestry Total Population Scottish,482,199,1.9,0.8
Estimate Ancestry Total Population Slovak,0,25,0.0,0.2
Estimate Ancestry Total Population Subsaharan African,166,167,0.7,0.7
Estimate Ancestry Total Population Swedish,185,115,0.7,0.5
Estimate Ancestry Total Population Swiss,0,25,0.0,0.2
Estimate Ancestry Total Population Ukrainian,31,39,0.1,0.2
Estimate Ancestry Total Population Welsh,77,71,0.3,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),235,138,0.9,0.5
Estimate Computers And Internet Use Total Households,9915,469,9915,(X)
Estimate Computers And Internet Use Total Households With A Computer,9461,483,95.4,1.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,8659,511,87.3,2.8
