,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate U.S. Citizenship Status Foreign-Born Population,478,233,478,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,295,208,61.7,22.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,183,82,38.3,22.0
Estimate Year Of Entry Population Born Outside The United States,543,249,543,(X)
Estimate Year Of Entry Population Born Outside The United States Native,65,55,65,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,14,20,21.5,35.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,51,52,78.5,35.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,478,233,478,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,18,25,3.8,5.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,460,231,96.2,5.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",478,233,478,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",56,50,11.7,10.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",149,141,31.2,25.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,8.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,8.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",273,184,57.1,25.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,8.0
Estimate Language Spoken At Home Population 5 Years And Over,2200,418,2200,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1565,297,71.1,9.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,635,268,28.9,9.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",252,154,11.5,6.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,185,71,8.4,3.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",96,61,4.4,2.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,247,184,11.2,7.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",41,35,1.9,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,182,197,8.3,8.7
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",115,138,5.2,6.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,21,26,1.0,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.8
Estimate Ancestry Total Population,2245,414,2245,(X)
Estimate Ancestry Total Population American,22,30,1.0,1.3
Estimate Ancestry Total Population Arab,0,13,0.0,1.8
Estimate Ancestry Total Population Czech,0,13,0.0,1.8
Estimate Ancestry Total Population Danish,0,13,0.0,1.8
Estimate Ancestry Total Population Dutch,11,21,0.5,0.9
Estimate Ancestry Total Population English,88,52,3.9,2.7
Estimate Ancestry Total Population French (Except Basque),69,61,3.1,2.6
Estimate Ancestry Total Population French Canadian,176,167,7.8,7.1
Estimate Ancestry Total Population German,73,41,3.3,1.9
Estimate Ancestry Total Population Greek,10,21,0.4,1.0
Estimate Ancestry Total Population Hungarian,0,13,0.0,1.8
Estimate Ancestry Total Population Irish,243,111,10.8,4.6
Estimate Ancestry Total Population Italian,182,112,8.1,5.2
Estimate Ancestry Total Population Lithuanian,19,25,0.8,1.1
Estimate Ancestry Total Population Norwegian,17,23,0.8,1.0
Estimate Ancestry Total Population Polish,24,32,1.1,1.5
Estimate Ancestry Total Population Portuguese,2,5,0.1,0.2
Estimate Ancestry Total Population Russian,7,16,0.3,0.7
Estimate Ancestry Total Population Scotch-Irish,45,66,2.0,3.0
Estimate Ancestry Total Population Scottish,19,27,0.8,1.2
Estimate Ancestry Total Population Slovak,0,13,0.0,1.8
Estimate Ancestry Total Population Subsaharan African,12,21,0.5,1.0
Estimate Ancestry Total Population Swedish,0,13,0.0,1.8
Estimate Ancestry Total Population Swiss,0,13,0.0,1.8
Estimate Ancestry Total Population Ukrainian,12,21,0.5,0.9
Estimate Ancestry Total Population Welsh,0,13,0.0,1.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),317,357,14.1,14.8
Estimate Computers And Internet Use Total Households,315,103,315,(X)
Estimate Computers And Internet Use Total Households With A Computer,315,103,100.0,11.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,315,103,100.0,11.9
