,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,-666666666.0,-222222222.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,53,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,34,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,246,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,87,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,68,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,53,39,53,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,14,22,26.4,37.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,14,22,26.4,37.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,45.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,45.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,45.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,14,22,14,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,14,22,100.0,87.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,0.0,87.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1022,189,1022,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",72,54,7.0,5.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,7,11,0.7,1.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),399,143,39.0,10.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),291,115,28.5,10.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,253,97,24.8,9.0
Estimate Educational Attainment Population 25 Years And Over,5670,230,5670,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,48,39,0.8,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",192,104,3.4,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),694,166,12.2,2.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",942,210,16.6,3.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,494,110,8.7,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1723,228,30.4,3.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1577,198,27.8,3.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,5430,245,95.8,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3300,266,58.2,4.2
Estimate Veteran Status Civilian Population 18 Years And Over,6109,225,6109,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,503,153,8.2,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,6958,91,6958,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,874,187,12.6,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,905,225,905,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,46,34,5.1,4.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3528,265,3528,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,186,74,5.3,2.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2525,328,2525,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,642,165,25.4,5.9
Estimate Residence 1 Year Ago Population 1 Year And Over,7014,15,7014,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,6440,308,91.8,4.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),574,306,8.2,4.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,574,306,8.2,4.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,363,257,5.2,3.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,211,129,3.0,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,127,98,1.8,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,84,86,1.2,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.6
Estimate Place Of Birth Total Population,7014,15,7014,(X)
Estimate Place Of Birth Total Population Native,6768,93,96.5,1.3
Estimate Place Of Birth Total Population Native Born In United States,6669,106,95.1,1.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4763,292,67.9,4.2
Estimate Place Of Birth Total Population Native Born In United States Different State,1906,264,27.2,3.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",99,82,1.4,1.2
Estimate Place Of Birth Total Population Foreign Born,246,91,3.5,1.3
Estimate U.S. Citizenship Status Foreign-Born Population,246,91,246,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,192,83,78.0,13.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,54,35,22.0,13.5
Estimate Year Of Entry Population Born Outside The United States,345,106,345,(X)
Estimate Year Of Entry Population Born Outside The United States Native,99,82,99,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,37,62,37.4,40.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,62,43,62.6,40.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,246,91,246,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,19,0.0,15.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,246,91,100.0,15.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",246,91,246,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",150,68,61.0,17.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",37,33,15.0,12.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,15.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",7,11,2.8,4.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",28,26,11.4,8.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",24,21,9.8,8.6
Estimate Language Spoken At Home Population 5 Years And Over,6794,129,6794,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6578,147,96.8,1.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,216,89,3.2,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",26,24,0.4,0.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,61,53,0.9,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",9,15,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,144,72,2.1,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",17,19,0.3,0.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,19,0.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,11,19,0.2,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.6
Estimate Ancestry Total Population,7014,15,7014,(X)
Estimate Ancestry Total Population American,341,127,4.9,1.8
Estimate Ancestry Total Population Arab,102,92,1.5,1.3
Estimate Ancestry Total Population Czech,17,18,0.2,0.3
Estimate Ancestry Total Population Danish,30,27,0.4,0.4
Estimate Ancestry Total Population Dutch,37,28,0.5,0.4
Estimate Ancestry Total Population English,1416,275,20.2,3.9
Estimate Ancestry Total Population French (Except Basque),311,153,4.4,2.2
Estimate Ancestry Total Population French Canadian,185,80,2.6,1.1
Estimate Ancestry Total Population German,704,271,10.0,3.9
Estimate Ancestry Total Population Greek,108,72,1.5,1.0
Estimate Ancestry Total Population Hungarian,36,32,0.5,0.5
Estimate Ancestry Total Population Irish,1769,343,25.2,4.9
Estimate Ancestry Total Population Italian,1059,307,15.1,4.4
Estimate Ancestry Total Population Lithuanian,41,37,0.6,0.5
Estimate Ancestry Total Population Norwegian,53,37,0.8,0.5
Estimate Ancestry Total Population Polish,276,129,3.9,1.8
Estimate Ancestry Total Population Portuguese,273,113,3.9,1.6
Estimate Ancestry Total Population Russian,72,56,1.0,0.8
Estimate Ancestry Total Population Scotch-Irish,110,86,1.6,1.2
Estimate Ancestry Total Population Scottish,382,174,5.4,2.5
Estimate Ancestry Total Population Slovak,0,19,0.0,0.6
Estimate Ancestry Total Population Subsaharan African,89,138,1.3,2.0
Estimate Ancestry Total Population Swedish,139,69,2.0,1.0
Estimate Ancestry Total Population Swiss,27,22,0.4,0.3
Estimate Ancestry Total Population Ukrainian,24,22,0.3,0.3
Estimate Ancestry Total Population Welsh,54,44,0.8,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),15,21,0.2,0.3
Estimate Computers And Internet Use Total Households,3319,167,3319,(X)
Estimate Computers And Internet Use Total Households With A Computer,3083,157,92.9,3.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2930,154,88.3,3.2
