,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,27804,1577,27804,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3635,494,13.1,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,7262,1042,7262,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,430,171,5.9,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,17691,926,17691,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1856,362,10.5,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2851,444,2851,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1349,305,47.3,8.1
Estimate Residence 1 Year Ago Population 1 Year And Over,27515,1573,27515,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,24183,1594,87.9,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),3332,739,12.1,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,3115,742,11.3,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2462,651,8.9,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,653,292,2.4,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,395,272,1.4,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,258,138,0.9,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,217,114,0.8,0.4
Estimate Place Of Birth Total Population,27804,1577,27804,(X)
Estimate Place Of Birth Total Population Native,18102,1459,65.1,3.4
Estimate Place Of Birth Total Population Native Born In United States,14906,1351,53.6,3.5
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,12545,1188,45.1,3.2
Estimate Place Of Birth Total Population Native Born In United States Different State,2361,474,8.5,1.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",3196,663,11.5,2.3
Estimate Place Of Birth Total Population Foreign Born,9702,1043,34.9,3.4
Estimate U.S. Citizenship Status Foreign-Born Population,9702,1043,9702,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4129,560,42.6,5.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,5573,977,57.4,5.9
Estimate Year Of Entry Population Born Outside The United States,12898,1166,12898,(X)
Estimate Year Of Entry Population Born Outside The United States Native,3196,663,3196,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,1013,405,31.7,10.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,2183,510,68.3,10.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,9702,1043,9702,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,4497,907,46.4,6.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5205,600,53.6,6.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",9702,1043,9702,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",106,72,1.1,0.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",732,228,7.5,2.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",229,172,2.4,1.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,0.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",8552,1027,88.1,3.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",83,71,0.9,0.7
Estimate Language Spoken At Home Population 5 Years And Over,25977,1430,25977,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,7840,854,30.2,3.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,18137,1502,69.8,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",8128,1127,31.3,3.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,16757,1499,64.5,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",7577,1085,29.2,3.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,402,196,1.5,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",76,62,0.3,0.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,791,254,3.0,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",475,185,1.8,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,187,143,0.7,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,25,0.0,0.2
Estimate Ancestry Total Population,27804,1577,27804,(X)
Estimate Ancestry Total Population American,237,140,0.9,0.5
Estimate Ancestry Total Population Arab,53,46,0.2,0.2
Estimate Ancestry Total Population Czech,0,25,0.0,0.1
Estimate Ancestry Total Population Danish,3,8,0.0,0.1
Estimate Ancestry Total Population Dutch,44,60,0.2,0.2
Estimate Ancestry Total Population English,580,268,2.1,1.0
Estimate Ancestry Total Population French (Except Basque),759,301,2.7,1.1
Estimate Ancestry Total Population French Canadian,488,199,1.8,0.7
Estimate Ancestry Total Population German,370,262,1.3,1.0
Estimate Ancestry Total Population Greek,5,8,0.0,0.1
Estimate Ancestry Total Population Hungarian,7,13,0.0,0.1
Estimate Ancestry Total Population Irish,1538,361,5.5,1.4
Estimate Ancestry Total Population Italian,1386,358,5.0,1.3
Estimate Ancestry Total Population Lithuanian,135,96,0.5,0.3
Estimate Ancestry Total Population Norwegian,10,17,0.0,0.1
Estimate Ancestry Total Population Polish,202,149,0.7,0.5
Estimate Ancestry Total Population Portuguese,128,91,0.5,0.3
Estimate Ancestry Total Population Russian,0,25,0.0,0.1
Estimate Ancestry Total Population Scotch-Irish,31,47,0.1,0.2
Estimate Ancestry Total Population Scottish,146,146,0.5,0.5
Estimate Ancestry Total Population Slovak,0,25,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,186,137,0.7,0.5
Estimate Ancestry Total Population Swedish,38,41,0.1,0.1
Estimate Ancestry Total Population Swiss,0,25,0.0,0.1
Estimate Ancestry Total Population Ukrainian,57,64,0.2,0.2
Estimate Ancestry Total Population Welsh,0,25,0.0,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),110,107,0.4,0.4
Estimate Computers And Internet Use Total Households,10204,558,10204,(X)
Estimate Computers And Internet Use Total Households With A Computer,9196,606,90.1,3.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,8370,646,82.0,3.9
