,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,321,158,321,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,99,81,30.8,20.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,11.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,54,57,16.8,16.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,16,24,5.0,7.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,29,47,9.0,13.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,99,81,99,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,97,80,98.0,6.1
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,21,0.0,32.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3866,684,3866,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",266,106,6.9,2.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,250,139,6.5,3.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1787,390,46.2,6.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),786,205,20.3,4.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,777,256,20.1,5.3
Estimate Educational Attainment Population 25 Years And Over,7143,830,7143,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1102,225,15.4,3.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1287,358,18.0,4.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),2122,488,29.7,5.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1190,259,16.7,3.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,374,171,5.2,2.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,656,204,9.2,2.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,412,141,5.8,2.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4754,689,66.6,5.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1068,301,15.0,4.0
Estimate Veteran Status Civilian Population 18 Years And Over,8521,939,8521,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,204,117,2.4,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,12356,1462,12356,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2864,431,23.2,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3853,783,3853,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,549,219,14.2,4.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,7272,913,7272,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1663,305,22.9,4.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1231,226,1231,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,652,148,53.0,10.1
Estimate Residence 1 Year Ago Population 1 Year And Over,12305,1436,12305,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10916,1381,88.7,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1389,397,11.3,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1307,390,10.6,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,748,279,6.1,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,559,296,4.5,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,102,85,0.8,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,457,285,3.7,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,82,72,0.7,0.6
Estimate Place Of Birth Total Population,12387,1461,12387,(X)
Estimate Place Of Birth Total Population Native,11194,1372,90.4,3.0
Estimate Place Of Birth Total Population Native Born In United States,7195,1198,58.1,5.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5584,996,45.1,5.5
Estimate Place Of Birth Total Population Native Born In United States Different State,1611,524,13.0,3.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",3999,726,32.3,5.2
Estimate Place Of Birth Total Population Foreign Born,1193,393,9.6,3.0
Estimate U.S. Citizenship Status Foreign-Born Population,1193,393,1193,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,534,189,44.8,13.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,659,306,55.2,13.1
Estimate Year Of Entry Population Born Outside The United States,5192,850,5192,(X)
Estimate Year Of Entry Population Born Outside The United States Native,3999,726,3999,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,858,276,21.5,6.2
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,3141,647,78.5,6.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1193,393,1193,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,195,105,16.3,7.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,998,357,83.7,7.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1193,393,1193,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",18,26,1.5,2.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",95,95,8.0,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",9,22,0.8,1.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,3.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1061,369,88.9,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",10,19,0.8,1.6
Estimate Language Spoken At Home Population 5 Years And Over,11404,1262,11404,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,4200,824,36.8,5.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,7204,1027,63.2,5.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",3001,545,26.3,4.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,7040,1003,61.7,6.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",2951,538,25.9,4.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,51,43,0.4,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",10,12,0.1,0.1
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,81,75,0.7,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",40,54,0.4,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,32,136,0.3,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.3
Estimate Ancestry Total Population,12387,1461,12387,(X)
Estimate Ancestry Total Population American,86,66,0.7,0.5
Estimate Ancestry Total Population Arab,0,21,0.0,0.3
Estimate Ancestry Total Population Czech,0,21,0.0,0.3
Estimate Ancestry Total Population Danish,0,21,0.0,0.3
Estimate Ancestry Total Population Dutch,0,21,0.0,0.3
Estimate Ancestry Total Population English,205,119,1.7,1.0
Estimate Ancestry Total Population French (Except Basque),322,211,2.6,1.7
Estimate Ancestry Total Population French Canadian,149,116,1.2,0.9
Estimate Ancestry Total Population German,76,58,0.6,0.5
Estimate Ancestry Total Population Greek,26,40,0.2,0.3
Estimate Ancestry Total Population Hungarian,0,21,0.0,0.3
Estimate Ancestry Total Population Irish,616,387,5.0,3.0
Estimate Ancestry Total Population Italian,625,399,5.0,3.0
Estimate Ancestry Total Population Lithuanian,0,21,0.0,0.3
Estimate Ancestry Total Population Norwegian,0,21,0.0,0.3
Estimate Ancestry Total Population Polish,425,385,3.4,3.0
Estimate Ancestry Total Population Portuguese,77,81,0.6,0.7
Estimate Ancestry Total Population Russian,0,21,0.0,0.3
Estimate Ancestry Total Population Scotch-Irish,14,22,0.1,0.2
Estimate Ancestry Total Population Scottish,8,13,0.1,0.1
Estimate Ancestry Total Population Slovak,0,21,0.0,0.3
Estimate Ancestry Total Population Subsaharan African,91,185,0.7,1.5
Estimate Ancestry Total Population Swedish,0,21,0.0,0.3
Estimate Ancestry Total Population Swiss,0,21,0.0,0.3
Estimate Ancestry Total Population Ukrainian,16,28,0.1,0.2
Estimate Ancestry Total Population Welsh,0,21,0.0,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),81,87,0.7,0.7
Estimate Computers And Internet Use Total Households,4234,399,4234,(X)
Estimate Computers And Internet Use Total Households With A Computer,3505,366,82.8,4.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3273,354,77.3,5.0
