,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",22,16,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",48,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",1,6,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",63,27,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",45,32,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,305,179,305,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,82,126,26.9,33.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,82,126,26.9,33.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,25,0.0,12.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,25,0.0,12.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,25,0.0,12.3
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,82,126,82,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,42,64,51.2,4.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,82,126,100.0,36.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School,5255,613,5255,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",390,256,7.4,4.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,200,109,3.8,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),2171,424,41.3,6.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1136,296,21.6,5.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1358,269,25.8,4.8
Estimate Educational Attainment Population 25 Years And Over,15419,729,15419,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,810,233,5.3,1.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1447,286,9.4,1.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),5079,605,32.9,3.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",3118,463,20.2,2.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1440,310,9.3,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2030,296,13.2,1.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1495,308,9.7,1.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,13162,734,85.4,2.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3525,437,22.9,2.6
Estimate Veteran Status Civilian Population 18 Years And Over,17746,807,17746,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1212,322,6.8,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,22549,1242,22549,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,3929,521,17.4,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,4963,715,4963,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,516,213,10.4,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,14055,831,14055,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2063,390,14.7,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3531,453,3531,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1350,242,38.2,5.9
Estimate Residence 1 Year Ago Population 1 Year And Over,22502,1232,22502,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,20499,1354,91.1,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2003,501,8.9,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1908,500,8.5,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1340,453,6.0,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,568,167,2.5,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,328,139,1.5,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,240,120,1.1,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,95,90,0.4,0.4
Estimate Place Of Birth Total Population,22709,1240,22709,(X)
Estimate Place Of Birth Total Population Native,20342,1335,89.6,2.2
Estimate Place Of Birth Total Population Native Born In United States,17777,1227,78.3,3.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,15302,1163,67.4,3.4
Estimate Place Of Birth Total Population Native Born In United States Different State,2475,413,10.9,1.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",2565,700,11.3,2.9
Estimate Place Of Birth Total Population Foreign Born,2367,485,10.4,2.2
Estimate U.S. Citizenship Status Foreign-Born Population,2367,485,2367,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1497,408,63.2,12.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,870,368,36.8,12.9
Estimate Year Of Entry Population Born Outside The United States,4932,788,4932,(X)
Estimate Year Of Entry Population Born Outside The United States Native,2565,700,2565,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,815,594,31.8,16.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1750,401,68.2,16.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2367,485,2367,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,468,284,19.8,10.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1899,404,80.2,10.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2367,485,2367,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1252,319,52.9,11.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",521,241,22.0,8.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",8,13,0.3,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,25,0.0,1.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",374,209,15.8,8.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",212,194,9.0,7.4
Estimate Language Spoken At Home Population 5 Years And Over,21346,1088,21346,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,15397,1168,72.1,3.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,5949,797,27.9,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1887,367,8.8,1.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,3751,745,17.6,3.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1118,326,5.2,1.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1863,363,8.7,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",768,233,3.6,1.1
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,314,187,1.5,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",1,3,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,21,30,0.1,0.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,25,0.0,0.2
Estimate Ancestry Total Population,22709,1240,22709,(X)
Estimate Ancestry Total Population American,421,185,1.9,0.8
Estimate Ancestry Total Population Arab,35,50,0.2,0.2
Estimate Ancestry Total Population Czech,59,48,0.3,0.2
Estimate Ancestry Total Population Danish,0,25,0.0,0.2
Estimate Ancestry Total Population Dutch,0,25,0.0,0.2
Estimate Ancestry Total Population English,874,456,3.8,2.0
Estimate Ancestry Total Population French (Except Basque),3123,734,13.8,3.0
Estimate Ancestry Total Population French Canadian,1677,428,7.4,1.8
Estimate Ancestry Total Population German,1102,349,4.9,1.5
Estimate Ancestry Total Population Greek,24,21,0.1,0.1
Estimate Ancestry Total Population Hungarian,6,10,0.0,0.1
Estimate Ancestry Total Population Irish,2529,531,11.1,2.3
Estimate Ancestry Total Population Italian,1388,413,6.1,1.6
Estimate Ancestry Total Population Lithuanian,76,63,0.3,0.3
Estimate Ancestry Total Population Norwegian,5,8,0.0,0.1
Estimate Ancestry Total Population Polish,4648,816,20.5,3.4
Estimate Ancestry Total Population Portuguese,493,240,2.2,1.1
Estimate Ancestry Total Population Russian,240,129,1.1,0.6
Estimate Ancestry Total Population Scotch-Irish,45,38,0.2,0.2
Estimate Ancestry Total Population Scottish,420,250,1.8,1.1
Estimate Ancestry Total Population Slovak,2,7,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,123,131,0.5,0.6
Estimate Ancestry Total Population Swedish,153,136,0.7,0.6
Estimate Ancestry Total Population Swiss,0,25,0.0,0.2
Estimate Ancestry Total Population Ukrainian,128,86,0.6,0.4
Estimate Ancestry Total Population Welsh,26,40,0.1,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),76,91,0.3,0.4
Estimate Computers And Internet Use Total Households,9375,483,9375,(X)
Estimate Computers And Internet Use Total Households With A Computer,8439,459,90.0,2.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,8061,434,86.0,2.9
