,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3004,388,3004,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",185,79,6.2,2.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,68,47,2.3,1.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1403,242,46.7,6.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),686,200,22.8,6.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,662,209,22.0,5.8
Estimate Educational Attainment Population 25 Years And Over,13700,510,13700,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,123,79,0.9,0.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",544,178,4.0,1.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3615,438,26.4,3.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2352,416,17.2,2.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1517,266,11.1,1.9
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3137,426,22.9,3.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2412,344,17.6,2.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,13033,537,95.1,1.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5549,525,40.5,3.5
Estimate Veteran Status Civilian Population 18 Years And Over,14989,296,14989,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1457,281,9.7,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,17705,152,17705,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2542,414,14.4,2.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2716,277,2716,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,211,118,7.8,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,10850,487,10850,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1085,268,10.0,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,4139,401,4139,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1246,342,30.1,6.9
Estimate Residence 1 Year Ago Population 1 Year And Over,17664,153,17664,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,16001,521,90.6,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1663,517,9.4,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1560,499,8.8,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,898,424,5.1,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,662,232,3.7,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,365,143,2.1,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,297,175,1.7,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,103,142,0.6,0.8
Estimate Place Of Birth Total Population,17708,152,17708,(X)
Estimate Place Of Birth Total Population Native,16519,376,93.3,2.0
Estimate Place Of Birth Total Population Native Born In United States,16393,378,92.6,2.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,12342,606,69.7,3.3
Estimate Place Of Birth Total Population Native Born In United States Different State,4051,492,22.9,2.8
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",126,66,0.7,0.4
Estimate Place Of Birth Total Population Foreign Born,1189,356,6.7,2.0
Estimate U.S. Citizenship Status Foreign-Born Population,1189,356,1189,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,869,315,73.1,13.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,320,171,26.9,13.1
Estimate Year Of Entry Population Born Outside The United States,1315,359,1315,(X)
Estimate Year Of Entry Population Born Outside The United States Native,126,66,126,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,17,22,13.5,17.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,109,61,86.5,17.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1189,356,1189,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,292,183,24.6,13.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,897,293,75.4,13.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1189,356,1189,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",390,222,32.8,15.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",356,175,29.9,13.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",76,92,6.4,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",10,17,0.8,1.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",321,212,27.0,14.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",36,40,3.0,3.5
Estimate Language Spoken At Home Population 5 Years And Over,17141,225,17141,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,15444,406,90.1,2.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1697,395,9.9,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",599,210,3.5,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,680,307,4.0,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",225,149,1.3,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,623,282,3.6,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",205,133,1.2,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,215,145,1.3,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",131,118,0.8,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,179,161,1.0,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",38,45,0.2,0.3
Estimate Ancestry Total Population,17708,152,17708,(X)
Estimate Ancestry Total Population American,747,258,4.2,1.5
Estimate Ancestry Total Population Arab,196,165,1.1,0.9
Estimate Ancestry Total Population Czech,52,45,0.3,0.3
Estimate Ancestry Total Population Danish,64,76,0.4,0.4
Estimate Ancestry Total Population Dutch,36,43,0.2,0.2
Estimate Ancestry Total Population English,2434,420,13.7,2.3
Estimate Ancestry Total Population French (Except Basque),2307,449,13.0,2.5
Estimate Ancestry Total Population French Canadian,1217,243,6.9,1.4
Estimate Ancestry Total Population German,1695,361,9.6,2.0
Estimate Ancestry Total Population Greek,25,34,0.1,0.2
Estimate Ancestry Total Population Hungarian,131,99,0.7,0.6
Estimate Ancestry Total Population Irish,4238,590,23.9,3.4
Estimate Ancestry Total Population Italian,1656,373,9.4,2.1
Estimate Ancestry Total Population Lithuanian,260,152,1.5,0.9
Estimate Ancestry Total Population Norwegian,92,87,0.5,0.5
Estimate Ancestry Total Population Polish,2378,467,13.4,2.6
Estimate Ancestry Total Population Portuguese,265,167,1.5,0.9
Estimate Ancestry Total Population Russian,341,212,1.9,1.2
Estimate Ancestry Total Population Scotch-Irish,60,40,0.3,0.2
Estimate Ancestry Total Population Scottish,434,167,2.5,0.9
Estimate Ancestry Total Population Slovak,0,21,0.0,0.2
Estimate Ancestry Total Population Subsaharan African,1,3,0.0,0.1
Estimate Ancestry Total Population Swedish,256,134,1.4,0.8
Estimate Ancestry Total Population Swiss,170,188,1.0,1.1
Estimate Ancestry Total Population Ukrainian,312,160,1.8,0.9
Estimate Ancestry Total Population Welsh,103,59,0.6,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),49,61,0.3,0.3
Estimate Computers And Internet Use Total Households,8451,270,8451,(X)
Estimate Computers And Internet Use Total Households With A Computer,7984,306,94.5,1.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,7643,334,90.4,2.6
