,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,5970,506,76.0,3.6
Estimate Place Of Birth Total Population Native Born In United States Different State,914,231,11.6,2.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",130,74,1.7,0.9
Estimate Place Of Birth Total Population Foreign Born,842,235,10.7,2.7
Estimate U.S. Citizenship Status Foreign-Born Population,842,235,842,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,624,206,74.1,9.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,218,97,25.9,9.9
Estimate Year Of Entry Population Born Outside The United States,972,256,972,(X)
Estimate Year Of Entry Population Born Outside The United States Native,130,74,130,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,33,52,25.4,32.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,97,53,74.6,32.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,842,235,842,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,186,109,22.1,11.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,656,215,77.9,11.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",842,235,842,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",178,76,21.1,8.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",476,207,56.5,14.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",10,17,1.2,2.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,4.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",154,116,18.3,13.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",24,39,2.9,4.5
Estimate Language Spoken At Home Population 5 Years And Over,7519,625,7519,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,6713,576,89.3,3.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,806,243,10.7,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",423,193,5.6,2.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,106,92,1.4,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",25,45,0.3,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,199,92,2.6,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",49,38,0.7,0.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,361,199,4.8,2.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",256,164,3.4,2.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,140,157,1.9,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",93,130,1.2,1.7
Estimate Ancestry Total Population,7856,641,7856,(X)
Estimate Ancestry Total Population American,458,203,5.8,2.6
Estimate Ancestry Total Population Arab,106,109,1.3,1.4
Estimate Ancestry Total Population Czech,42,43,0.5,0.5
Estimate Ancestry Total Population Danish,0,19,0.0,0.5
Estimate Ancestry Total Population Dutch,138,148,1.8,1.9
Estimate Ancestry Total Population English,947,248,12.1,3.0
Estimate Ancestry Total Population French (Except Basque),394,156,5.0,1.9
Estimate Ancestry Total Population French Canadian,270,136,3.4,1.8
Estimate Ancestry Total Population German,217,114,2.8,1.4
Estimate Ancestry Total Population Greek,80,65,1.0,0.8
Estimate Ancestry Total Population Hungarian,8,13,0.1,0.2
Estimate Ancestry Total Population Irish,3002,426,38.2,4.6
Estimate Ancestry Total Population Italian,1420,401,18.1,4.5
Estimate Ancestry Total Population Lithuanian,94,72,1.2,0.9
Estimate Ancestry Total Population Norwegian,92,94,1.2,1.2
Estimate Ancestry Total Population Polish,236,97,3.0,1.3
Estimate Ancestry Total Population Portuguese,120,61,1.5,0.8
Estimate Ancestry Total Population Russian,62,47,0.8,0.6
Estimate Ancestry Total Population Scotch-Irish,30,29,0.4,0.4
Estimate Ancestry Total Population Scottish,196,124,2.5,1.6
Estimate Ancestry Total Population Slovak,0,19,0.0,0.5
Estimate Ancestry Total Population Subsaharan African,64,60,0.8,0.8
Estimate Ancestry Total Population Swedish,150,95,1.9,1.2
Estimate Ancestry Total Population Swiss,0,19,0.0,0.5
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.5
Estimate Ancestry Total Population Welsh,0,19,0.0,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),57,41,0.7,0.5
Estimate Computers And Internet Use Total Households,3444,230,3444,(X)
Estimate Computers And Internet Use Total Households With A Computer,3374,230,98.0,1.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3098,245,90.0,3.4
