,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,67,62,1.8,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,1.1
Estimate Place Of Birth Total Population,3703,23,3703,(X)
Estimate Place Of Birth Total Population Native,3636,51,98.2,1.2
Estimate Place Of Birth Total Population Native Born In United States,3631,53,98.1,1.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,2502,247,67.6,6.6
Estimate Place Of Birth Total Population Native Born In United States Different State,1129,248,30.5,6.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",5,9,0.1,0.3
Estimate Place Of Birth Total Population Foreign Born,67,43,1.8,1.2
Estimate U.S. Citizenship Status Foreign-Born Population,67,43,67,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,58,43,86.6,24.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,9,15,13.4,24.0
Estimate Year Of Entry Population Born Outside The United States,72,45,72,(X)
Estimate Year Of Entry Population Born Outside The United States Native,5,9,5,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,100.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,5,9,100.0,100.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,67,43,67,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,40.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,67,43,100.0,40.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",67,43,67,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",7,10,10.4,15.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",25,27,37.3,41.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,40.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",9,15,13.4,24.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",26,38,38.8,41.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,40.2
Estimate Language Spoken At Home Population 5 Years And Over,3551,66,3551,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,3502,87,98.6,1.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,49,34,1.4,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",7,10,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,27,29,0.8,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,22,20,0.6,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",7,10,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.1
Estimate Ancestry Total Population,3703,23,3703,(X)
Estimate Ancestry Total Population American,442,256,11.9,6.9
Estimate Ancestry Total Population Arab,7,11,0.2,0.3
Estimate Ancestry Total Population Czech,0,13,0.0,1.1
Estimate Ancestry Total Population Danish,0,13,0.0,1.1
Estimate Ancestry Total Population Dutch,23,24,0.6,0.7
Estimate Ancestry Total Population English,439,132,11.9,3.6
Estimate Ancestry Total Population French (Except Basque),343,135,9.3,3.6
Estimate Ancestry Total Population French Canadian,347,151,9.4,4.1
Estimate Ancestry Total Population German,263,103,7.1,2.8
Estimate Ancestry Total Population Greek,14,22,0.4,0.6
Estimate Ancestry Total Population Hungarian,0,13,0.0,1.1
Estimate Ancestry Total Population Irish,682,197,18.4,5.4
Estimate Ancestry Total Population Italian,658,373,17.8,10.1
Estimate Ancestry Total Population Lithuanian,9,14,0.2,0.4
Estimate Ancestry Total Population Norwegian,43,55,1.2,1.5
Estimate Ancestry Total Population Polish,239,109,6.5,3.0
Estimate Ancestry Total Population Portuguese,6,10,0.2,0.3
Estimate Ancestry Total Population Russian,28,24,0.8,0.7
Estimate Ancestry Total Population Scotch-Irish,16,18,0.4,0.5
Estimate Ancestry Total Population Scottish,12,14,0.3,0.4
Estimate Ancestry Total Population Slovak,0,13,0.0,1.1
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,1.1
Estimate Ancestry Total Population Swedish,44,27,1.2,0.7
Estimate Ancestry Total Population Swiss,41,59,1.1,1.6
Estimate Ancestry Total Population Ukrainian,30,26,0.8,0.7
Estimate Ancestry Total Population Welsh,42,39,1.1,1.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),26,38,0.7,1.0
Estimate Computers And Internet Use Total Households,1503,104,1503,(X)
Estimate Computers And Internet Use Total Households With A Computer,1376,99,91.6,3.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1352,98,90.0,3.8
