,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Ancestry Total Population Irish,3502,989,10.8,3.0
Estimate Ancestry Total Population Italian,912,281,2.8,0.9
Estimate Ancestry Total Population Lithuanian,10,16,0.0,0.1
Estimate Ancestry Total Population Norwegian,45,57,0.1,0.2
Estimate Ancestry Total Population Polish,646,508,2.0,1.5
Estimate Ancestry Total Population Portuguese,633,284,1.9,0.9
Estimate Ancestry Total Population Russian,63,51,0.2,0.2
Estimate Ancestry Total Population Scotch-Irish,87,74,0.3,0.2
Estimate Ancestry Total Population Scottish,127,80,0.4,0.3
Estimate Ancestry Total Population Slovak,0,28,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,1543,495,4.8,1.5
Estimate Ancestry Total Population Swedish,26,35,0.1,0.1
Estimate Ancestry Total Population Swiss,76,105,0.2,0.3
Estimate Ancestry Total Population Ukrainian,36,38,0.1,0.1
Estimate Ancestry Total Population Welsh,30,36,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),295,188,0.9,0.6
Estimate Computers And Internet Use Total Households,11376,588,11376,(X)
Estimate Computers And Internet Use Total Households With A Computer,10031,644,88.2,2.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,9335,629,82.1,3.2
