,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1873,377,1873,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,440,142,23.5,7.6
Estimate Residence 1 Year Ago Population 1 Year And Over,15234,1001,15234,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,14002,988,91.9,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1232,487,8.1,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1205,483,7.9,3.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,657,354,4.3,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,548,282,3.6,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,299,162,2.0,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,249,240,1.6,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,27,32,0.2,0.2
Estimate Place Of Birth Total Population,15265,996,15265,(X)
Estimate Place Of Birth Total Population Native,13328,1049,87.3,3.1
Estimate Place Of Birth Total Population Native Born In United States,12831,992,84.1,2.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,10906,1016,71.4,3.8
Estimate Place Of Birth Total Population Native Born In United States Different State,1925,470,12.6,3.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",497,294,3.3,1.9
Estimate Place Of Birth Total Population Foreign Born,1937,463,12.7,3.1
Estimate U.S. Citizenship Status Foreign-Born Population,1937,463,1937,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1109,298,57.3,11.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,828,334,42.7,11.6
Estimate Year Of Entry Population Born Outside The United States,2434,459,2434,(X)
Estimate Year Of Entry Population Born Outside The United States Native,497,294,497,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,71,85,14.3,17.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,426,279,85.7,17.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1937,463,1937,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,730,279,37.7,9.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1207,304,62.3,9.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1937,463,1937,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",516,221,26.6,10.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",664,255,34.3,11.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",136,103,7.0,5.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,2.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",592,346,30.6,13.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",29,36,1.5,1.9
Estimate Language Spoken At Home Population 5 Years And Over,14825,993,14825,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,12839,1070,86.6,3.8
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1986,572,13.4,3.8
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",721,298,4.9,2.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,413,323,2.8,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",76,72,0.5,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,924,414,6.2,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",399,245,2.7,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,420,215,2.8,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",150,117,1.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,229,168,1.5,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",96,98,0.6,0.7
Estimate Ancestry Total Population,15265,996,15265,(X)
Estimate Ancestry Total Population American,1093,516,7.2,3.3
Estimate Ancestry Total Population Arab,174,146,1.1,1.0
Estimate Ancestry Total Population Czech,0,21,0.0,0.3
Estimate Ancestry Total Population Danish,7,14,0.0,0.1
Estimate Ancestry Total Population Dutch,75,118,0.5,0.8
Estimate Ancestry Total Population English,1370,405,9.0,2.6
Estimate Ancestry Total Population French (Except Basque),347,174,2.3,1.1
Estimate Ancestry Total Population French Canadian,342,171,2.2,1.1
Estimate Ancestry Total Population German,527,236,3.5,1.5
Estimate Ancestry Total Population Greek,97,113,0.6,0.7
Estimate Ancestry Total Population Hungarian,51,59,0.3,0.4
Estimate Ancestry Total Population Irish,5224,980,34.2,5.9
Estimate Ancestry Total Population Italian,1723,446,11.3,2.8
Estimate Ancestry Total Population Lithuanian,77,91,0.5,0.6
Estimate Ancestry Total Population Norwegian,42,50,0.3,0.3
Estimate Ancestry Total Population Polish,333,172,2.2,1.2
Estimate Ancestry Total Population Portuguese,85,89,0.6,0.6
Estimate Ancestry Total Population Russian,13,24,0.1,0.2
Estimate Ancestry Total Population Scotch-Irish,60,46,0.4,0.3
Estimate Ancestry Total Population Scottish,213,117,1.4,0.8
Estimate Ancestry Total Population Slovak,15,22,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,657,528,4.3,3.4
Estimate Ancestry Total Population Swedish,155,94,1.0,0.6
Estimate Ancestry Total Population Swiss,0,21,0.0,0.3
Estimate Ancestry Total Population Ukrainian,60,48,0.4,0.3
Estimate Ancestry Total Population Welsh,26,32,0.2,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),142,150,0.9,1.0
Estimate Computers And Internet Use Total Households,6194,364,6194,(X)
Estimate Computers And Internet Use Total Households With A Computer,6063,372,97.9,1.1
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,5541,384,89.5,3.1
