,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,127,74,7.4,4.1
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,350,136,20.5,6.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,243,96,14.3,5.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,1326,237,77.8,5.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,593,173,34.8,8.2
Estimate Veteran Status Civilian Population 18 Years And Over,1940,261,1940,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,61,51,3.1,2.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,2124,280,2124,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,588,143,27.7,7.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,184,85,184,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,18,30,9.8,14.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1609,269,1609,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,354,107,22.0,7.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,331,98,331,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,216,96,65.3,19.3
Estimate Residence 1 Year Ago Population 1 Year And Over,2168,288,2168,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1656,296,76.4,10.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),512,236,23.6,10.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,484,218,22.3,9.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,253,155,11.7,7.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,231,139,10.7,6.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,51,41,2.4,1.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,180,128,8.3,5.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,28,36,1.3,1.6
Estimate Place Of Birth Total Population,2168,288,2168,(X)
Estimate Place Of Birth Total Population Native,1830,226,84.4,6.4
Estimate Place Of Birth Total Population Native Born In United States,1251,223,57.7,6.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,715,210,33.0,8.3
Estimate Place Of Birth Total Population Native Born In United States Different State,536,161,24.7,7.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",579,134,26.7,6.6
Estimate Place Of Birth Total Population Foreign Born,338,163,15.6,6.4
Estimate U.S. Citizenship Status Foreign-Born Population,338,163,338,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,301,164,89.1,9.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,37,26,10.9,9.3
Estimate Year Of Entry Population Born Outside The United States,917,192,917,(X)
Estimate Year Of Entry Population Born Outside The United States Native,579,134,579,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,44,38,7.6,6.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,535,123,92.4,6.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,338,163,338,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,71,64,21.0,16.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,267,142,79.0,16.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",338,163,338,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",19,16,5.6,5.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",27,31,8.0,9.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",125,121,37.0,25.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,11.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",167,110,49.4,25.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,11.1
Estimate Language Spoken At Home Population 5 Years And Over,2112,273,2112,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,989,210,46.8,7.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1123,196,53.2,7.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",600,147,28.4,6.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,893,161,42.3,7.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",539,138,25.5,6.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,85,61,4.0,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",30,35,1.4,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,28,30,1.3,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,117,123,5.5,5.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",31,53,1.5,2.4
Estimate Ancestry Total Population,2168,288,2168,(X)
Estimate Ancestry Total Population American,110,104,5.1,4.7
Estimate Ancestry Total Population Arab,8,12,0.4,0.5
Estimate Ancestry Total Population Czech,0,13,0.0,1.8
Estimate Ancestry Total Population Danish,0,13,0.0,1.8
Estimate Ancestry Total Population Dutch,0,13,0.0,1.8
Estimate Ancestry Total Population English,88,43,4.1,1.9
Estimate Ancestry Total Population French (Except Basque),54,42,2.5,1.9
Estimate Ancestry Total Population French Canadian,11,18,0.5,0.8
Estimate Ancestry Total Population German,156,89,7.2,4.2
Estimate Ancestry Total Population Greek,13,21,0.6,0.9
Estimate Ancestry Total Population Hungarian,13,21,0.6,1.0
Estimate Ancestry Total Population Irish,147,69,6.8,3.0
Estimate Ancestry Total Population Italian,47,33,2.2,1.5
Estimate Ancestry Total Population Lithuanian,0,13,0.0,1.8
Estimate Ancestry Total Population Norwegian,28,42,1.3,1.9
Estimate Ancestry Total Population Polish,59,53,2.7,2.4
Estimate Ancestry Total Population Portuguese,18,22,0.8,1.0
Estimate Ancestry Total Population Russian,9,12,0.4,0.5
Estimate Ancestry Total Population Scotch-Irish,22,25,1.0,1.1
Estimate Ancestry Total Population Scottish,26,27,1.2,1.2
Estimate Ancestry Total Population Slovak,0,13,0.0,1.8
Estimate Ancestry Total Population Subsaharan African,206,167,9.5,7.1
Estimate Ancestry Total Population Swedish,0,13,0.0,1.8
Estimate Ancestry Total Population Swiss,11,18,0.5,0.8
Estimate Ancestry Total Population Ukrainian,6,11,0.3,0.5
Estimate Ancestry Total Population Welsh,0,13,0.0,1.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),39,56,1.8,2.5
Estimate Computers And Internet Use Total Households,1434,163,1434,(X)
Estimate Computers And Internet Use Total Households With A Computer,1149,176,80.1,6.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,932,166,65.0,8.3
