,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Males 15 Years And Over Separated,32,38,0.6,0.7
Estimate Marital Status Males 15 Years And Over Widowed,280,149,5.1,2.7
Estimate Marital Status Males 15 Years And Over Divorced,558,187,10.1,3.3
Estimate Marital Status Females 15 Years And Over,6189,336,6189,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1870,381,30.2,5.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",2905,262,46.9,5.6
Estimate Marital Status Females 15 Years And Over Separated,68,66,1.1,1.1
Estimate Marital Status Females 15 Years And Over Widowed,362,115,5.8,1.9
Estimate Marital Status Females 15 Years And Over Divorced,984,262,15.9,3.9
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,87,62,87,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,21,0.0,34.9
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",27,19,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,72,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",54,49,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",18,19,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,347,159,347,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,66,45,19.0,13.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,21,26,6.1,7.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,7,10,2.0,3.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,20,36,5.8,9.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,18,20,5.2,6.7
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,66,45,66,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,25,16,37.9,24.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,66,45,100.0,40.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School,2735,363,2735,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",236,180,8.6,6.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,127,116,4.6,4.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1017,231,37.2,8.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),774,210,28.3,6.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,581,183,21.2,6.3
Estimate Educational Attainment Population 25 Years And Over,10318,342,10318,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,237,126,2.3,1.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",461,191,4.5,1.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3134,425,30.4,3.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2037,306,19.7,3.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1158,301,11.2,2.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1922,342,18.6,3.2
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1369,270,13.3,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,9620,431,93.2,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3291,455,31.9,4.2
Estimate Veteran Status Civilian Population 18 Years And Over,11065,324,11065,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,612,187,5.5,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,13669,87,13669,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1682,331,12.3,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2730,320,2730,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,41,30,1.5,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,8544,358,8544,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,849,227,9.9,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2395,349,2395,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,792,218,33.1,7.8
Estimate Residence 1 Year Ago Population 1 Year And Over,13746,87,13746,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,12592,354,91.6,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1154,363,8.4,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1125,367,8.2,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,658,286,4.8,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,467,248,3.4,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,289,200,2.1,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,178,113,1.3,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,29,36,0.2,0.3
Estimate Place Of Birth Total Population,13827,53,13827,(X)
Estimate Place Of Birth Total Population Native,12474,439,90.2,3.2
Estimate Place Of Birth Total Population Native Born In United States,12248,566,88.6,4.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,10505,631,76.0,4.6
Estimate Place Of Birth Total Population Native Born In United States Different State,1743,334,12.6,2.4
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",226,246,1.6,1.8
Estimate Place Of Birth Total Population Foreign Born,1353,447,9.8,3.2
Estimate U.S. Citizenship Status Foreign-Born Population,1353,447,1353,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,768,323,56.8,15.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,585,275,43.2,15.1
Estimate Year Of Entry Population Born Outside The United States,1579,573,1579,(X)
Estimate Year Of Entry Population Born Outside The United States Native,226,246,226,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,148,232,65.5,51.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,78,83,34.5,51.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1353,447,1353,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,321,217,23.7,14.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1032,384,76.3,14.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1353,447,1353,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",343,302,25.4,21.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",410,243,30.3,17.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",59,52,4.4,4.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",41,62,3.0,4.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",480,364,35.5,23.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",20,35,1.5,2.6
Estimate Language Spoken At Home Population 5 Years And Over,13181,224,13181,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,11728,527,89.0,3.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1453,461,11.0,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",743,380,5.6,2.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,174,99,1.3,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",16,27,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1074,447,8.1,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",615,357,4.7,2.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,59,53,0.4,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",15,25,0.1,0.2
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,146,102,1.1,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",97,86,0.7,0.7
Estimate Ancestry Total Population,13827,53,13827,(X)
Estimate Ancestry Total Population American,762,305,5.5,2.2
Estimate Ancestry Total Population Arab,69,74,0.5,0.5
Estimate Ancestry Total Population Czech,12,18,0.1,0.1
Estimate Ancestry Total Population Danish,0,21,0.0,0.3
Estimate Ancestry Total Population Dutch,58,48,0.4,0.3
Estimate Ancestry Total Population English,1087,285,7.9,2.1
Estimate Ancestry Total Population French (Except Basque),2373,577,17.2,4.2
Estimate Ancestry Total Population French Canadian,849,342,6.1,2.5
Estimate Ancestry Total Population German,488,212,3.5,1.5
Estimate Ancestry Total Population Greek,21,29,0.2,0.2
Estimate Ancestry Total Population Hungarian,15,24,0.1,0.2
Estimate Ancestry Total Population Irish,2394,507,17.3,3.7
Estimate Ancestry Total Population Italian,1860,421,13.5,3.0
Estimate Ancestry Total Population Lithuanian,327,127,2.4,0.9
Estimate Ancestry Total Population Norwegian,63,64,0.5,0.5
Estimate Ancestry Total Population Polish,1364,405,9.9,2.9
Estimate Ancestry Total Population Portuguese,553,367,4.0,2.7
Estimate Ancestry Total Population Russian,15,24,0.1,0.2
Estimate Ancestry Total Population Scotch-Irish,111,127,0.8,0.9
Estimate Ancestry Total Population Scottish,143,85,1.0,0.6
Estimate Ancestry Total Population Slovak,0,21,0.0,0.3
Estimate Ancestry Total Population Subsaharan African,113,100,0.8,0.7
Estimate Ancestry Total Population Swedish,602,208,4.4,1.5
Estimate Ancestry Total Population Swiss,0,21,0.0,0.3
Estimate Ancestry Total Population Ukrainian,0,21,0.0,0.3
Estimate Ancestry Total Population Welsh,137,206,1.0,1.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),1,2,0.0,0.1
Estimate Computers And Internet Use Total Households,5165,286,5165,(X)
Estimate Computers And Internet Use Total Households With A Computer,4918,269,95.2,1.9
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4798,253,92.9,2.8
