,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Males 15 Years And Over Never Married,967,189,49.4,8.1
"Estimate Marital Status Males 15 Years And Over Now Married, Except Separated",811,199,41.5,8.3
Estimate Marital Status Males 15 Years And Over Separated,0,13,0.0,2.0
Estimate Marital Status Males 15 Years And Over Widowed,58,56,3.0,2.9
Estimate Marital Status Males 15 Years And Over Divorced,120,65,6.1,3.2
Estimate Marital Status Females 15 Years And Over,2012,310,2012,(X)
Estimate Marital Status Females 15 Years And Over Never Married,1105,210,54.9,7.5
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",674,180,33.5,7.3
Estimate Marital Status Females 15 Years And Over Separated,13,13,0.6,0.7
Estimate Marital Status Females 15 Years And Over Widowed,38,49,1.9,2.5
Estimate Marital Status Females 15 Years And Over Divorced,182,107,9.0,4.8
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,45,57,45,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,13,0.0,49.0
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,38,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",30,37,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,304,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",10,16,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",101,148,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1331,306,1331,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",42,29,3.2,2.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,82,105,6.2,7.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),6,8,0.5,0.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),22,25,1.7,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,1179,248,88.6,7.4
Estimate Educational Attainment Population 25 Years And Over,3265,455,3265,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,10,15,0.3,0.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",0,13,0.0,1.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),74,63,2.3,2.0
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",178,112,5.5,3.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,79,63,2.4,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1091,253,33.4,5.3
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1833,306,56.1,6.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,3255,456,99.7,0.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,2924,431,89.6,4.1
Estimate Veteran Status Civilian Population 18 Years And Over,3946,453,3946,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,72,54,1.8,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,4172,532,4172,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,196,68,4.7,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,226,158,226,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,11,19,4.9,9.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3571,440,3571,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,117,55,3.3,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,375,141,375,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,68,38,18.1,11.3
Estimate Residence 1 Year Ago Population 1 Year And Over,4141,514,4141,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,2356,468,56.9,7.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1785,319,43.1,7.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1477,291,35.7,7.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,587,180,14.2,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,890,246,21.5,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,155,70,3.7,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,735,249,17.7,5.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,308,124,7.4,2.8
Estimate Place Of Birth Total Population,4172,532,4172,(X)
Estimate Place Of Birth Total Population Native,2473,366,59.3,5.8
Estimate Place Of Birth Total Population Native Born In United States,2443,367,58.6,5.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,793,254,19.0,5.0
Estimate Place Of Birth Total Population Native Born In United States Different State,1650,269,39.5,5.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",30,25,0.7,0.6
Estimate Place Of Birth Total Population Foreign Born,1699,349,40.7,5.8
Estimate U.S. Citizenship Status Foreign-Born Population,1699,349,1699,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,301,100,17.7,6.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1398,338,82.3,6.0
Estimate Year Of Entry Population Born Outside The United States,1729,345,1729,(X)
Estimate Year Of Entry Population Born Outside The United States Native,30,25,30,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,13,20,43.3,45.3
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,17,15,56.7,45.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1699,349,1699,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1223,319,72.0,7.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,476,134,28.0,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1699,349,1699,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",204,91,12.0,5.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1089,292,64.1,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",132,146,7.8,8.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",12,12,0.7,0.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",182,119,10.7,6.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",80,54,4.7,3.1
Estimate Language Spoken At Home Population 5 Years And Over,4027,479,4027,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,2432,323,60.4,6.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1595,357,39.6,6.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",340,152,8.4,3.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,200,146,5.0,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,304,120,7.5,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",37,39,0.9,1.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,952,261,23.6,5.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",242,107,6.0,2.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,139,151,3.5,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",61,92,1.5,2.2
Estimate Ancestry Total Population,4172,532,4172,(X)
Estimate Ancestry Total Population American,160,147,3.8,3.4
Estimate Ancestry Total Population Arab,50,45,1.2,1.1
Estimate Ancestry Total Population Czech,28,26,0.7,0.6
Estimate Ancestry Total Population Danish,0,13,0.0,1.0
Estimate Ancestry Total Population Dutch,56,38,1.3,0.9
Estimate Ancestry Total Population English,372,135,8.9,3.3
Estimate Ancestry Total Population French (Except Basque),69,39,1.7,1.0
Estimate Ancestry Total Population French Canadian,27,28,0.6,0.7
Estimate Ancestry Total Population German,251,99,6.0,2.3
Estimate Ancestry Total Population Greek,39,47,0.9,1.1
Estimate Ancestry Total Population Hungarian,0,13,0.0,1.0
Estimate Ancestry Total Population Irish,179,72,4.3,1.7
Estimate Ancestry Total Population Italian,174,78,4.2,1.9
Estimate Ancestry Total Population Lithuanian,9,15,0.2,0.4
Estimate Ancestry Total Population Norwegian,5,8,0.1,0.2
Estimate Ancestry Total Population Polish,138,68,3.3,1.7
Estimate Ancestry Total Population Portuguese,39,35,0.9,0.8
Estimate Ancestry Total Population Russian,39,28,0.9,0.7
Estimate Ancestry Total Population Scotch-Irish,72,64,1.7,1.5
Estimate Ancestry Total Population Scottish,55,71,1.3,1.7
Estimate Ancestry Total Population Slovak,0,13,0.0,1.0
Estimate Ancestry Total Population Subsaharan African,153,148,3.7,3.3
Estimate Ancestry Total Population Swedish,103,104,2.5,2.5
Estimate Ancestry Total Population Swiss,10,16,0.2,0.4
Estimate Ancestry Total Population Ukrainian,35,40,0.8,1.0
Estimate Ancestry Total Population Welsh,41,50,1.0,1.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),10,20,0.2,0.5
Estimate Computers And Internet Use Total Households,2077,218,2077,(X)
Estimate Computers And Internet Use Total Households With A Computer,2057,217,99.0,1.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2031,216,97.8,2.4
