,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",606,209,5.1,1.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,500,175,4.2,1.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),5575,537,47.4,3.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),2787,319,23.7,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2304,392,19.6,2.9
Estimate Educational Attainment Population 25 Years And Over,36228,963,36228,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2963,365,8.2,1.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",2920,534,8.1,1.5
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),12072,1026,33.3,2.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",7166,759,19.8,2.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,3032,463,8.4,1.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,5890,674,16.3,1.8
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,2185,362,6.0,1.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,30345,1097,83.8,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,8075,681,22.3,1.9
Estimate Veteran Status Civilian Population 18 Years And Over,40196,978,40196,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,2193,409,5.5,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,51529,885,51529,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,8328,758,16.2,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,11705,738,11705,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,625,213,5.3,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,32379,980,32379,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,4964,613,15.3,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,7445,573,7445,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2739,346,36.8,4.1
Estimate Residence 1 Year Ago Population 1 Year And Over,51374,930,51374,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,44842,1452,87.3,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),6532,1086,12.7,2.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,6434,1096,12.5,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2601,534,5.1,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,3833,1006,7.5,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,2902,839,5.6,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,931,625,1.8,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,98,107,0.2,0.2
Estimate Place Of Birth Total Population,51911,885,51911,(X)
Estimate Place Of Birth Total Population Native,44814,1182,86.3,1.7
Estimate Place Of Birth Total Population Native Born In United States,42791,1243,82.4,1.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,38005,1245,73.2,1.9
Estimate Place Of Birth Total Population Native Born In United States Different State,4786,613,9.2,1.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",2023,625,3.9,1.2
Estimate Place Of Birth Total Population Foreign Born,7097,863,13.7,1.7
Estimate U.S. Citizenship Status Foreign-Born Population,7097,863,7097,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,4807,608,67.7,5.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2290,506,32.3,5.0
Estimate Year Of Entry Population Born Outside The United States,9120,932,9120,(X)
Estimate Year Of Entry Population Born Outside The United States Native,2023,625,2023,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,994,513,49.1,13.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1029,278,50.9,13.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,7097,863,7097,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1330,510,18.7,6.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,5767,674,81.3,6.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",7097,863,7097,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",2986,464,42.1,5.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",746,310,10.5,4.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",1276,393,18.0,5.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,31,0.0,0.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",2060,547,29.0,6.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",29,35,0.4,0.5
Estimate Language Spoken At Home Population 5 Years And Over,49034,968,49034,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,38093,1410,77.7,2.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,10941,1090,22.3,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",4232,573,8.6,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2474,688,5.0,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",947,320,1.9,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,7726,979,15.8,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",3003,530,6.1,1.1
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,508,278,1.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",265,170,0.5,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,233,206,0.5,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",17,29,0.0,0.1
Estimate Ancestry Total Population,51911,885,51911,(X)
Estimate Ancestry Total Population American,2026,599,3.9,1.2
Estimate Ancestry Total Population Arab,117,76,0.2,0.1
Estimate Ancestry Total Population Czech,89,102,0.2,0.2
Estimate Ancestry Total Population Danish,0,31,0.0,0.1
Estimate Ancestry Total Population Dutch,118,72,0.2,0.1
Estimate Ancestry Total Population English,4891,863,9.4,1.7
Estimate Ancestry Total Population French (Except Basque),2697,493,5.2,0.9
Estimate Ancestry Total Population French Canadian,1481,372,2.9,0.7
Estimate Ancestry Total Population German,1869,509,3.6,1.0
Estimate Ancestry Total Population Greek,430,250,0.8,0.5
Estimate Ancestry Total Population Hungarian,16,26,0.0,0.1
Estimate Ancestry Total Population Irish,10727,1447,20.7,2.7
Estimate Ancestry Total Population Italian,5100,864,9.8,1.7
Estimate Ancestry Total Population Lithuanian,116,75,0.2,0.1
Estimate Ancestry Total Population Norwegian,339,165,0.7,0.3
Estimate Ancestry Total Population Polish,1132,245,2.2,0.5
Estimate Ancestry Total Population Portuguese,10202,1118,19.7,2.1
Estimate Ancestry Total Population Russian,139,84,0.3,0.2
Estimate Ancestry Total Population Scotch-Irish,30,28,0.1,0.1
Estimate Ancestry Total Population Scottish,805,242,1.6,0.5
Estimate Ancestry Total Population Slovak,0,31,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,2824,665,5.4,1.3
Estimate Ancestry Total Population Swedish,605,248,1.2,0.5
Estimate Ancestry Total Population Swiss,36,43,0.1,0.1
Estimate Ancestry Total Population Ukrainian,30,32,0.1,0.1
Estimate Ancestry Total Population Welsh,134,96,0.3,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),1243,434,2.4,0.8
Estimate Computers And Internet Use Total Households,20625,652,20625,(X)
Estimate Computers And Internet Use Total Households With A Computer,18547,681,89.9,1.7
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,17168,848,83.2,2.7
