,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),502,245,48.2,15.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),245,115,23.5,10.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,264,122,25.4,11.2
Estimate Educational Attainment Population 25 Years And Over,4381,422,4381,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,45,47,1.0,1.1
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",99,69,2.3,1.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1282,329,29.3,6.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",977,278,22.3,6.0
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,386,143,8.8,3.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,723,206,16.5,4.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,869,218,19.8,4.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4237,417,96.7,2.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1592,329,36.3,7.1
Estimate Veteran Status Civilian Population 18 Years And Over,4712,460,4712,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,483,178,10.3,3.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,5480,451,5480,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,778,246,14.2,4.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,900,232,900,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,78,70,8.7,7.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3022,405,3022,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,302,144,10.0,4.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1558,271,1558,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,398,159,25.5,9.2
Estimate Residence 1 Year Ago Population 1 Year And Over,5544,463,5544,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4827,487,87.1,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),717,306,12.9,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,709,306,12.8,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,335,189,6.0,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,374,195,6.7,3.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,182,159,3.3,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,192,124,3.5,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,8,9,0.1,0.2
Estimate Place Of Birth Total Population,5626,467,5626,(X)
Estimate Place Of Birth Total Population Native,5283,495,93.9,3.8
Estimate Place Of Birth Total Population Native Born In United States,5257,501,93.4,4.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,3612,471,64.2,6.5
Estimate Place Of Birth Total Population Native Born In United States Different State,1645,318,29.2,4.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",26,42,0.5,0.7
Estimate Place Of Birth Total Population Foreign Born,343,212,6.1,3.8
Estimate U.S. Citizenship Status Foreign-Born Population,343,212,343,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,142,99,41.4,18.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,201,146,58.6,18.3
Estimate Year Of Entry Population Born Outside The United States,369,225,369,(X)
Estimate Year Of Entry Population Born Outside The United States Native,26,42,26,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,19,0.0,64.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,26,42,100.0,64.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,343,212,343,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,54,59,15.7,12.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,289,171,84.3,12.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",343,212,343,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",55,47,16.0,16.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",138,125,40.2,33.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",12,24,3.5,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,11.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",138,171,40.2,38.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,19,0.0,11.0
Estimate Language Spoken At Home Population 5 Years And Over,5492,459,5492,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,5055,509,92.0,4.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,437,272,8.0,4.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",222,181,4.0,3.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,195,219,3.6,4.0
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",119,167,2.2,3.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,147,123,2.7,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",62,53,1.1,1.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,29,50,0.5,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",29,50,0.5,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,66,112,1.2,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",12,24,0.2,0.4
Estimate Ancestry Total Population,5626,467,5626,(X)
Estimate Ancestry Total Population American,290,186,5.2,3.2
Estimate Ancestry Total Population Arab,110,136,2.0,2.4
Estimate Ancestry Total Population Czech,89,100,1.6,1.8
Estimate Ancestry Total Population Danish,39,47,0.7,0.8
Estimate Ancestry Total Population Dutch,35,36,0.6,0.6
Estimate Ancestry Total Population English,765,376,13.6,6.6
Estimate Ancestry Total Population French (Except Basque),657,307,11.7,5.4
Estimate Ancestry Total Population French Canadian,135,110,2.4,1.9
Estimate Ancestry Total Population German,463,237,8.2,4.1
Estimate Ancestry Total Population Greek,34,55,0.6,1.0
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.7
Estimate Ancestry Total Population Irish,1099,352,19.5,6.1
Estimate Ancestry Total Population Italian,1475,400,26.2,6.6
Estimate Ancestry Total Population Lithuanian,6,5,0.1,0.1
Estimate Ancestry Total Population Norwegian,0,19,0.0,0.7
Estimate Ancestry Total Population Polish,572,307,10.2,5.4
Estimate Ancestry Total Population Portuguese,18,29,0.3,0.5
Estimate Ancestry Total Population Russian,100,88,1.8,1.6
Estimate Ancestry Total Population Scotch-Irish,35,42,0.6,0.7
Estimate Ancestry Total Population Scottish,115,85,2.0,1.5
Estimate Ancestry Total Population Slovak,0,19,0.0,0.7
Estimate Ancestry Total Population Subsaharan African,13,28,0.2,0.5
Estimate Ancestry Total Population Swedish,26,29,0.5,0.5
Estimate Ancestry Total Population Swiss,8,11,0.1,0.2
Estimate Ancestry Total Population Ukrainian,19,27,0.3,0.5
Estimate Ancestry Total Population Welsh,4,8,0.1,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,19,0.0,0.7
Estimate Computers And Internet Use Total Households,2292,259,2292,(X)
Estimate Computers And Internet Use Total Households With A Computer,2198,256,95.9,2.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2146,239,93.6,2.8
