,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Year Of Entry Population Born Outside The United States Native,15,18,15,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,84.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,15,18,100.0,84.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,26,16,26,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,6,7,23.1,23.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,20,15,76.9,23.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",26,16,26,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",18,15,69.2,27.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,64.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,64.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,64.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",5,7,19.2,22.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",3,4,11.5,19.0
Estimate Language Spoken At Home Population 5 Years And Over,1641,219,1641,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1620,220,98.7,1.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,21,17,1.3,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",12,13,0.7,0.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,4,5,0.2,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,2.4
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,15,15,0.9,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",12,13,0.7,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,2.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,2.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,2,4,0.1,0.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,2.4
Estimate Ancestry Total Population,1748,231,1748,(X)
Estimate Ancestry Total Population American,249,135,14.2,7.1
Estimate Ancestry Total Population Arab,17,17,1.0,1.0
Estimate Ancestry Total Population Czech,4,6,0.2,0.3
Estimate Ancestry Total Population Danish,0,13,0.0,2.3
Estimate Ancestry Total Population Dutch,0,13,0.0,2.3
Estimate Ancestry Total Population English,260,77,14.9,4.5
Estimate Ancestry Total Population French (Except Basque),246,98,14.1,5.6
Estimate Ancestry Total Population French Canadian,120,61,6.9,3.7
Estimate Ancestry Total Population German,106,67,6.1,3.8
Estimate Ancestry Total Population Greek,48,45,2.7,2.4
Estimate Ancestry Total Population Hungarian,6,7,0.3,0.4
Estimate Ancestry Total Population Irish,398,121,22.8,5.8
Estimate Ancestry Total Population Italian,146,54,8.4,3.2
Estimate Ancestry Total Population Lithuanian,14,17,0.8,1.0
Estimate Ancestry Total Population Norwegian,11,15,0.6,0.9
Estimate Ancestry Total Population Polish,240,99,13.7,5.4
Estimate Ancestry Total Population Portuguese,42,33,2.4,1.9
Estimate Ancestry Total Population Russian,8,8,0.5,0.5
Estimate Ancestry Total Population Scotch-Irish,24,30,1.4,1.7
Estimate Ancestry Total Population Scottish,45,18,2.6,1.1
Estimate Ancestry Total Population Slovak,0,13,0.0,2.3
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,2.3
Estimate Ancestry Total Population Swedish,58,49,3.3,2.8
Estimate Ancestry Total Population Swiss,0,13,0.0,2.3
Estimate Ancestry Total Population Ukrainian,3,5,0.2,0.3
Estimate Ancestry Total Population Welsh,10,11,0.6,0.7
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),5,7,0.3,0.4
Estimate Computers And Internet Use Total Households,708,79,708,(X)
Estimate Computers And Internet Use Total Households With A Computer,690,79,97.5,1.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,681,79,96.2,2.1
