,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1804,319,20.0,3.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,8672,894,96.2,2.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4088,539,45.3,5.3
Estimate Veteran Status Civilian Population 18 Years And Over,9841,947,9841,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,839,276,8.5,2.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,11975,1328,11975,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1620,584,13.5,4.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2191,556,2191,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,72,76,3.3,3.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,6672,769,6672,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,348,173,5.2,2.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3112,541,3112,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1200,528,38.6,11.8
Estimate Residence 1 Year Ago Population 1 Year And Over,11828,1282,11828,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,10978,1267,92.8,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),850,329,7.2,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,808,327,6.8,2.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,568,300,4.8,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,240,128,2.0,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,82,65,0.7,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,158,103,1.3,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,42,39,0.4,0.3
Estimate Place Of Birth Total Population,12038,1327,12038,(X)
Estimate Place Of Birth Total Population Native,10371,1211,86.2,4.7
Estimate Place Of Birth Total Population Native Born In United States,10137,1141,84.2,4.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,7447,988,61.9,4.7
Estimate Place Of Birth Total Population Native Born In United States Different State,2690,435,22.3,3.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",234,179,1.9,1.4
Estimate Place Of Birth Total Population Foreign Born,1667,616,13.8,4.7
Estimate U.S. Citizenship Status Foreign-Born Population,1667,616,1667,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,690,275,41.4,16.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,977,514,58.6,16.0
Estimate Year Of Entry Population Born Outside The United States,1901,671,1901,(X)
Estimate Year Of Entry Population Born Outside The United States Native,234,179,234,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,19,35,8.1,12.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,215,161,91.9,12.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1667,616,1667,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,861,511,51.6,17.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,806,289,48.4,17.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1667,616,1667,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",315,198,18.9,12.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",130,114,7.8,6.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",8,15,0.5,0.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",47,45,2.8,2.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1158,582,69.5,14.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",9,13,0.5,0.8
Estimate Language Spoken At Home Population 5 Years And Over,11515,1247,11515,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,9554,1063,83.0,5.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1961,672,17.0,5.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",779,357,6.8,3.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,52,48,0.5,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,21,0.0,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1710,646,14.9,5.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",692,342,6.0,3.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,102,72,0.9,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",51,49,0.4,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,97,93,0.8,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",36,35,0.3,0.3
Estimate Ancestry Total Population,12038,1327,12038,(X)
Estimate Ancestry Total Population American,476,187,4.0,1.6
Estimate Ancestry Total Population Arab,95,107,0.8,0.9
Estimate Ancestry Total Population Czech,0,21,0.0,0.3
Estimate Ancestry Total Population Danish,17,20,0.1,0.2
Estimate Ancestry Total Population Dutch,89,61,0.7,0.5
Estimate Ancestry Total Population English,1644,430,13.7,3.5
Estimate Ancestry Total Population French (Except Basque),418,153,3.5,1.2
Estimate Ancestry Total Population French Canadian,253,106,2.1,0.9
Estimate Ancestry Total Population German,818,272,6.8,2.2
Estimate Ancestry Total Population Greek,102,98,0.8,0.8
Estimate Ancestry Total Population Hungarian,9,13,0.1,0.1
Estimate Ancestry Total Population Irish,3067,508,25.5,3.7
Estimate Ancestry Total Population Italian,1387,392,11.5,3.0
Estimate Ancestry Total Population Lithuanian,131,133,1.1,1.1
Estimate Ancestry Total Population Norwegian,76,70,0.6,0.6
Estimate Ancestry Total Population Polish,200,82,1.7,0.7
Estimate Ancestry Total Population Portuguese,330,128,2.7,1.1
Estimate Ancestry Total Population Russian,157,81,1.3,0.7
Estimate Ancestry Total Population Scotch-Irish,47,33,0.4,0.3
Estimate Ancestry Total Population Scottish,396,205,3.3,1.5
Estimate Ancestry Total Population Slovak,0,21,0.0,0.3
Estimate Ancestry Total Population Subsaharan African,487,462,4.0,3.8
Estimate Ancestry Total Population Swedish,420,256,3.5,2.1
Estimate Ancestry Total Population Swiss,38,47,0.3,0.4
Estimate Ancestry Total Population Ukrainian,0,21,0.0,0.3
Estimate Ancestry Total Population Welsh,46,45,0.4,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),103,86,0.9,0.7
Estimate Computers And Internet Use Total Households,4744,483,4744,(X)
Estimate Computers And Internet Use Total Households With A Computer,4558,477,96.1,1.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4471,487,94.2,2.0
