,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",27,16,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,77,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",57,47,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",18,16,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,144,82,144,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,21,0.0,23.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,23.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,23.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,23.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,23.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,21,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,21,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,21,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,3883,366,3883,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",346,132,8.9,3.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,160,78,4.1,2.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1791,280,46.1,5.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),857,179,22.1,4.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,729,205,18.8,4.4
Estimate Educational Attainment Population 25 Years And Over,11028,301,11028,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,76,68,0.7,0.6
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",179,91,1.6,0.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1411,248,12.8,2.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1277,266,11.6,2.4
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,641,186,5.8,1.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3443,464,31.2,3.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,4001,417,36.3,3.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,10773,301,97.7,1.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,7444,390,67.5,2.8
Estimate Veteran Status Civilian Population 18 Years And Over,12045,307,12045,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,596,162,4.9,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,15467,91,15467,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1347,373,8.7,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3560,302,3560,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,139,84,3.9,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,9897,386,9897,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,782,381,7.9,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2010,238,2010,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,426,122,21.2,5.7
Estimate Residence 1 Year Ago Population 1 Year And Over,15497,70,15497,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,13709,556,88.5,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1788,555,11.5,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1788,555,11.5,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,855,346,5.5,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,933,443,6.0,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,790,431,5.1,2.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,143,118,0.9,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,21,0.0,0.3
Estimate Place Of Birth Total Population,15605,36,15605,(X)
Estimate Place Of Birth Total Population Native,13211,418,84.7,2.7
Estimate Place Of Birth Total Population Native Born In United States,12907,434,82.7,2.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,9194,493,58.9,3.2
Estimate Place Of Birth Total Population Native Born In United States Different State,3713,409,23.8,2.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",304,122,1.9,0.8
Estimate Place Of Birth Total Population Foreign Born,2394,421,15.3,2.7
Estimate U.S. Citizenship Status Foreign-Born Population,2394,421,2394,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1424,335,59.5,9.6
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,970,287,40.5,9.6
Estimate Year Of Entry Population Born Outside The United States,2698,439,2698,(X)
Estimate Year Of Entry Population Born Outside The United States Native,304,122,304,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,11,18,3.6,6.1
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,293,122,96.4,6.1
Estimate Year Of Entry Population Born Outside The United States Foreign Born,2394,421,2394,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,722,328,30.2,11.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,1672,341,69.8,11.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",2394,421,2394,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",530,221,22.1,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1206,311,50.4,10.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",174,119,7.3,5.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",19,28,0.8,1.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",397,197,16.6,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",68,56,2.8,2.3
Estimate Language Spoken At Home Population 5 Years And Over,14959,168,14959,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,12543,440,83.8,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,2416,434,16.2,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",627,249,4.2,1.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,291,167,1.9,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",106,82,0.7,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1178,341,7.9,2.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",345,235,2.3,1.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,768,292,5.1,1.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",151,87,1.0,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,179,115,1.2,0.8
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",25,25,0.2,0.2
Estimate Ancestry Total Population,15605,36,15605,(X)
Estimate Ancestry Total Population American,698,299,4.5,1.9
Estimate Ancestry Total Population Arab,215,132,1.4,0.8
Estimate Ancestry Total Population Czech,53,45,0.3,0.3
Estimate Ancestry Total Population Danish,48,60,0.3,0.4
Estimate Ancestry Total Population Dutch,98,91,0.6,0.6
Estimate Ancestry Total Population English,1532,353,9.8,2.3
Estimate Ancestry Total Population French (Except Basque),618,226,4.0,1.4
Estimate Ancestry Total Population French Canadian,712,198,4.6,1.3
Estimate Ancestry Total Population German,1052,247,6.7,1.6
Estimate Ancestry Total Population Greek,212,179,1.4,1.1
Estimate Ancestry Total Population Hungarian,43,68,0.3,0.4
Estimate Ancestry Total Population Irish,3019,449,19.3,2.9
Estimate Ancestry Total Population Italian,1881,443,12.1,2.8
Estimate Ancestry Total Population Lithuanian,154,97,1.0,0.6
Estimate Ancestry Total Population Norwegian,184,134,1.2,0.9
Estimate Ancestry Total Population Polish,750,311,4.8,2.0
Estimate Ancestry Total Population Portuguese,87,52,0.6,0.3
Estimate Ancestry Total Population Russian,252,168,1.6,1.1
Estimate Ancestry Total Population Scotch-Irish,52,41,0.3,0.3
Estimate Ancestry Total Population Scottish,345,179,2.2,1.1
Estimate Ancestry Total Population Slovak,11,18,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,349,281,2.2,1.8
Estimate Ancestry Total Population Swedish,280,146,1.8,0.9
Estimate Ancestry Total Population Swiss,28,34,0.2,0.2
Estimate Ancestry Total Population Ukrainian,96,70,0.6,0.4
Estimate Ancestry Total Population Welsh,79,86,0.5,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),193,238,1.2,1.5
Estimate Computers And Internet Use Total Households,5662,223,5662,(X)
Estimate Computers And Internet Use Total Households With A Computer,5582,225,98.6,0.8
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,5549,224,98.0,1.0
