,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,251,159,2.8,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,8,13,0.1,0.1
Estimate Place Of Birth Total Population,9152,25,9152,(X)
Estimate Place Of Birth Total Population Native,8680,175,94.8,1.9
Estimate Place Of Birth Total Population Native Born In United States,8487,213,92.7,2.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,7011,375,76.6,4.0
Estimate Place Of Birth Total Population Native Born In United States Different State,1476,294,16.1,3.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",193,100,2.1,1.1
Estimate Place Of Birth Total Population Foreign Born,472,171,5.2,1.9
Estimate U.S. Citizenship Status Foreign-Born Population,472,171,472,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,380,150,80.5,12.8
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,92,68,19.5,12.8
Estimate Year Of Entry Population Born Outside The United States,665,208,665,(X)
Estimate Year Of Entry Population Born Outside The United States Native,193,100,193,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,56,62,29.0,30.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,137,94,71.0,30.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,472,171,472,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,84,66,17.8,11.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,388,149,82.2,11.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",472,171,472,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",145,99,30.7,18.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",211,133,44.7,21.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,8.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,8.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",106,73,22.5,13.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",10,14,2.1,3.1
Estimate Language Spoken At Home Population 5 Years And Over,8808,136,8808,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,8096,304,91.9,2.9
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,712,253,8.1,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",174,104,2.0,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,259,147,2.9,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",46,51,0.5,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,206,101,2.3,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",71,70,0.8,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,163,127,1.9,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",57,52,0.6,0.6
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,84,79,1.0,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.5
Estimate Ancestry Total Population,9152,25,9152,(X)
Estimate Ancestry Total Population American,263,193,2.9,2.1
Estimate Ancestry Total Population Arab,159,114,1.7,1.2
Estimate Ancestry Total Population Czech,35,34,0.4,0.4
Estimate Ancestry Total Population Danish,0,19,0.0,0.4
Estimate Ancestry Total Population Dutch,67,72,0.7,0.8
Estimate Ancestry Total Population English,1494,448,16.3,4.9
Estimate Ancestry Total Population French (Except Basque),855,213,9.3,2.3
Estimate Ancestry Total Population French Canadian,689,217,7.5,2.4
Estimate Ancestry Total Population German,500,147,5.5,1.6
Estimate Ancestry Total Population Greek,132,74,1.4,0.8
Estimate Ancestry Total Population Hungarian,0,19,0.0,0.4
Estimate Ancestry Total Population Irish,2256,324,24.7,3.5
Estimate Ancestry Total Population Italian,1332,293,14.6,3.2
Estimate Ancestry Total Population Lithuanian,35,28,0.4,0.3
Estimate Ancestry Total Population Norwegian,28,30,0.3,0.3
Estimate Ancestry Total Population Polish,371,157,4.1,1.7
Estimate Ancestry Total Population Portuguese,200,100,2.2,1.1
Estimate Ancestry Total Population Russian,56,57,0.6,0.6
Estimate Ancestry Total Population Scotch-Irish,147,126,1.6,1.4
Estimate Ancestry Total Population Scottish,238,90,2.6,1.0
Estimate Ancestry Total Population Slovak,0,19,0.0,0.4
Estimate Ancestry Total Population Subsaharan African,20,22,0.2,0.2
Estimate Ancestry Total Population Swedish,133,79,1.5,0.9
Estimate Ancestry Total Population Swiss,26,30,0.3,0.3
Estimate Ancestry Total Population Ukrainian,13,19,0.1,0.2
Estimate Ancestry Total Population Welsh,161,168,1.8,1.8
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),14,22,0.2,0.2
Estimate Computers And Internet Use Total Households,3885,220,3885,(X)
Estimate Computers And Internet Use Total Households With A Computer,3658,194,94.2,2.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3535,219,91.0,3.9
