,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,43,43,15.3,16.3
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,44,62,15.7,22.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,128,96,128,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,107,93,83.6,21.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,41,45,32.0,40.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,8704,892,8704,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",693,280,8.0,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,292,140,3.4,1.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1585,292,18.2,3.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),718,247,8.2,2.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,5416,642,62.2,4.0
Estimate Educational Attainment Population 25 Years And Over,20479,883,20479,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,985,359,4.8,1.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",796,237,3.9,1.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3666,613,17.9,2.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2216,429,10.8,2.0
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1148,302,5.6,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,6272,799,30.6,3.4
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,5396,678,26.3,3.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,18698,973,91.3,2.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,11668,982,57.0,3.8
Estimate Veteran Status Civilian Population 18 Years And Over,26223,1062,26223,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,705,171,2.7,0.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,30317,1299,30317,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2327,429,7.7,1.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,4171,599,4171,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,55,48,1.3,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,22411,1063,22411,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1273,272,5.7,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3735,520,3735,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,999,286,26.7,6.7
Estimate Residence 1 Year Ago Population 1 Year And Over,30210,1265,30210,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,25113,1392,83.1,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),5097,694,16.9,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,4363,654,14.4,2.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1957,393,6.5,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,2406,451,8.0,1.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1047,318,3.5,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,1359,364,4.5,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,734,241,2.4,0.8
Estimate Place Of Birth Total Population,30441,1287,30441,(X)
Estimate Place Of Birth Total Population Native,22728,1311,74.7,2.7
Estimate Place Of Birth Total Population Native Born In United States,22035,1314,72.4,2.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,15073,1281,49.5,3.0
Estimate Place Of Birth Total Population Native Born In United States Different State,6962,653,22.9,2.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",693,232,2.3,0.8
Estimate Place Of Birth Total Population Foreign Born,7713,847,25.3,2.7
Estimate U.S. Citizenship Status Foreign-Born Population,7713,847,7713,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2281,449,29.6,5.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,5432,736,70.4,5.1
Estimate Year Of Entry Population Born Outside The United States,8406,853,8406,(X)
Estimate Year Of Entry Population Born Outside The United States Native,693,232,693,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,146,122,21.1,16.5
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,547,212,78.9,16.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born,7713,847,7713,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,3428,682,44.4,6.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,4285,618,55.6,6.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",7713,847,7713,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",815,257,10.6,3.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",2804,592,36.4,6.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",511,290,6.6,3.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",12,23,0.2,0.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",3287,723,42.6,7.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",284,134,3.7,1.7
Estimate Language Spoken At Home Population 5 Years And Over,28862,1153,28862,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,20156,1204,69.8,3.1
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,8706,975,30.2,3.1
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",3294,663,11.4,2.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,4547,861,15.8,2.9
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1814,567,6.3,2.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1970,376,6.8,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",529,200,1.8,0.7
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1855,460,6.4,1.6
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",898,271,3.1,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,334,201,1.2,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",53,54,0.2,0.2
Estimate Ancestry Total Population,30441,1287,30441,(X)
Estimate Ancestry Total Population American,908,385,3.0,1.3
Estimate Ancestry Total Population Arab,142,75,0.5,0.2
Estimate Ancestry Total Population Czech,100,69,0.3,0.2
Estimate Ancestry Total Population Danish,18,23,0.1,0.1
Estimate Ancestry Total Population Dutch,55,58,0.2,0.2
Estimate Ancestry Total Population English,2037,359,6.7,1.2
Estimate Ancestry Total Population French (Except Basque),1027,615,3.4,2.0
Estimate Ancestry Total Population French Canadian,1184,506,3.9,1.7
Estimate Ancestry Total Population German,1663,362,5.5,1.2
Estimate Ancestry Total Population Greek,357,166,1.2,0.6
Estimate Ancestry Total Population Hungarian,60,46,0.2,0.2
Estimate Ancestry Total Population Irish,6082,1010,20.0,3.2
Estimate Ancestry Total Population Italian,3888,573,12.8,1.9
Estimate Ancestry Total Population Lithuanian,198,113,0.7,0.4
Estimate Ancestry Total Population Norwegian,201,157,0.7,0.5
Estimate Ancestry Total Population Polish,988,259,3.2,0.9
Estimate Ancestry Total Population Portuguese,256,140,0.8,0.5
Estimate Ancestry Total Population Russian,475,212,1.6,0.7
Estimate Ancestry Total Population Scotch-Irish,81,53,0.3,0.2
Estimate Ancestry Total Population Scottish,459,155,1.5,0.5
Estimate Ancestry Total Population Slovak,60,45,0.2,0.1
Estimate Ancestry Total Population Subsaharan African,580,379,1.9,1.2
Estimate Ancestry Total Population Swedish,438,238,1.4,0.8
Estimate Ancestry Total Population Swiss,42,37,0.1,0.1
Estimate Ancestry Total Population Ukrainian,136,100,0.4,0.3
Estimate Ancestry Total Population Welsh,169,155,0.6,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),232,155,0.8,0.5
Estimate Computers And Internet Use Total Households,12115,565,12115,(X)
Estimate Computers And Internet Use Total Households With A Computer,11586,534,95.6,1.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,10898,580,90.0,2.4
