,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,21.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,21.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,21.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,21.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,21.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1004,300,1004,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",0,13,0.0,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,75,74,7.5,7.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),494,202,49.2,13.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),317,161,31.6,12.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,118,78,11.8,7.8
Estimate Educational Attainment Population 25 Years And Over,2752,446,2752,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,53,67,1.9,2.3
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",59,71,2.1,2.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),582,183,21.1,5.9
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",280,139,10.2,4.6
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,261,142,9.5,4.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,861,215,31.3,7.5
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,656,220,23.8,6.3
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,2640,436,95.9,3.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1517,329,55.1,8.6
Estimate Veteran Status Civilian Population 18 Years And Over,2867,445,2867,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,324,124,11.3,4.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,3929,638,3929,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,327,184,8.3,4.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1062,291,1062,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,45,69,4.2,6.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,1977,401,1977,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,65,74,3.3,3.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,890,213,890,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,217,129,24.4,11.8
Estimate Residence 1 Year Ago Population 1 Year And Over,3855,626,3855,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,3404,661,88.3,10.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),451,403,11.7,10.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,451,403,11.7,10.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,398,393,10.3,10.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,53,68,1.4,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,53,68,1.4,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,0,13,0.0,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,1.0
Estimate Place Of Birth Total Population,3929,638,3929,(X)
Estimate Place Of Birth Total Population Native,3817,635,97.1,2.5
Estimate Place Of Birth Total Population Native Born In United States,3797,636,96.6,2.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,3379,616,86.0,5.0
Estimate Place Of Birth Total Population Native Born In United States Different State,418,157,10.6,4.0
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",20,35,0.5,0.9
Estimate Place Of Birth Total Population Foreign Born,112,97,2.9,2.5
Estimate U.S. Citizenship Status Foreign-Born Population,112,97,112,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,89,96,79.5,54.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,23,54,20.5,54.5
Estimate Year Of Entry Population Born Outside The United States,132,113,132,(X)
Estimate Year Of Entry Population Born Outside The United States Native,20,35,20,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,0.0,73.6
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,20,35,100.0,73.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born,112,97,112,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,29.2
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,112,97,100.0,29.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",112,97,112,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",31,48,27.7,38.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",35,60,31.3,42.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,29.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,29.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",46,54,41.1,42.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,29.2
Estimate Language Spoken At Home Population 5 Years And Over,3711,610,3711,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,3521,641,94.9,5.4
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,190,197,5.1,5.4
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",52,72,1.4,2.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,46,54,1.2,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",23,54,0.6,1.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,144,190,3.9,5.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",29,48,0.8,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,1.1
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,1.1
Estimate Ancestry Total Population,3929,638,3929,(X)
Estimate Ancestry Total Population American,54,49,1.4,1.3
Estimate Ancestry Total Population Arab,0,13,0.0,1.0
Estimate Ancestry Total Population Czech,0,13,0.0,1.0
Estimate Ancestry Total Population Danish,0,13,0.0,1.0
Estimate Ancestry Total Population Dutch,8,13,0.2,0.3
Estimate Ancestry Total Population English,705,298,17.9,7.3
Estimate Ancestry Total Population French (Except Basque),260,183,6.6,4.6
Estimate Ancestry Total Population French Canadian,252,202,6.4,5.1
Estimate Ancestry Total Population German,441,279,11.2,6.9
Estimate Ancestry Total Population Greek,113,117,2.9,3.0
Estimate Ancestry Total Population Hungarian,11,18,0.3,0.5
Estimate Ancestry Total Population Irish,1803,500,45.9,10.2
Estimate Ancestry Total Population Italian,403,246,10.3,6.1
Estimate Ancestry Total Population Lithuanian,0,13,0.0,1.0
Estimate Ancestry Total Population Norwegian,16,24,0.4,0.6
Estimate Ancestry Total Population Polish,178,169,4.5,4.4
Estimate Ancestry Total Population Portuguese,305,248,7.8,6.2
Estimate Ancestry Total Population Russian,34,53,0.9,1.4
Estimate Ancestry Total Population Scotch-Irish,0,13,0.0,1.0
Estimate Ancestry Total Population Scottish,138,159,3.5,4.2
Estimate Ancestry Total Population Slovak,0,13,0.0,1.0
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,1.0
Estimate Ancestry Total Population Swedish,59,67,1.5,1.7
Estimate Ancestry Total Population Swiss,0,13,0.0,1.0
Estimate Ancestry Total Population Ukrainian,0,13,0.0,1.0
Estimate Ancestry Total Population Welsh,25,40,0.6,1.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,1.0
Estimate Computers And Internet Use Total Households,1196,170,1196,(X)
Estimate Computers And Internet Use Total Households With A Computer,1170,170,97.8,2.5
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,1170,177,97.8,2.6
