,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,6660,442,91.8,2.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,1641,315,22.6,4.3
Estimate Veteran Status Civilian Population 18 Years And Over,8197,366,8197,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,680,203,8.3,2.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,10434,113,10434,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1365,296,13.1,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2237,350,2237,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,124,101,5.5,4.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,6485,382,6485,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,933,265,14.4,4.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1712,226,1712,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,308,85,18.0,5.4
Estimate Residence 1 Year Ago Population 1 Year And Over,10347,134,10347,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,9553,268,92.3,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),794,247,7.7,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,786,245,7.6,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,202,108,2.0,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,584,205,5.6,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,420,167,4.1,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,164,100,1.6,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,8,12,0.1,0.1
Estimate Place Of Birth Total Population,10441,113,10441,(X)
Estimate Place Of Birth Total Population Native,10062,181,96.4,1.5
Estimate Place Of Birth Total Population Native Born In United States,9936,196,95.2,1.7
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,8608,346,82.4,3.2
Estimate Place Of Birth Total Population Native Born In United States Different State,1328,286,12.7,2.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",126,96,1.2,0.9
Estimate Place Of Birth Total Population Foreign Born,379,158,3.6,1.5
Estimate U.S. Citizenship Status Foreign-Born Population,379,158,379,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,242,118,63.9,24.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,137,118,36.1,24.0
Estimate Year Of Entry Population Born Outside The United States,505,180,505,(X)
Estimate Year Of Entry Population Born Outside The United States Native,126,96,126,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,40,56,31.7,36.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,86,74,68.3,36.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,379,158,379,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,32,47,8.4,12.3
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,347,159,91.6,12.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",379,158,379,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",159,119,42.0,23.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",38,44,10.0,9.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,21,0.0,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",170,108,44.9,24.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",12,15,3.2,4.0
Estimate Language Spoken At Home Population 5 Years And Over,10002,199,10002,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,9284,290,92.8,2.2
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,718,218,7.2,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",222,100,2.2,1.0
Estimate Language Spoken At Home Population 5 Years And Over Spanish,375,176,3.7,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",96,81,1.0,0.8
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,296,155,3.0,1.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",117,87,1.2,0.9
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,21,0.0,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,21,0.0,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,47,49,0.5,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",9,14,0.1,0.1
Estimate Ancestry Total Population,10441,113,10441,(X)
Estimate Ancestry Total Population American,1733,508,16.6,4.8
Estimate Ancestry Total Population Arab,63,72,0.6,0.7
Estimate Ancestry Total Population Czech,0,21,0.0,0.4
Estimate Ancestry Total Population Danish,0,21,0.0,0.4
Estimate Ancestry Total Population Dutch,11,20,0.1,0.2
Estimate Ancestry Total Population English,1109,340,10.6,3.3
Estimate Ancestry Total Population French (Except Basque),1555,429,14.9,4.1
Estimate Ancestry Total Population French Canadian,673,207,6.4,2.0
Estimate Ancestry Total Population German,539,222,5.2,2.1
Estimate Ancestry Total Population Greek,51,56,0.5,0.5
Estimate Ancestry Total Population Hungarian,3,7,0.0,0.1
Estimate Ancestry Total Population Irish,1598,424,15.3,4.1
Estimate Ancestry Total Population Italian,724,276,6.9,2.7
Estimate Ancestry Total Population Lithuanian,124,140,1.2,1.3
Estimate Ancestry Total Population Norwegian,22,30,0.2,0.3
Estimate Ancestry Total Population Polish,1548,407,14.8,3.9
Estimate Ancestry Total Population Portuguese,54,44,0.5,0.4
Estimate Ancestry Total Population Russian,122,130,1.2,1.2
Estimate Ancestry Total Population Scotch-Irish,77,79,0.7,0.8
Estimate Ancestry Total Population Scottish,429,388,4.1,3.7
Estimate Ancestry Total Population Slovak,0,21,0.0,0.4
Estimate Ancestry Total Population Subsaharan African,0,21,0.0,0.4
Estimate Ancestry Total Population Swedish,141,114,1.4,1.1
Estimate Ancestry Total Population Swiss,0,21,0.0,0.4
Estimate Ancestry Total Population Ukrainian,65,80,0.6,0.8
Estimate Ancestry Total Population Welsh,37,30,0.4,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),101,94,1.0,0.9
Estimate Computers And Internet Use Total Households,4689,278,4689,(X)
Estimate Computers And Internet Use Total Households With A Computer,4381,284,93.4,2.3
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4224,271,90.1,3.2
