,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Males 15 Years And Over Divorced,195,106,7.4,4.0
Estimate Marital Status Females 15 Years And Over,2593,204,2593,(X)
Estimate Marital Status Females 15 Years And Over Never Married,351,121,13.5,4.1
"Estimate Marital Status Females 15 Years And Over Now Married, Except Separated",1687,174,65.1,6.8
Estimate Marital Status Females 15 Years And Over Separated,46,77,1.8,3.0
Estimate Marital Status Females 15 Years And Over Widowed,284,137,11.0,5.1
Estimate Marital Status Females 15 Years And Over Divorced,225,124,8.7,4.6
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,17,25,17,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",0,19,0.0,79.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,102,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",15,23,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,273,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,104,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",28,42,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,149,104,149,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,19,0.0,23.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,0.0,23.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,0.0,23.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,0.0,23.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,0.0,23.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,19,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,1539,246,1539,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",163,76,10.6,5.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,65,83,4.2,5.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),590,153,38.3,8.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),486,162,31.6,9.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,235,107,15.3,6.1
Estimate Educational Attainment Population 25 Years And Over,4594,192,4594,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,42,40,0.9,0.9
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",56,43,1.2,0.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),493,167,10.7,3.5
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",423,190,9.2,4.3
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,281,121,6.1,2.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,1752,293,38.1,6.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1547,297,33.7,6.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4496,205,97.9,1.3
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,3299,311,71.8,5.7
Estimate Veteran Status Civilian Population 18 Years And Over,4766,200,4766,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,358,145,7.5,3.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,6427,124,6427,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,601,183,9.4,2.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,1764,196,1764,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,53,51,3.0,2.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,3360,192,3360,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,242,109,7.2,3.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,1303,174,1303,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,306,128,23.5,9.0
Estimate Residence 1 Year Ago Population 1 Year And Over,6514,31,6514,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,5727,423,87.9,6.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),787,425,12.1,6.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,787,425,12.1,6.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,516,403,7.9,6.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,271,173,4.2,2.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,234,162,3.6,2.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,37,61,0.6,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,19,0.0,0.6
Estimate Place Of Birth Total Population,6530,21,6530,(X)
Estimate Place Of Birth Total Population Native,6157,183,94.3,2.8
Estimate Place Of Birth Total Population Native Born In United States,6126,184,93.8,2.8
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,4279,368,65.5,5.7
Estimate Place Of Birth Total Population Native Born In United States Different State,1847,334,28.3,5.1
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",31,37,0.5,0.6
Estimate Place Of Birth Total Population Foreign Born,373,185,5.7,2.8
Estimate U.S. Citizenship Status Foreign-Born Population,373,185,373,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,264,157,70.8,19.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,109,82,29.2,19.3
Estimate Year Of Entry Population Born Outside The United States,404,186,404,(X)
Estimate Year Of Entry Population Born Outside The United States Native,31,37,31,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,14,24,45.2,54.8
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,17,27,54.8,54.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born,373,185,373,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,36,40,9.7,10.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,337,175,90.3,10.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",373,185,373,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",121,70,32.4,20.0
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",160,150,42.9,26.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,19,0.0,10.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",35,41,9.4,10.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",27,33,7.2,9.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",30,34,8.0,9.0
Estimate Language Spoken At Home Population 5 Years And Over,6013,193,6013,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,5639,274,93.8,3.6
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,374,218,6.2,3.6
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",84,79,1.4,1.3
Estimate Language Spoken At Home Population 5 Years And Over Spanish,39,39,0.6,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,19,0.0,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,145,128,2.4,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",39,47,0.6,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,190,171,3.2,2.8
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",45,61,0.7,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,19,0.0,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.7
Estimate Ancestry Total Population,6530,21,6530,(X)
Estimate Ancestry Total Population American,328,215,5.0,3.3
Estimate Ancestry Total Population Arab,53,85,0.8,1.3
Estimate Ancestry Total Population Czech,44,65,0.7,1.0
Estimate Ancestry Total Population Danish,0,19,0.0,0.6
Estimate Ancestry Total Population Dutch,38,59,0.6,0.9
Estimate Ancestry Total Population English,1036,316,15.9,4.8
Estimate Ancestry Total Population French (Except Basque),127,81,1.9,1.2
Estimate Ancestry Total Population French Canadian,144,110,2.2,1.7
Estimate Ancestry Total Population German,401,169,6.1,2.6
Estimate Ancestry Total Population Greek,110,107,1.7,1.6
Estimate Ancestry Total Population Hungarian,47,47,0.7,0.7
Estimate Ancestry Total Population Irish,1444,363,22.1,5.6
Estimate Ancestry Total Population Italian,1365,452,20.9,6.9
Estimate Ancestry Total Population Lithuanian,42,40,0.6,0.6
Estimate Ancestry Total Population Norwegian,62,65,0.9,1.0
Estimate Ancestry Total Population Polish,302,157,4.6,2.4
Estimate Ancestry Total Population Portuguese,8,20,0.1,0.3
Estimate Ancestry Total Population Russian,26,30,0.4,0.5
Estimate Ancestry Total Population Scotch-Irish,113,85,1.7,1.3
Estimate Ancestry Total Population Scottish,220,144,3.4,2.2
Estimate Ancestry Total Population Slovak,12,21,0.2,0.3
Estimate Ancestry Total Population Subsaharan African,0,19,0.0,0.6
Estimate Ancestry Total Population Swedish,122,114,1.9,1.8
Estimate Ancestry Total Population Swiss,0,19,0.0,0.6
Estimate Ancestry Total Population Ukrainian,0,19,0.0,0.6
Estimate Ancestry Total Population Welsh,35,39,0.5,0.6
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,19,0.0,0.6
Estimate Computers And Internet Use Total Households,2202,116,2202,(X)
Estimate Computers And Internet Use Total Households With A Computer,2077,123,94.3,3.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,2075,117,94.2,3.1
