,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",33,13,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,92,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",22,15,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",70,32,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,83,76,83,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,51,69,61.4,33.8
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,15,32,18.1,23.4
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,25,0.0,35.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,22,29,26.5,32.9
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,14,32,16.9,22.9
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,51,69,51,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,36,42,70.6,29.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,37,42,72.5,28.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,4740,549,4740,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",396,135,8.4,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,64,42,1.4,0.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),876,210,18.5,4.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),210,113,4.4,2.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,3194,529,67.4,6.3
Estimate Educational Attainment Population 25 Years And Over,18880,1047,18880,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,426,147,2.3,0.8
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",480,173,2.5,0.9
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1964,549,10.4,2.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1533,435,8.1,2.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,443,123,2.3,0.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,7306,733,38.7,3.0
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,6728,569,35.6,3.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,17974,1012,95.2,1.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,14034,940,74.3,3.5
Estimate Veteran Status Civilian Population 18 Years And Over,22964,1314,22964,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,306,113,1.3,0.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,25329,1406,25329,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2096,414,8.3,1.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,2365,429,2365,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,159,174,6.7,6.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,20457,1304,20457,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1062,284,5.2,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2507,277,2507,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,875,214,34.9,7.6
Estimate Residence 1 Year Ago Population 1 Year And Over,25105,1379,25105,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,18595,1320,74.1,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),6510,913,25.9,3.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,6303,887,25.1,3.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,2884,632,11.5,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,3419,526,13.6,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1787,359,7.1,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,1632,414,6.5,1.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,207,99,0.8,0.4
Estimate Place Of Birth Total Population,25367,1411,25367,(X)
Estimate Place Of Birth Total Population Native,21522,1342,84.8,2.1
Estimate Place Of Birth Total Population Native Born In United States,21229,1361,83.7,2.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,10795,1333,42.6,4.0
Estimate Place Of Birth Total Population Native Born In United States Different State,10434,941,41.1,3.6
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",293,157,1.2,0.6
Estimate Place Of Birth Total Population Foreign Born,3845,568,15.2,2.1
Estimate U.S. Citizenship Status Foreign-Born Population,3845,568,3845,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,1637,387,42.6,8.1
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,2208,462,57.4,8.1
Estimate Year Of Entry Population Born Outside The United States,4138,567,4138,(X)
Estimate Year Of Entry Population Born Outside The United States Native,293,157,293,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,183,148,62.5,22.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,110,50,37.5,22.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,3845,568,3845,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1353,294,35.2,6.6
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,2492,484,64.8,6.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",3845,568,3845,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",1128,342,29.3,7.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1334,352,34.7,7.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",449,181,11.7,4.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",70,68,1.8,1.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",672,291,17.5,6.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",192,98,5.0,2.5
Estimate Language Spoken At Home Population 5 Years And Over,24211,1336,24211,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,19806,1336,81.8,2.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,4405,663,18.2,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",1067,294,4.4,1.2
Estimate Language Spoken At Home Population 5 Years And Over Spanish,964,446,4.0,1.8
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",287,168,1.2,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,2371,550,9.8,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",630,240,2.6,1.0
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,835,237,3.4,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",132,91,0.5,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,235,142,1.0,0.6
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",18,26,0.1,0.1
Estimate Ancestry Total Population,25367,1411,25367,(X)
Estimate Ancestry Total Population American,465,216,1.8,0.9
Estimate Ancestry Total Population Arab,483,199,1.9,0.8
Estimate Ancestry Total Population Czech,69,49,0.3,0.2
Estimate Ancestry Total Population Danish,115,70,0.5,0.3
Estimate Ancestry Total Population Dutch,365,227,1.4,0.9
Estimate Ancestry Total Population English,2596,386,10.2,1.7
Estimate Ancestry Total Population French (Except Basque),866,223,3.4,0.9
Estimate Ancestry Total Population French Canadian,385,138,1.5,0.5
Estimate Ancestry Total Population German,2729,405,10.8,1.6
Estimate Ancestry Total Population Greek,222,111,0.9,0.4
Estimate Ancestry Total Population Hungarian,389,219,1.5,0.9
Estimate Ancestry Total Population Irish,4622,572,18.2,2.1
Estimate Ancestry Total Population Italian,3554,844,14.0,2.9
Estimate Ancestry Total Population Lithuanian,143,91,0.6,0.4
Estimate Ancestry Total Population Norwegian,227,97,0.9,0.4
Estimate Ancestry Total Population Polish,927,223,3.7,0.9
Estimate Ancestry Total Population Portuguese,1121,782,4.4,2.9
Estimate Ancestry Total Population Russian,405,118,1.6,0.5
Estimate Ancestry Total Population Scotch-Irish,197,98,0.8,0.4
Estimate Ancestry Total Population Scottish,517,145,2.0,0.6
Estimate Ancestry Total Population Slovak,20,33,0.1,0.1
Estimate Ancestry Total Population Subsaharan African,410,242,1.6,0.9
Estimate Ancestry Total Population Swedish,317,107,1.2,0.4
Estimate Ancestry Total Population Swiss,128,79,0.5,0.3
Estimate Ancestry Total Population Ukrainian,202,99,0.8,0.4
Estimate Ancestry Total Population Welsh,135,57,0.5,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),253,103,1.0,0.4
Estimate Computers And Internet Use Total Households,11363,597,11363,(X)
Estimate Computers And Internet Use Total Households With A Computer,10699,594,94.2,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,10388,617,91.4,1.9
