,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",0,16,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",0,14,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",-666666666,-222222222,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",0,17,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",0,65,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,0,19,0,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,19,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,19,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,19,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,893,227,893,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",23,10,2.6,1.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,54,50,6.0,5.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),60,25,6.7,3.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),11,18,1.2,2.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,745,220,83.4,7.7
Estimate Educational Attainment Population 25 Years And Over,5119,565,5119,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,19,25,0.4,0.5
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",103,89,2.0,1.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),320,94,6.3,1.8
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",307,109,6.0,2.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,239,129,4.7,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,2598,432,50.8,4.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1533,284,29.9,5.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,4997,549,97.6,1.8
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,4131,533,80.7,4.2
Estimate Veteran Status Civilian Population 18 Years And Over,6457,747,6457,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,99,68,1.5,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,6726,786,6726,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,535,302,8.0,4.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,269,137,269,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,0,19,0.0,13.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,5951,743,5951,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,391,288,6.6,4.5
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,506,136,506,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,144,59,28.5,10.8
Estimate Residence 1 Year Ago Population 1 Year And Over,6705,773,6705,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,4164,518,62.1,5.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),2541,507,37.9,5.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,2311,389,34.5,4.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1016,245,15.2,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1295,325,19.3,3.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,560,154,8.4,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,735,285,11.0,3.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,230,185,3.4,2.5
Estimate Place Of Birth Total Population,6726,786,6726,(X)
Estimate Place Of Birth Total Population Native,5903,727,87.8,3.0
Estimate Place Of Birth Total Population Native Born In United States,5770,708,85.8,3.3
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,3007,494,44.7,4.4
Estimate Place Of Birth Total Population Native Born In United States Different State,2763,412,41.1,4.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",133,74,2.0,1.0
Estimate Place Of Birth Total Population Foreign Born,823,223,12.2,3.0
Estimate U.S. Citizenship Status Foreign-Born Population,823,223,823,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,373,142,45.3,14.3
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,450,180,54.7,14.3
Estimate Year Of Entry Population Born Outside The United States,956,247,956,(X)
Estimate Year Of Entry Population Born Outside The United States Native,133,74,133,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,55,70,41.4,38.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,78,55,58.6,38.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,823,223,823,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,379,187,46.1,15.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,444,146,53.9,15.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",823,223,823,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",362,193,44.0,18.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",154,103,18.7,11.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",48,43,5.8,5.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,4.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",198,127,24.1,14.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",61,26,7.4,3.4
Estimate Language Spoken At Home Population 5 Years And Over,6549,755,6549,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,5129,560,78.3,5.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1420,453,21.7,5.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",539,257,8.2,3.5
Estimate Language Spoken At Home Population 5 Years And Over Spanish,410,192,6.3,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",117,84,1.8,1.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,681,263,10.4,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",336,239,5.1,3.4
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,257,156,3.9,2.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",43,48,0.7,0.7
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,72,46,1.1,0.7
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",43,37,0.7,0.6
Estimate Ancestry Total Population,6726,786,6726,(X)
Estimate Ancestry Total Population American,82,58,1.2,0.8
Estimate Ancestry Total Population Arab,41,33,0.6,0.5
Estimate Ancestry Total Population Czech,16,19,0.2,0.3
Estimate Ancestry Total Population Danish,85,72,1.3,1.1
Estimate Ancestry Total Population Dutch,39,47,0.6,0.7
Estimate Ancestry Total Population English,707,165,10.5,2.5
Estimate Ancestry Total Population French (Except Basque),220,145,3.3,2.0
Estimate Ancestry Total Population French Canadian,170,87,2.5,1.3
Estimate Ancestry Total Population German,465,124,6.9,1.8
Estimate Ancestry Total Population Greek,72,46,1.1,0.7
Estimate Ancestry Total Population Hungarian,24,33,0.4,0.5
Estimate Ancestry Total Population Irish,1601,300,23.8,3.9
Estimate Ancestry Total Population Italian,1660,379,24.7,4.4
Estimate Ancestry Total Population Lithuanian,17,30,0.3,0.4
Estimate Ancestry Total Population Norwegian,25,28,0.4,0.4
Estimate Ancestry Total Population Polish,210,103,3.1,1.6
Estimate Ancestry Total Population Portuguese,99,54,1.5,0.8
Estimate Ancestry Total Population Russian,132,79,2.0,1.1
Estimate Ancestry Total Population Scotch-Irish,14,16,0.2,0.2
Estimate Ancestry Total Population Scottish,143,85,2.1,1.3
Estimate Ancestry Total Population Slovak,65,101,1.0,1.5
Estimate Ancestry Total Population Subsaharan African,21,27,0.3,0.4
Estimate Ancestry Total Population Swedish,85,59,1.3,0.9
Estimate Ancestry Total Population Swiss,5,9,0.1,0.1
Estimate Ancestry Total Population Ukrainian,36,29,0.5,0.4
Estimate Ancestry Total Population Welsh,23,22,0.3,0.3
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),11,18,0.2,0.3
Estimate Computers And Internet Use Total Households,4025,439,4025,(X)
Estimate Computers And Internet Use Total Households With A Computer,3863,417,96.0,2.6
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3783,450,94.0,3.2
