,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,290,311,290,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",0,13,0.0,12.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,0,13,0.0,12.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),83,114,28.6,22.3
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),89,99,30.7,13.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,118,123,40.7,13.7
Estimate Educational Attainment Population 25 Years And Over,836,359,836,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,34,56,4.1,7.0
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",37,58,4.4,6.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),119,97,14.2,9.3
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",75,77,9.0,8.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,26,36,3.1,4.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,266,154,31.8,14.6
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,279,212,33.4,19.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,765,333,91.5,9.0
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,545,277,65.2,18.7
Estimate Veteran Status Civilian Population 18 Years And Over,955,419,955,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,94,76,9.8,7.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1127,567,1127,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,285,203,25.3,15.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,172,196,172,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,36,56,20.9,43.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,589,313,589,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,70,89,11.9,14.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,366,216,366,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,179,146,48.9,25.0
Estimate Residence 1 Year Ago Population 1 Year And Over,1127,567,1127,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1024,547,90.9,7.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),103,82,9.1,7.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,103,82,9.1,7.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,103,82,9.1,7.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,0,13,0.0,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,0,13,0.0,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,0,13,0.0,3.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,0,13,0.0,3.5
Estimate Place Of Birth Total Population,1127,567,1127,(X)
Estimate Place Of Birth Total Population Native,1108,566,98.3,3.2
Estimate Place Of Birth Total Population Native Born In United States,1108,566,98.3,3.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,662,425,58.7,17.9
Estimate Place Of Birth Total Population Native Born In United States Different State,446,254,39.6,17.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",0,13,0.0,3.5
Estimate Place Of Birth Total Population Foreign Born,19,32,1.7,3.2
Estimate U.S. Citizenship Status Foreign-Born Population,19,32,19,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,19,32,100.0,75.5
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,0,13,0.0,75.5
Estimate Year Of Entry Population Born Outside The United States,19,32,19,(X)
Estimate Year Of Entry Population Born Outside The United States Native,0,13,0,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,0,13,-666666666.0,-222222222.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,19,32,19,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,0,13,0.0,75.5
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,19,32,100.0,75.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",19,32,19,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",0,13,0.0,75.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",0,13,0.0,75.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",0,13,0.0,75.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,75.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",0,13,0.0,75.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",19,32,100.0,75.5
Estimate Language Spoken At Home Population 5 Years And Over,1127,567,1127,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1036,553,91.9,9.5
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,91,102,8.1,9.5
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",50,78,4.4,6.8
Estimate Language Spoken At Home Population 5 Years And Over Spanish,0,13,0.0,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",0,13,0.0,3.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,91,102,8.1,9.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",50,78,4.4,6.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,0,13,0.0,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",0,13,0.0,3.5
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,0,13,0.0,3.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,3.5
Estimate Ancestry Total Population,1127,567,1127,(X)
Estimate Ancestry Total Population American,0,13,0.0,3.5
Estimate Ancestry Total Population Arab,0,13,0.0,3.5
Estimate Ancestry Total Population Czech,0,13,0.0,3.5
Estimate Ancestry Total Population Danish,0,13,0.0,3.5
Estimate Ancestry Total Population Dutch,0,13,0.0,3.5
Estimate Ancestry Total Population English,398,326,35.3,19.9
Estimate Ancestry Total Population French (Except Basque),101,127,9.0,10.5
Estimate Ancestry Total Population French Canadian,51,58,4.5,5.2
Estimate Ancestry Total Population German,257,166,22.8,10.7
Estimate Ancestry Total Population Greek,0,13,0.0,3.5
Estimate Ancestry Total Population Hungarian,0,13,0.0,3.5
Estimate Ancestry Total Population Irish,388,356,34.4,20.8
Estimate Ancestry Total Population Italian,90,113,8.0,9.4
Estimate Ancestry Total Population Lithuanian,0,13,0.0,3.5
Estimate Ancestry Total Population Norwegian,12,20,1.1,1.9
Estimate Ancestry Total Population Polish,17,28,1.5,2.2
Estimate Ancestry Total Population Portuguese,17,28,1.5,2.7
Estimate Ancestry Total Population Russian,0,13,0.0,3.5
Estimate Ancestry Total Population Scotch-Irish,49,73,4.3,7.0
Estimate Ancestry Total Population Scottish,12,20,1.1,1.9
Estimate Ancestry Total Population Slovak,0,13,0.0,3.5
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,3.5
Estimate Ancestry Total Population Swedish,0,13,0.0,3.5
Estimate Ancestry Total Population Swiss,0,13,0.0,3.5
Estimate Ancestry Total Population Ukrainian,0,13,0.0,3.5
Estimate Ancestry Total Population Welsh,0,13,0.0,3.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,3.5
Estimate Computers And Internet Use Total Households,379,159,379,(X)
Estimate Computers And Internet Use Total Households With A Computer,379,159,100.0,10.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,379,159,100.0,10.0
