,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,729,471,7.6,4.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,141,101,1.5,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,62,57,0.6,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,79,63,0.8,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,26,43,0.3,0.5
Estimate Place Of Birth Total Population,9697,957,9697,(X)
Estimate Place Of Birth Total Population Native,8557,960,88.2,3.4
Estimate Place Of Birth Total Population Native Born In United States,8426,975,86.9,4.0
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,6633,906,68.4,5.3
Estimate Place Of Birth Total Population Native Born In United States Different State,1793,402,18.5,3.9
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",131,102,1.4,1.0
Estimate Place Of Birth Total Population Foreign Born,1140,323,11.8,3.4
Estimate U.S. Citizenship Status Foreign-Born Population,1140,323,1140,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,772,306,67.7,15.2
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,368,184,32.3,15.2
Estimate Year Of Entry Population Born Outside The United States,1271,382,1271,(X)
Estimate Year Of Entry Population Born Outside The United States Native,131,102,131,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,9,15,6.9,16.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,122,102,93.1,16.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,1140,323,1140,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,290,158,25.4,13.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,850,318,74.6,13.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",1140,323,1140,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",359,190,31.5,14.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",637,261,55.9,15.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",87,86,7.6,7.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,19,0.0,3.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",44,45,3.9,3.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",13,21,1.1,1.8
Estimate Language Spoken At Home Population 5 Years And Over,9238,843,9238,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,7824,817,84.7,4.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,1414,464,15.3,4.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",379,164,4.1,1.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,211,156,2.3,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1,2,0.0,0.1
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,733,306,7.9,3.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",184,112,2.0,1.2
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,416,316,4.5,3.4
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",194,135,2.1,1.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,54,51,0.6,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,19,0.0,0.4
Estimate Ancestry Total Population,9697,957,9697,(X)
Estimate Ancestry Total Population American,265,146,2.7,1.5
Estimate Ancestry Total Population Arab,57,51,0.6,0.5
Estimate Ancestry Total Population Czech,0,19,0.0,0.4
Estimate Ancestry Total Population Danish,0,19,0.0,0.4
Estimate Ancestry Total Population Dutch,12,21,0.1,0.2
Estimate Ancestry Total Population English,1197,308,12.3,3.1
Estimate Ancestry Total Population French (Except Basque),398,196,4.1,2.0
Estimate Ancestry Total Population French Canadian,813,311,8.4,3.0
Estimate Ancestry Total Population German,466,154,4.8,1.6
Estimate Ancestry Total Population Greek,158,88,1.6,0.9
Estimate Ancestry Total Population Hungarian,9,13,0.1,0.1
Estimate Ancestry Total Population Irish,2011,476,20.7,4.9
Estimate Ancestry Total Population Italian,1490,604,15.4,5.4
Estimate Ancestry Total Population Lithuanian,81,98,0.8,1.0
Estimate Ancestry Total Population Norwegian,71,62,0.7,0.7
Estimate Ancestry Total Population Polish,476,272,4.9,2.8
Estimate Ancestry Total Population Portuguese,154,104,1.6,1.1
Estimate Ancestry Total Population Russian,92,80,0.9,0.8
Estimate Ancestry Total Population Scotch-Irish,58,48,0.6,0.5
Estimate Ancestry Total Population Scottish,154,68,1.6,0.7
Estimate Ancestry Total Population Slovak,0,19,0.0,0.4
Estimate Ancestry Total Population Subsaharan African,22,32,0.2,0.3
Estimate Ancestry Total Population Swedish,220,148,2.3,1.5
Estimate Ancestry Total Population Swiss,0,19,0.0,0.4
Estimate Ancestry Total Population Ukrainian,56,60,0.6,0.6
Estimate Ancestry Total Population Welsh,0,19,0.0,0.4
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,19,0.0,0.4
Estimate Computers And Internet Use Total Households,3713,283,3713,(X)
Estimate Computers And Internet Use Total Households With A Computer,3595,307,96.8,2.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,3481,319,93.8,3.4
