,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Marital Status Females 15 Years And Over Widowed,1732,300,7.5,1.2
Estimate Marital Status Females 15 Years And Over Divorced,2761,402,12.0,1.7
Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months,471,141,471,(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married)",121,89,25.7,15.8
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Unmarried Women (Widowed, Divorced, And Never Married) Per 1,000 Unmarried Women",16,12,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",37,11,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,21,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",57,24,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",32,13,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,1100,332,1100,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,281,189,25.5,14.7
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,31,0.0,3.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,70,75,6.4,6.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,54,71,4.9,6.5
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,157,148,14.3,12.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,281,189,281,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,163,114,58.0,15.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,268,189,95.4,8.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School,13154,869,13154,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",505,193,3.8,1.4
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,807,223,6.1,1.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),5155,618,39.2,3.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),3095,384,23.5,2.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,3592,553,27.3,3.6
Estimate Educational Attainment Population 25 Years And Over,36290,739,36290,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,2146,427,5.9,1.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",1922,349,5.3,1.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),10304,846,28.4,2.2
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",7561,784,20.8,2.1
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,3462,552,9.5,1.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,7038,627,19.4,1.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,3857,530,10.6,1.4
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,32222,902,88.8,1.4
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,10895,857,30.0,2.3
Estimate Veteran Status Civilian Population 18 Years And Over,41302,724,41302,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,1825,283,4.4,0.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,52187,124,52187,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,6003,616,11.5,1.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,11171,736,11171,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,597,173,5.3,1.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,32666,749,32666,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,2856,431,8.7,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,8350,703,8350,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,2550,438,30.5,4.5
Estimate Residence 1 Year Ago Population 1 Year And Over,52103,182,52103,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,47028,925,90.3,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),5075,949,9.7,1.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,4600,898,8.8,1.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,3060,652,5.9,1.2
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,1540,528,3.0,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1035,414,2.0,0.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,505,348,1.0,0.7
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,475,296,0.9,0.6
Estimate Place Of Birth Total Population,52502,88,52502,(X)
Estimate Place Of Birth Total Population Native,40562,1162,77.3,2.2
Estimate Place Of Birth Total Population Native Born In United States,38753,1180,73.8,2.2
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,32718,1051,62.3,2.0
Estimate Place Of Birth Total Population Native Born In United States Different State,6035,796,11.5,1.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",1809,453,3.4,0.9
Estimate Place Of Birth Total Population Foreign Born,11940,1160,22.7,2.2
Estimate U.S. Citizenship Status Foreign-Born Population,11940,1160,11940,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,7928,846,66.4,4.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,4012,772,33.6,4.9
Estimate Year Of Entry Population Born Outside The United States,13749,1178,13749,(X)
Estimate Year Of Entry Population Born Outside The United States Native,1809,453,1809,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,364,208,20.1,9.0
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,1445,344,79.9,9.0
Estimate Year Of Entry Population Born Outside The United States Foreign Born,11940,1160,11940,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,2845,687,23.8,4.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,9095,912,76.2,4.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",11940,1160,11940,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",813,270,6.8,2.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",2445,618,20.5,5.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",666,389,5.6,3.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",7,12,0.1,0.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",7872,1092,65.9,5.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",137,65,1.1,0.6
Estimate Language Spoken At Home Population 5 Years And Over,50185,441,50185,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,31609,1399,63.0,2.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,18576,1390,37.0,2.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",6433,944,12.8,1.9
Estimate Language Spoken At Home Population 5 Years And Over Spanish,12755,1284,25.4,2.6
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",4325,754,8.6,1.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,3079,1047,6.1,2.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",1166,668,2.3,1.3
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1347,436,2.7,0.9
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",624,201,1.2,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,1395,487,2.8,1.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",318,131,0.6,0.3
Estimate Ancestry Total Population,52502,88,52502,(X)
Estimate Ancestry Total Population American,1025,377,2.0,0.7
Estimate Ancestry Total Population Arab,1766,460,3.4,0.9
Estimate Ancestry Total Population Czech,42,46,0.1,0.1
Estimate Ancestry Total Population Danish,29,25,0.1,0.1
Estimate Ancestry Total Population Dutch,81,85,0.2,0.2
Estimate Ancestry Total Population English,3356,486,6.4,0.9
Estimate Ancestry Total Population French (Except Basque),3476,590,6.6,1.1
Estimate Ancestry Total Population French Canadian,2637,534,5.0,1.0
Estimate Ancestry Total Population German,1936,358,3.7,0.7
Estimate Ancestry Total Population Greek,412,185,0.8,0.4
Estimate Ancestry Total Population Hungarian,128,82,0.2,0.2
Estimate Ancestry Total Population Irish,7474,793,14.2,1.5
Estimate Ancestry Total Population Italian,7435,847,14.2,1.6
Estimate Ancestry Total Population Lithuanian,405,155,0.8,0.3
Estimate Ancestry Total Population Norwegian,266,151,0.5,0.3
Estimate Ancestry Total Population Polish,1837,479,3.5,0.9
Estimate Ancestry Total Population Portuguese,1103,401,2.1,0.8
Estimate Ancestry Total Population Russian,328,177,0.6,0.3
Estimate Ancestry Total Population Scotch-Irish,159,90,0.3,0.2
Estimate Ancestry Total Population Scottish,887,351,1.7,0.7
Estimate Ancestry Total Population Slovak,0,31,0.0,0.1
Estimate Ancestry Total Population Subsaharan African,810,357,1.5,0.7
Estimate Ancestry Total Population Swedish,371,157,0.7,0.3
Estimate Ancestry Total Population Swiss,20,21,0.0,0.1
Estimate Ancestry Total Population Ukrainian,70,64,0.1,0.1
Estimate Ancestry Total Population Welsh,52,41,0.1,0.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),1346,756,2.6,1.4
Estimate Computers And Internet Use Total Households,18792,515,18792,(X)
Estimate Computers And Internet Use Total Households With A Computer,17637,526,93.9,1.4
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,17077,483,90.9,1.7
