,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",35,45,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,448,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",34,70,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",46,58,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,11,16,11,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,13,0.0,99.2
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,13,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,13,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,13,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,737,233,737,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",64,38,8.7,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,74,66,10.0,7.7
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),426,182,57.8,11.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),71,41,9.6,5.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,102,58,13.8,7.8
Estimate Educational Attainment Population 25 Years And Over,928,191,928,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,0,13,0.0,4.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",0,13,0.0,4.2
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),121,126,13.0,13.1
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",216,92,23.3,8.9
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,155,117,16.7,11.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,247,105,26.6,11.1
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,189,78,20.4,6.7
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,928,191,100.0,4.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,436,119,47.0,10.3
Estimate Veteran Status Civilian Population 18 Years And Over,611,123,611,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,205,104,33.6,13.2
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,1491,419,1491,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,91,44,6.1,3.4
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,880,326,880,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,35,33,4.0,3.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,611,123,611,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,56,33,9.2,5.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,0,13,0,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,0,13,-666666666.0,-222222222.0
Estimate Residence 1 Year Ago Population 1 Year And Over,1904,492,1904,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,1221,473,64.1,13.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),683,251,35.9,13.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,636,245,33.4,13.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,19,20,1.0,1.1
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,617,240,32.4,12.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,9,18,0.5,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,608,239,31.9,12.8
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,47,48,2.5,2.5
Estimate Place Of Birth Total Population,1917,494,1917,(X)
Estimate Place Of Birth Total Population Native,1706,415,89.0,4.5
Estimate Place Of Birth Total Population Native Born In United States,1418,359,74.0,9.6
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,146,66,7.6,4.2
Estimate Place Of Birth Total Population Native Born In United States Different State,1272,360,66.4,8.7
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",288,162,15.0,6.9
Estimate Place Of Birth Total Population Foreign Born,211,117,11.0,4.5
Estimate U.S. Citizenship Status Foreign-Born Population,211,117,211,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,128,99,60.7,28.0
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,83,67,39.3,28.0
Estimate Year Of Entry Population Born Outside The United States,499,254,499,(X)
Estimate Year Of Entry Population Born Outside The United States Native,288,162,288,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,177,143,61.5,26.9
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,111,73,38.5,26.9
Estimate Year Of Entry Population Born Outside The United States Foreign Born,211,117,211,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,65,66,30.8,27.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,146,103,69.2,27.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",211,117,211,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",21,21,10.0,12.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",94,63,44.5,27.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",6,10,2.8,5.3
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,13,0.0,17.2
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",90,98,42.7,32.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",0,13,0.0,17.2
Estimate Language Spoken At Home Population 5 Years And Over,1600,376,1600,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,1366,360,85.4,6.3
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,234,101,14.6,6.3
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",9,11,0.6,0.7
Estimate Language Spoken At Home Population 5 Years And Over Spanish,128,78,8.0,4.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",5,8,0.3,0.5
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,53,46,3.3,3.0
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",0,13,0.0,2.5
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,51,50,3.2,3.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",4,7,0.3,0.4
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,2,5,0.1,0.3
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,13,0.0,2.5
Estimate Ancestry Total Population,1917,494,1917,(X)
Estimate Ancestry Total Population American,112,107,5.8,5.5
Estimate Ancestry Total Population Arab,0,13,0.0,2.1
Estimate Ancestry Total Population Czech,0,13,0.0,2.1
Estimate Ancestry Total Population Danish,7,12,0.4,0.6
Estimate Ancestry Total Population Dutch,0,13,0.0,2.1
Estimate Ancestry Total Population English,95,45,5.0,2.9
Estimate Ancestry Total Population French (Except Basque),57,65,3.0,3.4
Estimate Ancestry Total Population French Canadian,17,20,0.9,1.0
Estimate Ancestry Total Population German,262,143,13.7,8.2
Estimate Ancestry Total Population Greek,0,13,0.0,2.1
Estimate Ancestry Total Population Hungarian,0,13,0.0,2.1
Estimate Ancestry Total Population Irish,193,117,10.1,6.7
Estimate Ancestry Total Population Italian,231,197,12.1,10.1
Estimate Ancestry Total Population Lithuanian,5,8,0.3,0.4
Estimate Ancestry Total Population Norwegian,30,27,1.6,1.6
Estimate Ancestry Total Population Polish,32,42,1.7,2.1
Estimate Ancestry Total Population Portuguese,9,11,0.5,0.6
Estimate Ancestry Total Population Russian,29,50,1.5,2.6
Estimate Ancestry Total Population Scotch-Irish,6,11,0.3,0.6
Estimate Ancestry Total Population Scottish,25,31,1.3,1.7
Estimate Ancestry Total Population Slovak,0,13,0.0,2.1
Estimate Ancestry Total Population Subsaharan African,0,13,0.0,2.1
Estimate Ancestry Total Population Swedish,3,5,0.2,0.3
Estimate Ancestry Total Population Swiss,86,128,4.5,6.5
Estimate Ancestry Total Population Ukrainian,0,13,0.0,2.1
Estimate Ancestry Total Population Welsh,0,13,0.0,2.1
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),0,13,0.0,2.1
Estimate Computers And Internet Use Total Households,478,91,478,(X)
Estimate Computers And Internet Use Total Households With A Computer,478,91,100.0,8.0
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,473,91,99.0,1.8
