,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,107,59,69.9,32.4
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,21,23,13.7,15.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School,5381,774,5381,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",438,206,8.1,3.6
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,169,83,3.1,1.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1618,327,30.1,5.9
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),626,160,11.6,2.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,2530,609,47.0,7.1
Estimate Educational Attainment Population 25 Years And Over,28596,1472,28596,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,1120,350,3.9,1.2
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",886,240,3.1,0.8
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),3849,501,13.5,1.6
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",2217,311,7.8,1.0
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,736,191,2.6,0.7
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,12693,1117,44.4,2.9
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,7095,651,24.8,2.0
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,26590,1446,93.0,1.6
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,19788,1289,69.2,2.6
Estimate Veteran Status Civilian Population 18 Years And Over,31092,1501,31092,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,878,193,2.8,0.6
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,35084,1816,35084,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,2879,396,8.2,1.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,4117,595,4117,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,193,94,4.7,2.1
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,27961,1441,27961,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,1608,295,5.8,1.0
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,3006,413,3006,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,1078,256,35.9,6.8
Estimate Residence 1 Year Ago Population 1 Year And Over,34812,1805,34812,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,28528,1548,81.9,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),6284,944,18.1,2.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,6221,935,17.9,2.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,3717,814,10.7,2.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,2504,469,7.2,1.4
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,1783,428,5.1,1.3
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,721,211,2.1,0.6
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,63,67,0.2,0.2
Estimate Place Of Birth Total Population,35266,1824,35266,(X)
Estimate Place Of Birth Total Population Native,30752,1752,87.2,1.8
Estimate Place Of Birth Total Population Native Born In United States,30069,1684,85.3,1.9
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,20573,1360,58.3,2.6
Estimate Place Of Birth Total Population Native Born In United States Different State,9496,963,26.9,2.2
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",683,266,1.9,0.7
Estimate Place Of Birth Total Population Foreign Born,4514,659,12.8,1.8
Estimate U.S. Citizenship Status Foreign-Born Population,4514,659,4514,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,2890,516,64.0,4.9
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,1624,286,36.0,4.9
Estimate Year Of Entry Population Born Outside The United States,5197,717,5197,(X)
Estimate Year Of Entry Population Born Outside The United States Native,683,266,683,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,89,70,13.0,8.7
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,594,238,87.0,8.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born,4514,659,4514,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,1092,268,24.2,4.8
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,3422,546,75.8,4.8
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",4514,659,4514,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",886,299,19.6,5.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",1376,342,30.5,6.4
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",431,228,9.5,4.6
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,28,0.0,0.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",1709,393,37.9,7.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",112,69,2.5,1.5
Estimate Language Spoken At Home Population 5 Years And Over,33397,1631,33397,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,27723,1434,83.0,2.0
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,5674,761,17.0,2.0
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",2745,516,8.2,1.4
Estimate Language Spoken At Home Population 5 Years And Over Spanish,2526,468,7.6,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",1392,338,4.2,1.0
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,1309,386,3.9,1.1
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",359,209,1.1,0.6
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,1596,448,4.8,1.3
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",886,300,2.7,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,243,119,0.7,0.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",108,65,0.3,0.2
Estimate Ancestry Total Population,35266,1824,35266,(X)
Estimate Ancestry Total Population American,835,250,2.4,0.7
Estimate Ancestry Total Population Arab,205,128,0.6,0.4
Estimate Ancestry Total Population Czech,15,16,0.0,0.1
Estimate Ancestry Total Population Danish,0,28,0.0,0.1
Estimate Ancestry Total Population Dutch,212,118,0.6,0.3
Estimate Ancestry Total Population English,2581,509,7.3,1.4
Estimate Ancestry Total Population French (Except Basque),1082,270,3.1,0.8
Estimate Ancestry Total Population French Canadian,748,224,2.1,0.6
Estimate Ancestry Total Population German,2460,483,7.0,1.4
Estimate Ancestry Total Population Greek,393,213,1.1,0.6
Estimate Ancestry Total Population Hungarian,150,100,0.4,0.3
Estimate Ancestry Total Population Irish,11711,1099,33.2,2.8
Estimate Ancestry Total Population Italian,4681,619,13.3,1.7
Estimate Ancestry Total Population Lithuanian,265,103,0.8,0.3
Estimate Ancestry Total Population Norwegian,208,117,0.6,0.3
Estimate Ancestry Total Population Polish,1245,402,3.5,1.1
Estimate Ancestry Total Population Portuguese,316,215,0.9,0.6
Estimate Ancestry Total Population Russian,241,116,0.7,0.3
Estimate Ancestry Total Population Scotch-Irish,111,51,0.3,0.1
Estimate Ancestry Total Population Scottish,486,216,1.4,0.6
Estimate Ancestry Total Population Slovak,79,64,0.2,0.2
Estimate Ancestry Total Population Subsaharan African,591,309,1.7,0.9
Estimate Ancestry Total Population Swedish,315,138,0.9,0.4
Estimate Ancestry Total Population Swiss,91,91,0.3,0.3
Estimate Ancestry Total Population Ukrainian,103,95,0.3,0.3
Estimate Ancestry Total Population Welsh,155,178,0.4,0.5
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),479,282,1.4,0.8
Estimate Computers And Internet Use Total Households,16799,719,16799,(X)
Estimate Computers And Internet Use Total Households With A Computer,15780,746,93.9,1.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,15168,732,90.3,1.8
