,Estimate,Margin of Error,Percent,Percent Margin of Error
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 50 Years Old",39,22,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 15 To 19 Years Old",0,61,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 20 To 34 Years Old",54,42,(X),(X)
"Estimate Fertility Number Of Women 15 To 50 Years Old Who Had A Birth In The Past 12 Months Per 1,000 Women 35 To 50 Years Old",44,35,(X),(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years,252,139,252,(X)
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Grandparents Responsible For Grandchildren,0,21,0.0,14.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren Less Than 1 Year,0,21,0.0,14.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 1 Or 2 Years,0,21,0.0,14.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 3 Or 4 Years,0,21,0.0,14.6
Estimate Grandparents Number Of Grandparents Living With Own Grandchildren Under 18 Years Years Responsible For Grandchildren 5 Or More Years,0,21,0.0,14.6
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years,0,21,0,(X)
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Female,0,21,-666666666.0,-222222222.0
Estimate Grandparents Number Of Grandparents Responsible For Own Grandchildren Under 18 Years Who Are Married,0,21,-666666666.0,-222222222.0
Estimate School Enrollment Population 3 Years And Over Enrolled In School,4179,396,4179,(X)
"Estimate School Enrollment Population 3 Years And Over Enrolled In School Nursery School, Preschool",418,139,10.0,3.5
Estimate School Enrollment Population 3 Years And Over Enrolled In School Kindergarten,149,88,3.6,2.1
Estimate School Enrollment Population 3 Years And Over Enrolled In School Elementary School (Grades 1-8),1581,256,37.8,5.2
Estimate School Enrollment Population 3 Years And Over Enrolled In School High School (Grades 9-12),1311,241,31.4,5.8
Estimate School Enrollment Population 3 Years And Over Enrolled In School College Or Graduate School,720,274,17.2,5.5
Estimate Educational Attainment Population 25 Years And Over,9367,331,9367,(X)
Estimate Educational Attainment Population 25 Years And Over Less Than 9Th Grade,79,66,0.8,0.7
"Estimate Educational Attainment Population 25 Years And Over 9Th To 12Th Grade, No Diploma",197,106,2.1,1.1
Estimate Educational Attainment Population 25 Years And Over High School Graduate (Includes Equivalency),1847,332,19.7,3.4
"Estimate Educational Attainment Population 25 Years And Over Some College, No Degree",1234,300,13.2,3.2
Estimate Educational Attainment Population 25 Years And Over Associate'S Degree,1002,245,10.7,2.5
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree,3137,461,33.5,4.7
Estimate Educational Attainment Population 25 Years And Over Graduate Or Professional Degree,1871,420,20.0,4.6
Estimate Educational Attainment Population 25 Years And Over High School Graduate Or Higher,9091,328,97.1,1.2
Estimate Educational Attainment Population 25 Years And Over Bachelor'S Degree Or Higher,5008,404,53.5,4.3
Estimate Veteran Status Civilian Population 18 Years And Over,10889,281,10889,(X)
Estimate Veteran Status Civilian Population 18 Years And Over Civilian Veterans,533,143,4.9,1.3
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population,14641,34,14641,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Total Civilian Noninstitutionalized Population With A Disability,1160,277,7.9,1.9
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years,3841,286,3841,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population Under 18 Years With A Disability,93,63,2.4,1.7
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years,8583,303,8583,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 18 To 64 Years With A Disability,562,160,6.5,1.8
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over,2217,247,2217,(X)
Estimate Disability Status Of The Civilian Noninstitutionalized Population 65 Years And Over With A Disability,505,163,22.8,7.0
Estimate Residence 1 Year Ago Population 1 Year And Over,14632,69,14632,(X)
Estimate Residence 1 Year Ago Population 1 Year And Over Same House,13224,422,90.4,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad),1408,426,9.6,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S.,1352,436,9.2,3.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Same County,1096,422,7.5,2.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County,256,149,1.7,1.0
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Same State,185,136,1.3,0.9
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Different House In The U.S. Different County Different State,71,80,0.5,0.5
Estimate Residence 1 Year Ago Population 1 Year And Over Different House (In The U.S. Or Abroad) Abroad,56,57,0.4,0.4
Estimate Place Of Birth Total Population,14742,24,14742,(X)
Estimate Place Of Birth Total Population Native,14416,162,97.8,1.1
Estimate Place Of Birth Total Population Native Born In United States,14382,168,97.6,1.1
Estimate Place Of Birth Total Population Native Born In United States State Of Residence,12609,392,85.5,2.7
Estimate Place Of Birth Total Population Native Born In United States Different State,1773,376,12.0,2.5
"Estimate Place Of Birth Total Population Native Born In Puerto Rico, U.S. Island Areas, Or Born Abroad To American Parent(S)",34,37,0.2,0.3
Estimate Place Of Birth Total Population Foreign Born,326,158,2.2,1.1
Estimate U.S. Citizenship Status Foreign-Born Population,326,158,326,(X)
Estimate U.S. Citizenship Status Foreign-Born Population Naturalized U.S. Citizen,276,156,84.7,12.7
Estimate U.S. Citizenship Status Foreign-Born Population Not A U.S. Citizen,50,39,15.3,12.7
Estimate Year Of Entry Population Born Outside The United States,360,164,360,(X)
Estimate Year Of Entry Population Born Outside The United States Native,34,37,34,(X)
Estimate Year Of Entry Population Born Outside The United States Native Entered 2010 Or Later,0,21,0.0,56.4
Estimate Year Of Entry Population Born Outside The United States Native Entered Before 2010,34,37,100.0,56.4
Estimate Year Of Entry Population Born Outside The United States Foreign Born,326,158,326,(X)
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered 2010 Or Later,25,29,7.7,8.7
Estimate Year Of Entry Population Born Outside The United States Foreign Born Entered Before 2010,301,155,92.3,8.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea",326,158,326,(X)
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Europe",130,96,39.9,26.7
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Asia",74,123,22.7,30.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Africa",21,30,6.4,9.1
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Oceania",0,21,0.0,11.5
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Latin America",44,57,13.5,17.9
"Estimate World Region Of Birth Of Foreign Born Foreign-Born Population, Excluding Population Born At Sea Northern America",57,56,17.5,17.4
Estimate Language Spoken At Home Population 5 Years And Over,13774,240,13774,(X)
Estimate Language Spoken At Home Population 5 Years And Over English Only,13175,331,95.7,1.7
Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English,599,232,4.3,1.7
"Estimate Language Spoken At Home Population 5 Years And Over Language Other Than English Speak English Less Than ""Very Well""",256,155,1.9,1.1
Estimate Language Spoken At Home Population 5 Years And Over Spanish,71,64,0.5,0.5
"Estimate Language Spoken At Home Population 5 Years And Over Spanish Speak English Less Than ""Very Well""",24,45,0.2,0.3
Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages,372,194,2.7,1.4
"Estimate Language Spoken At Home Population 5 Years And Over Other Indo-European Languages Speak English Less Than ""Very Well""",157,109,1.1,0.8
Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages,134,161,1.0,1.2
"Estimate Language Spoken At Home Population 5 Years And Over Asian And Pacific Islander Languages Speak English Less Than ""Very Well""",75,122,0.5,0.9
Estimate Language Spoken At Home Population 5 Years And Over Other Languages,22,31,0.2,0.2
"Estimate Language Spoken At Home Population 5 Years And Over Other Languages Speak English Less Than ""Very Well""",0,21,0.0,0.3
Estimate Ancestry Total Population,14742,24,14742,(X)
Estimate Ancestry Total Population American,530,277,3.6,1.9
Estimate Ancestry Total Population Arab,179,194,1.2,1.3
Estimate Ancestry Total Population Czech,15,25,0.1,0.2
Estimate Ancestry Total Population Danish,0,21,0.0,0.3
Estimate Ancestry Total Population Dutch,89,82,0.6,0.6
Estimate Ancestry Total Population English,1440,442,9.8,3.0
Estimate Ancestry Total Population French (Except Basque),597,260,4.0,1.8
Estimate Ancestry Total Population French Canadian,370,184,2.5,1.2
Estimate Ancestry Total Population German,1030,376,7.0,2.6
Estimate Ancestry Total Population Greek,304,182,2.1,1.2
Estimate Ancestry Total Population Hungarian,62,77,0.4,0.5
Estimate Ancestry Total Population Irish,6647,1040,45.1,7.1
Estimate Ancestry Total Population Italian,2969,734,20.1,5.0
Estimate Ancestry Total Population Lithuanian,70,68,0.5,0.5
Estimate Ancestry Total Population Norwegian,52,64,0.4,0.4
Estimate Ancestry Total Population Polish,591,225,4.0,1.5
Estimate Ancestry Total Population Portuguese,135,104,0.9,0.7
Estimate Ancestry Total Population Russian,39,47,0.3,0.3
Estimate Ancestry Total Population Scotch-Irish,146,105,1.0,0.7
Estimate Ancestry Total Population Scottish,220,107,1.5,0.7
Estimate Ancestry Total Population Slovak,0,21,0.0,0.3
Estimate Ancestry Total Population Subsaharan African,31,78,0.2,0.5
Estimate Ancestry Total Population Swedish,103,67,0.7,0.5
Estimate Ancestry Total Population Swiss,24,27,0.2,0.2
Estimate Ancestry Total Population Ukrainian,0,21,0.0,0.3
Estimate Ancestry Total Population Welsh,19,25,0.1,0.2
Estimate Ancestry Total Population West Indian (Excluding Hispanic Origin Groups),20,33,0.1,0.2
Estimate Computers And Internet Use Total Households,4744,224,4744,(X)
Estimate Computers And Internet Use Total Households With A Computer,4467,229,94.2,2.2
Estimate Computers And Internet Use Total Households With A Broadband Internet Subscription,4384,226,92.4,3.2
